Title: Die alte Jungfer
Number of all lemmas: 3539
Nummber of different lemmas: 1632

Lemma	POS	Frequency	Tokens
Herr	JJ, NN, NNP	71	Herr, Herren
Capitaine	NN, NNP	41	Capitaine
Ach	NN	35	Ach
Schlag	NNP, NN	34	Schlag
sagen	VB, VBN, PRP$, RP	34	sagen, gesagt, sagte, sagt, sage
wohl	RP, RB, IN	30	wohl
Jahr	NN	25	Jahr
Mann	NN	25	Mann
nehmen	RB, VB, VBN	22	nimmt, nehme, nehmen, genommen
lieb	JJ	21	lieber, liebe, lieb, lieben
Jungfer	NN, JJ	21	Jungfer
gar	RB, IN, RP	21	gar
heiraten	VB, RP, VBN	20	heiraten, geheiratet
gut	JJ	19	gut, guten, gute, guter
Lelio	NN, NNP	19	Lelio
wenig	IN, RB, RP	18	wenig
wahr	RP, RB	18	wahr
Nu	NN	18	Nu
alt	JJ	18	alt, alten, alte
Gott	NN	17	Gott
ha	NN, NNP	17	ha
gewiss	NN, JJ	15	gewiß
schuldig	JJ	15	schuldig
Lisette	NN, NNP	15	Lisette
Muhme	NN	15	Muhme
glauben	VB, VBN	15	glauben, glaube, glaubst, geglaubt
Mademoiselle	NN	14	Mademoiselle
Heirat	NNS, NN	14	Heiraten, Heirat
weeissen	VB	14	weiß
Ohldin	NN, NNP	13	Ohldin
reden	VB, VBN	12	reden, geredet, rede, redet, redest
Frau	JJ, NN	12	Frau
Peter	NNP, NN	12	Peter
erst	RB, JJ, NN, RP	11	erst, ersten, erste
Ha	NN	11	Ha
Bräutigam	NN	11	Bräutigam
denken	VB	11	denke, denkt, denken
itzo	NN, RB	11	itzo
Herrn	NN, JJ	11	Herrn
Braut	NN, NNP, JJ	11	Braut
sonst	RB, IN	11	sonst
kömmen	MD	10	kömmt, kömmst
Poete	NN	10	Poete
hören	VB	10	hört, hören, höre, hörte
Schneider	NN, NNP	10	Schneider
Ei	NN	10	Ei
Henker	NN	10	Henker
rechen	VB, VBN	10	recht
Wort	NN, NNS	9	Wort, Worte, Wörter
sehen	VB, VBN	9	sehen, sieht, gesehen
nu	UH	9	nu
Vetter	NN, JJ	9	Vetter
Kerl	NN	9	Kerl
etwan	NN	9	etwan
heeissen	VB, VBN	9	heißt, heißen
Lass	NN	9	Laß
Poeten	NN	9	Poeten
bald	RB, RP, WRB, IN	9	bald
bezahlen	VB, VBN	8	bezahlen, bezahlt
willst	RP, WRB	8	willst
Augenblick	NNP, NN	8	Augenblick
Zeit	NN	8	Zeit
wissen	VB, VBN	8	wissen
fort	RP, JJ	8	fort
Kinder	NN	8	Kinder
närrisch	JJ	8	närrische, närrisch
Kind	NN	8	Kind
Gut	NN	8	Gut
Oronte	NN, NNP	8	Oronte
sehn	NN	8	sehn
bitten	VB	7	bitten, bitte
soen	VBN, RB, VB	7	so
genug	RB, JJ, RP	7	genug
ehrlich	JJ	7	ehrlichen, ehrliches, ehrliche, ehrlicher
lange	RB, IN	7	lange
schicken	RP, VB	7	geschickt, schicken, schickt
Teufel	NN	7	Teufel
heuen	VB, VBN	7	heute
Namen	NN	7	Namen
Weib	NN	7	Weib
Freund	NN, NNS	7	Freund, Freunde
Geld	NN	7	Geld
vortrefflich	JJ	7	vortrefflich, vortrefflichen, vortreffliche
andre	NN, JJ	6	andre
Erbschaft	NN	6	Erbschaft
klein	JJ	6	kleine, kleinen, kleiner
best	JJ	6	besten, beste
sprechen	VB	6	spricht, sprechen, sprach
andern	JJ, DT	6	andern
weiss	VB, RB	6	weiß
Art	NN	6	Art
vielleicht	IN, RB	6	vielleicht
Hochzeit	NN	6	Hochzeit
Tat	NN	6	Tat
Sachen	NN	6	Sachen
unsre	PRP$	6	unsre
Sache	NN	6	Sache
gross	JJ	6	großer, großen, groß
übel	JJ	6	übel
24	CD	6	24
bekommen	RB, VB	6	bekommen
weit	JJ	6	weit
Korb	NN	6	Korb
34	CD	6	34
Narre	NN	6	Narre
Hause	NN, JJ	6	Hause
Glück	NN	6	Glück
sehe	PRP$	6	sehe
weg	RP, RB	6	weg
versprechen	VB	5	verspricht, versprechen
Seite	NN	5	Seite
gehn	NN	5	gehn
Sies	RB	5	Sies
Narren	NN, JJ	5	Narren
unglücklich	JJ	5	unglücklich, unglückliche
Taler	NN	5	Taler
Hund	NN, NNP	5	Hund
Vermögen	NN	5	Vermögen
Ihrem	NN	5	Ihrem
ansehen	VB	5	ansieht, ansehen
dergleichen	PRP	5	dergleichen
richtig	JJ	5	richtig
Jahren	NN	5	Jahren
kaufen	VB, VBN	5	kauft, kaufte, kaufe, gekauft
Kopfe	NN	5	Kopfe
lachen	VB	5	lachst, lachen, lacht
recht	RB, NN, JJ	5	recht, rechter
Jungfern	NN	5	Jungfern
