Title: Die alte Jungfer
Number of all lemmas: 3369
Nummber of different lemmas: 1301

Lemma	POS	Frequency	Tokens
Vertrauen	NN	4	Vertrauen
et	FM	4	et
Ehre	NN	4	Ehre
jung	ADJD, ADJA	4	jung, jünger, jungen
Stadt	NN	4	Stadt
schade	ADJD	3	Schade
recht|rechts	ADJA	3	rechte, rechten
nachlaufen	VVINF	3	nachlaufen
Krafttörtchen	NN	3	Krafttörtchen
weißen	VVFIN	3	Weißt, weißt
gottlos	ADJA, ADJD	3	gottloses, gottlos, gottlose
Freier	NN	3	Freier, Freiers
Recht|Rechte	NN	3	Rechte, Rechten
aufs	APPRART	3	Aufs, aufs
Tod	NN	3	Tode, Todes, Tod
erklären	VVPP	3	erklärt
befehlen	VVFIN, VVPP, VVINF	3	befehlen, befohlen
mirs	ADJD	3	mirs
gestern	ADV	3	gestern, Gestern
Haar	NN	3	Haare, Haar
hinderlich	ADJD	3	hinderlich
anstehen	VVFIN	3	ansteht, anstehe
sterben	VVFIN, VVINF	3	stirbt, sterben
hundert	CARD	3	hundert
erzählen	VVINF, VVFIN	3	erzählen, Erzähle, erzähle
danken	VVINF, VVFIN	3	danken, Danken
erstemal	ADV	3	erstemal
entsprießen	VVPP	3	entsprossen
verlangen	VVFIN	3	verlangen
Frage	NN	3	Fragen, Frage
25	CARD	3	25
uralt	ADJA	3	uralten
halt	ADV	3	halt, Halt
Höh	NN	3	Höh
Rat	NN	3	Rat
Gassenlied	NN	3	Gassenlied
Kompliment	NN	3	Kompliment
nimmermehr	ADV	3	nimmermehr
heraus	ADV, PTKVZ	3	heraus
irren	VVFIN, VVPP	3	irrst, irren, geirrt
wirds	VVFIN, ADJD	3	wirds
behalten	VVFIN, VVINF	3	behalte, behalten, Behalten
Münze	NN	3	Münzen
laufen	VVFIN	3	laufen, läuft
wenigstens	ADV	3	Wenigstens, wenigstens
schlecht	ADJD	3	schlecht
Straße	NN	3	Straße
Dukaten	NN	3	Dukaten
Vergnügen	NN	3	Vergnügen
Runzel|Runzeln	NN	3	Runzeln
stellen	VVFIN	3	Stelle, stelle
Hundsfott	NN	3	Hundsfott
antworten	VVINF, VVFIN	3	antworten, Antworte
vorhin	ADV	3	vorhin
Einfall	NN	3	Einfall
helfen	VVFIN, VVINF	3	hilft, helfen
adlichen	ADJA	3	adlichen
übrig	ADJA, ADJD	3	übriges, übrige, übrig
Weg	NN	3	Weg, Wege
Spritzkuchen	NN	3	Spritzkuchen
Streich	NN	3	Streich, Streiche
arg	ADJD	3	arg
schreiben	VVPP, VVFIN	3	geschrieben, schreibst
fremd	ADJA	3	fremden
etliche	PIAT	3	etliche
suchen	VVFIN, VVINF	3	suchen, suche
stehn	ADJD, VVPP, NN	3	stehn
Pas	NN	3	Pas
Rechnung	NN	3	Rechnung
46.	ADJA	3	46.
herum	APZR, PTKVZ	3	herum
wenig	ADV	3	wenig
Zweifel	NN	3	Zweifel
pap	NE	3	pap
Zimmer	NN	3	Zimmer
Hals	NN	3	Hals, Halse
legen	VVFIN, VVPP	3	legen, gelegt, lege
ankommen	VVINF, VVPP	3	ankommen, angekommen
44	CARD	3	44
Hochwohlgeborne	ADJA	3	Hochwohlgeborne
finden	VVINF, VVFIN, VVPP	3	finden, finde, gefunden
gering	ADJA	3	geringste, geringe
Gelegenheit	NN	3	Gelegenheiten, Gelegenheit
stoßen	VVFIN, VVINF, VVPP	3	stößt, stoßen, gestoßen
Ohr	NN	3	Ohre, Ohren
kosten	VVINF	3	kosten
Zuckerbretzeln	NN	3	Zuckerbretzeln
Treppe	NN	3	Treppen, Treppe
darzu	VVIZU, ADV	3	darzu
hintertreiben	VVINF	3	hintertreiben
Rock	NN	3	Rock
euer	PPOSAT	3	eure, eurer, Eure
Himmel	NN	3	Himmel
beisammen	ADV, PTKVZ	3	beisammen
48	CARD	3	48
Nacht	NN	3	Nächte, Nacht
unbesonnen	ADJA, ADJD	3	unbesonnene, unbesonnen
weder	KON	3	weder
Meister	NN	3	Meister
47.	ADJA	3	47.
holen	VVINF, VVFIN	3	holen, holte
Clitander	NE	3	Clitander
sicher	ADJA, ADJD	2	sichern, sicherer
Nase	NN	2	Nase
Nachdenken	NN	2	Nachdenken
Ehe	NN	2	Ehe
alleweile	ADV	2	alleweile
gesteh	NE	2	gesteh
nachsagen	VVIZU	2	nachzusagen
Wein	NN	2	Wein
Familie	NN	2	Familien, Familie
voraus	PTKVZ, ADV	2	voraus
verflucht	ADJA	2	verfluchte
wählen	VVFIN	2	Wählen
zeihen|ziehen	VVFIN	2	zieht
schwerlich	ADJD	2	schwerlich
antragen	VVINF	2	antragen
Verhaft	NN	2	Verhaft
Übel	NN	2	Übels, Übel
laut	ADJD, ADJA	2	lauter, lautem
Galgenschwengel	NN	2	Galgenschwengel
Posse	NN	2	Possen
deutsch	ADJD, ADJA	2	deutsch, deutschen
Beschreibung	NN	2	Beschreibung
toll	ADJD, ADJA	2	toll, tollen
leid	ADJD	2	leid
verzweifelt	ADJA	2	verzweifelten, verzweifelte
unvergleichlich	ADJA	2	Unvergleichlicher, unvergleichlicher
treffen	VVFIN	2	treffe, treffen
unterschieden	ADJA	2	unterschiedene
Gnade	NN	2	Gnaden
beantworten	VVINF	2	beantworten
Corinna	NE	2	Corinna
anmutig	ADJD	2	anmutig
alsdann	ADJD	2	alsdann
hintenraus	VVFIN	2	hintenraus
Grab	NN	2	Grabe, Grab
dreißig	CARD	2	dreißig
verstehens	VVFIN	2	verstehens
Schatz	NN	2	Schatzes, Schatz
geschehen	VVINF, VVFIN	2	geschehen, geschieht
Quodlibet	NN	2	Quodlibet
Jugend	NN	2	Jugend
verlieren	VVFIN, VVPP	2	verlöre, verloren
Habseligkeit	NN	2	Habseligkeit
Bezahlung	NN	2	Bezahlung
Bart	NN	2	Bart
fein	ADJA, ADJD	2	feinen, fein
Ehestands	NN	2	Ehestands
widersprechen	VVINF	2	widersprechen
erdroßle	VVFIN	2	erdroßle
Verstand	NN	2	Verstand
tief	ADJD	2	tief, tiefer
fünfzig	CARD	2	fünfzig
ausdrücken	VVINF	2	ausdrücken
abhelfen	VVIZU, VVINF	2	abzuhelfen, abhelfen
anzusehn	VVIZU	2	anzusehn
Gesellschaft	NN	2	Gesellschaft
ärgern	VVINF	2	ärgern
rechtschaffen	ADJA	2	rechtschaffene
dreifach	ADJA	2	dreifachen
Stärke	NN	2	Stärke
Stelzfuß	NN	2	Stelzfuß
bins	VVFIN	2	bins
Leib	NN	2	Leib
wollens	VVFIN	2	wollens
26	CARD	2	26
anwenden	VVFIN, VVPP	2	anwende, angewandt
Stunde	NN	2	Stunde
Hypothesin	NN	2	Hypothesin
Cabinet	ADJA	2	Cabinet
dienen	VVINF, VVPP	2	dienen, gedient
Torheit	NN	2	Torheit
plötzlich	ADJD	2	plötzlich
halb	ADJA	2	halbe, halben
versichre	VVFIN	2	versichre
ei	FM, NE	2	Ei
fahren|führen	VVFIN	2	führe
Vers	NN	2	Vers
dirs	NN	2	dirs
List	NN	2	List
Schicksal	NN	2	Schicksal
kriegen	VVINF, VVFIN	2	kriegen
beißen	VVINF, VVFIN	2	beißen, beißt
versöhnen	VVPP, VVINF	2	versöhnt, versöhnen
Rede|Reden	NN	2	Reden
Thesin	NN	2	Thesin
wagen	VVINF	2	wagen
Dienerin	NN	2	Dienerin
ehe	KOUS	2	ehe
nennen	VVINF, VVFIN	2	nennen, nenne
jen	PDAT, PDS	2	jenem, jener
Mittel	NN	2	Mittel
Gang	NN	2	Gange, Gang
abgeschmackt	ADJD	2	abgeschmackt
packen	VVIMP, VVINF	2	Pack, packen
werter	ADJA	2	werter
beständig	ADJD, ADJA	2	beständig, beständige
umgehen	VVIZU, VVFIN	2	umzugehen, umgeht
Bein	NN	2	Bein
ists	VVFIN	2	ists
Gebackens	NN	2	Gebackens
oft	ADV	2	oft
jemand	PIS	2	jemanden, jemand
höflich	ADJD	2	höflicher, höflich
Gedult	NN	2	Gedult
lernen	VVINF, VVFIN	2	lernen, Lernen
Freiheit	NN	2	Freiheit
erstlich	ADJD	2	erstlich
ohngefähr	ADJD	2	ohngefähr
Freude	NN	2	Freuden
willigen	VVINF, VVFIN	2	willigen, willige
christlich	ADJD, ADJA	2	christlich, christlichen
12	CARD	2	12
zeigen	VVINF	2	zeigen
schwer	ADJD	2	schwer
dachts	VVFIN	2	dachts
stets	ADV	2	stets
Sorge	NN	2	Sorge
Inhalt	NN	2	Inhalte
arm	ADJA	2	armes, arme
bekannt	ADJD	2	bekannt
reizend	ADJA	2	reizende
Rede	NN	2	Rede
Billard	NN	2	Billard
verdenken	VVINF	2	verdenken
überlegen	VVINF, VVPP	2	überlegen, überlegt
Behüts	NN	2	Behüts
Abscheu	NN	2	Abscheu
gedulden	VVFIN	2	Gedulden, Gedulde
gescheit	ADJA	2	gescheiten, gescheite
Irrtum	NN	2	Irrtum
unschuldig	ADJA	2	unschuldiges
Überlegung	NN	2	Überlegung
fest	ADJD, ADJA	2	fest, feste
Tanzen	NN	2	Tanzen
missbrauchen	VVINF	2	mißbrauchen
Gebackensherumträger	NN	2	Gebackensherumträger
sauer	ADJD, ADJA	2	sauer, sauren
vernünftig	ADJA	2	vernünftigen
Beistand	NN	2	Beistand
unvernünftig	ADJA	2	unvernünftiger, unvernünftiges
manche	PIAT	2	manchem, manchen
verfluchter	ADJA	2	Verfluchter
alleine	ADV	2	alleine
Weise	NN	2	Weisen, Weise
fallen|gefallen	VVPP	2	gefallen
Gemahlin	NN	2	Gemahlin
künftig	ADJD, ADJA	2	künftig, künftigen
lehren	VVINF	2	lehren
tanzen	VVINF	2	tanzen
Schimpf	NN	2	Schimpf
Schmause	NN	2	Schmause
Dienst	NN	2	Diensten, Dienst
träumen	VVINF	2	träumen
gewinnen	VVFIN, VVPP	2	gewinnt, gewonnen
Auge	NN	2	Augen
Ort|Orten	NN	2	Orten
Spiegel	NN	2	Spiegel
Ausdrückungen	NN	2	Ausdrückungen
Mägdgen	NN	2	Mägdgen
begegnen	VVFIN	2	begegnete, Begegnet
Gabe	NN	2	Gabe
weiß	ADJD	2	weiß
verstehn	ADJD, VVFIN	2	verstehn
54	CARD	2	54
Spötterei	NN	2	Spötterei
50	CARD	2	50
lesen	VVFIN, VVPP	2	liest, gelesen
wider	APPR	2	wider
schalkhaftem	ADJA	2	schalkhaftem
Ho	NE	2	Ho
hundertmal	ADV	2	hundertmal
acht	CARD, ADJA	2	acht
entgegen	PTKVZ	2	entgegen
feurig	ADJA	2	feurigen, feurige
fahren	VVFIN, VVPP	2	fahren, gefahren
funfzig	NN, CARD	2	funfzig
Maul	NN	2	Maul, Maule
sichs	NE	2	sichs
freilich	ADV	2	freilich
schaffen	VVFIN, VVINF	2	schafft, schaffen
abfinden	VVINF	2	abfinden
besondern	VVFIN	2	besondre
Feind	NN	2	Feinden, Feindes
fassen	VVFIN	2	faßte, fassen
Punkt	NN	2	Punkte
Rtlr	NN	2	Rtlr
besorgen	VVFIN	2	besorge
Fenster	NN	2	Fenster, Fenstern
Stück	NN	2	Stück
treten	VVFIN	2	treten
zanken	VVINF	2	zanken
Freundin	NN	2	Freundin, Freundinnen
vorsagen	VVFIN	2	vorsagt, vorsagte
Pfennig	NN	2	Pfennig
gehören	VVFIN	2	gehört, gehöre
Exempel	NN	2	Exempel
unser	PPOSAT	2	unserer, unsrer
allein	ADV	2	allein
notwendig	ADJD	2	notwendig
Cabinettüre	NN	1	Cabinettüre
darinne	NN	1	darinne
abgesetzt	ADJA	1	abgesetzte
zerplatzen	VVINF	1	zerplatzen
ziehn	VVFIN	1	ziehn
leichtsinniger	ADJA	1	leichtsinniger
mild	ADJA	1	milde
Traum	NN	1	Traum
Ostern	NN	1	Ostern
Stückgen	NN	1	Stückgen
hingehen	VVINF	1	hingehen
anakreontische	ADJA	1	anakreontische
wahrlich	ADV	1	Wahrlich
auslesen	VVPP	1	ausgelesen
einfließen	VVINF	1	einfließen
Kleid	NN	1	Kleider
deswegen	PAV	1	deswegen
drauf	PAV	1	drauf
Hochzeitabend	NN	1	Hochzeitabend
zuhören	VVIZU	1	zuzuhören
Leben	NN	1	Leben
draus	PAV	1	draus
Platz	NN	1	Platz
hierinnen	NN	1	hierinnen
Wesentliche	NN	1	Wesentliche
jemals	ADV	1	jemals
gewaltig	ADJD	1	gewaltig
vertraut	ADJD	1	vertraut
pflegen	VVFIN	1	pflegt
Schmaus	NN	1	Schmaus
Verbindung	NN	1	Verbindung
lächerlich	ADJD	1	lächerlich
Verzeihen	NN	1	Verzeihen
Wahl	NN	1	Wahl
selber	ADV	1	selber
außer	APPR	1	außer
anstehet	VVFIN	1	anstehet
abfertigen	VVINF	1	abfertigen
viertens	ADV	1	Viertens
Wörtchen	NN	1	Wörtchen
desperat	ADJD	1	desperat
Stoßen	NN	1	Stoßen
Rücken	NN	1	Rücken
Narrenspossen	NN	1	Narrenspossen
Widersprechen	NN	1	Widersprechen
fehlen	VVFIN	1	fehlt
Feinheit	NN	1	Feinheit
Vorstellen	NN	1	Vorstellen
aufbringen	VVINF	1	aufbringen
Hexe	NN	1	Hexe
benennen	VVINF	1	benennen
bescheiden	ADJD	1	bescheidener
Arrest	NN	1	Arrest
Figur	NN	1	Figur
eigensinnig	ADJD	1	eigensinnig
herzlich	ADJD	1	herzlich
eindringen	VVINF	1	eindringen
Theater	NN	1	Theater
Appetit	NN	1	Appetit
gestehen	VVINF	1	gestehen
Bruder	NN	1	Bruder
Gute	NN	1	Gutes
unterstehen	VVINF	1	unterstehen
Unrecht	NN	1	Unrecht
Liebhaber	NN	1	Liebhaber
Ehestand	NN	1	Ehestand
Franzose	NN	1	Franzosen
Ort	NN	1	Orte
Kräusel	NN	1	Kräusel
zuziehen	VVFIN	1	zuzieht
verschwendrischen	ADJA	1	verschwendrischen
Benennung	NN	1	Benennung
Schuldhausen	NN	1	Schuldhausen
Dingergen	NN	1	Dingergen
Wasser	NN	1	Wasser
annehmen	VVINF	1	annehmen
unbekümmert	ADJD	1	unbekümmert
Überfluss	NN	1	Überflusse
vorig	ADJA	1	vorige
Türe	NN	1	Türe
fliehen	VVFIN	1	floh
Schlingel	NN	1	Schlingel
michs	NE	1	michs
Herz	NN	1	Herzen
ergeben	ADJA	1	Ergebene
Worinne	NN	1	Worinne
bange	ADJD	1	bange
Verlangen	NN	1	Verlangen
30	CARD	1	30
besitzen	VVFIN	1	besitze
Hochzeitcarmen	NN	1	Hochzeitcarmen
mythologisch	ADJA	1	mythologischem
schalkhaft	ADJD	1	schalkhaft
hurtig	ADJA	1	hurtiger
Erzürne	VVFIN	1	Erzürne
übertreffen	VVPP	1	übertroffen
stören	VVINF	1	stören
vorstellen	VVPP	1	vorgestellt
übern	APPRART	1	übern
Sapienti	NN	1	Sapienti
Anspruch	NN	1	Anspruch
voll	ADJD	1	voll
Mühe	NN	1	Mühe
verlieben	VVPP	1	verliebt
Anstalt	NN	1	Anstalt
fernern	ADJA	1	fernern
Finger	NN	1	Finger
Tatze	NN	1	Tatzen
quaerunt	VVFIN	1	quaerunt
schaden	VVFIN	1	schadet
wertesten	ADJA	1	wertesten
hartnäckig	ADJD	1	hartnäckig
niederträchtig	ADJA	1	niederträchtige
Hut	NN	1	Hut
nütze	ADV	1	nütze
darum	PAV	1	darum
Madame	NN	1	Madame
wertester	ADJA	1	wertester
Feld	NN	1	Felde
Offizier	NN	1	Offizier
Land	NN	1	Länder
worüber	PWAV	1	worüber
widersetzen	VVINF	1	widersetzen
Universalerbe	NN	1	Universalerbe
hingehn	ADJD	1	hingehn
Hörest	VVFIN	1	Hörest
verschonen	VVPP	1	verschont
Angriff	NN	1	Angriff
bedauren	NN	1	bedauren
Gut	NN	1	Gut
Adel	NN	1	Adel
lachend	ADJA	1	lachende
Annehmlichkeit	NN	1	Annehmlichkeiten
Erbe|Erben	NN	1	Erben
Madam	NN	1	Madam
munter	ADJA	1	muntern
begreifen	VVFIN	1	begreife
Lied	NN	1	Lieder
Text	NN	1	Text
anderswo	ADV	1	anderswo
erschlagen	VVFIN	1	erschlage
trotz	APPR	1	trotz
bekümmern	VVFIN	1	bekümmern
unmöglich	ADJD	1	Unmöglich
laß	ADJD	1	Laß
Männersucht	NN	1	Männersucht
vergraben	VVPP	1	vergraben
Sachse	NN	1	Sachsen
Leutchen	NN	1	Leutchen
tummeln	VVINF	1	tummeln
beitragen	VVPP	1	beigetragen
belieben	VVINF	1	belieben
lammen	ADJD	1	lammen
Zahn	NN	1	Zähne
vergessen	VVPP	1	vergessen
Sara	NE	1	Sara
Krame	NN	1	Krame
zumal	KOUS	1	Zumal
Erwägung	NN	1	Erwägung
zielen	VVFIN	1	ziele
Korbe	NN	1	Korbe
widerrufst	VVFIN	1	widerrufst
fortpflanzen	VVINF	1	fortpflanzen
gekrönt	ADJA	1	gekrönten
spitzbübisch	ADJD	1	spitzbübisch
hoffen	VVFIN	1	hoffe
merken	VVFIN	1	merkt
ehrliebender	ADJA	1	ehrliebender
rasend	ADJD	1	rasend
Meisterstück	NN	1	Meisterstück
Zuckerlecken	NN	1	Zuckerlecken
willens	ADJD	1	willens
einig	ADJD	1	einig
verfertiget	VVFIN	1	verfertiget
grob	ADJA	1	grobes
Bettler	NN	1	Bettler
Schuh	NN	1	Schuh
Tanz	NN	1	Tänze
überheben	VVFIN	1	überheben
Laus	NN	1	Laus
wegkommen	VVFIN	1	wegkomme
vorenthalten	VVPP	1	vorenthalten
dreimal	ADV	1	dreimal
Vorschlag	NN	1	Vorschläge
nötigen	VVFIN	1	nötigen
Unwissenheit	NN	1	Unwissenheit
Probe	NN	1	Probe
Poesie	NN	1	Poesie
Übergang	NN	1	Übergänge
Menge	NN	1	Menge
abgedankt	ADJA	1	abgedankten
Monat	NN	1	Monaten
ausgäbst	VVFIN	1	ausgäbst
Täubchen	NN	1	Täubchen
Nachbarschaft	NN	1	Nachbarschaft
Trost	NN	1	Trost
verzählen	VVPP	1	verzählt
Jawort	NN	1	Jawort
16	CARD	1	16
Gutheit	NN	1	Gutheit
Wille	NN	1	Wille
Alter	NN	1	Alter
ältern	VVINF	1	ältern
Antwort	NN	1	Antwort
Rekompenz	NN	1	Rekompenz
abgewinnen	VVPP	1	abgewonnen
gesund	ADJD	1	gesund
tragen	VVINF	1	tragen
Sinn	NN	1	Sinne
entkommen	VVINF	1	entkommen
17	CARD	1	17
eingeständig	ADJD	1	eingeständig
diejenigen	PDAT	1	diejenigen
Holländer	NN	1	Holländern
Grube	NN	1	Grube
neumodisch	ADJA	1	neumodische
bunt	ADJD	1	bunt
Flegel	NN	1	Flegel
Motion	NN	1	Motion
Geschmacke	NN	1	Geschmacke
antreffen	VVINF	1	antreffen
not	PTKVZ	1	not
irre	PTKVZ	1	irre
erzeugen	VVFIN	1	erzeugt
Woche	NN	1	Woche
geschehn	VVFIN	1	geschehn
Titel	NN	1	Titel
rechtschaffner	ADJA	1	rechtschaffner
erwerben	VVPP	1	erworben
Tändelei	NN	1	Tändelei
verliebt	ADJA	1	verliebte
Neidische	NN	1	Neidische
