Title: Damon, oder die wahre Freundschaft
Number of all lemmas: 2548
Nummber of different lemmas: 945

Lemma	POS	Frequency	Tokens
verstehen	VVINF, VVFIN, VVIMP	87	verstehen, verstehe, verstehst, versteht, Versteh, versteh
Freund	NN, NE	52	Freunde, Freundes, Freund, Freunden
Leander	NE	47	Leander
Damon	NE	42	Damon
wohl	ADV	38	wohl, Wohl
wissen	VVFIN	29	weiß, wußten, wüßte, wissen, Wissen, Wisset
Freundschaft	NN	27	Freundschaft
sagen	VVINF, VVFIN, VVPP, VVIMP	27	sagen, sage, sagten, sagt, gesagt, sag
Herr	NN	25	Herren, Herr, Herrn
gut	ADJD, ADJA	23	gut, besser, besten, guter, guten, beste, gute
Frau	NN	20	Frau
Vetter	NE, NN	19	Vetter
lieb	ADJD, ADJA	19	lieber, Lieben, liebsten, liebster, Liebster, liebe
Liebe	NN	18	Liebe
Himmel	NN	17	Himmel, Himmels
gewiss	ADJD, ADJA	16	gewiß, gewissen
glücklich	ADJA, ADJD	16	glücklichste, glücklichsten, glücklich
ach	ITJ	16	Ach, ach
verlieren	VVPP, VVFIN, VVINF	15	verloren, verliert, verlieren, verlöre, verlören, verliere
Unglück	NN	15	Unglück, Unglücke
sehen	VVFIN, VVINF, VVPP	15	sehe, sehen, gesehen, sähe, sieht
Vermögen	NN	14	Vermögen, Vermögens
ha	NE	14	ha
reden	VVFIN, VVINF	13	redete, Reden, redet, reden
Schiff	NN	13	Schiff, Schiffe
Ehre	NN	13	Ehre
hören	VVINF, VVFIN	12	hören, höre, Hören, höret, Höre
Herz	NN	12	Herz, Herzen, Herzens
glauben	VVFIN, VVINF, VVPP	12	glauben, glaube, Glauben, geglaubt
erst	ADV, ADJA	12	erst, erste, ersten
denken	VVFIN, VVINF	11	dächte, denkt, denken, Denkt
setzen	VVPP, VVINF, VVFIN	11	gesetzt, setzen, Setzen, Gesetzt, setzten
wahr	ADJD, ADJA	11	wahr, wahre
Gott	NN	11	Gott
lieben	VVINF, VVFIN, VVPP	11	lieben, geliebt, liebe, liebt, liebte
Lisette	NE	11	Lisette
Recht	NN	10	Recht, Rechts
eben	ADV	10	eben
genug	ADV	10	genug
bald	ADV	10	bald, Bald
vielleicht	ADV	10	vielleicht, Vielleicht
erklären	VVINF, VVFIN	9	erklären, erklärten, erklärt, erklärte, Erklären
er|es	PPER	9	Ihm
itzo	ADJA, VVFIN, ADJD	9	itzo
bekommen	VVINF, VVFIN, VVPP	9	bekommen
verzeihen	VVFIN, VVINF, VVPP	9	verzeihen, verziehen, verzeiht
kömmt	VVFIN, ADJA	9	kömmt
zweifeln	VVFIN, VVINF	9	zweifle, Zweifelt, Zweifeln, zweifeln
unser	PPOSAT	9	unser, unsrer, unsere, unsers, Unsere, unserm, unserer
niederträchtig	ADJA, ADJD	8	niederträchtige, niederträchtig, niederträchtigen, niederträchtiger, Niederträchtig
wenige	PIS, PIAT	8	wenig
alsdenn	NE, NN	8	alsdenn
groß	ADJA, ADJD	8	größte, größten, groß, große, größtes
Leandern	NE	8	Leandern
aufrichtig	ADJD, ADJA	8	aufrichtig, aufrichtigen, aufrichtige, aufrichtiger, Aufrichtig
zärtlich	ADJD, ADJA	8	zärtlicher, zärtlichen, zärtlichste, zärtlichsten, zärtlich
suchen	VVFIN, VVINF	8	suchte, suchen, sucht, suchten
gar	ADV	8	gar
Zeit	NN	8	Zeit
unglücklich	ADJD, ADJA	8	unglücklich, unglücklichste
zwei	CARD	8	zwei, Zwei
Nachricht	NN	8	Nachricht
gern	ADV	7	gern
edel	ADJA, ADJD	7	edlere, edler, edle, edel
niemand	PIS	7	niemand, Niemand, niemanden
Neigung	NN	7	Neigung, Neigungen
Witwe	NN	7	Witwe
Vergnügen	NN	7	Vergnügen
nehmen	VVFIN, VVINF	7	nahm, nehmen, Nehmen, nähmen
finden	VVFIN, VVINF, VVPP	7	Findet, finden, finde, gefunden
verlassen	VVFIN, VVPP	7	Verlassen, verlasse, verlassen
Ha	NE	7	Ha
Geld	NN	7	Gelder, Geldern, Geld, Geldes
fein	ADJD	7	Fein, fein
euer	PPOSAT	7	Eurer, Eure, Euer
empfindlich	ADJD	6	empfindlicher, empfindlich
Leben	NN	6	Leben, Lebens
Pflicht	NN	6	Pflichten, Pflicht
Absicht	NN	6	Absichten
Madam	NN	6	Madam
großmütig	ADJD, ADJA	6	großmütig, großmütigen
bitten	VVINF, VVFIN	6	bitten, bittet, bitte
Gedanke	NN	6	Gedanken
Handel	NN	6	Handel
klein	ADJA, ADJD	6	kleiner, klein, kleines, kleine
anfangen	VVINF, VVIZU, VVFIN	6	anfangen, anzufangen, anfängt
diese	PDS	6	dieses, dieser, diese
beleidigen	VVINF, VVFIN, VVPP	6	beleidigen, beleidigten, beleidigt
Reichtum	NN	6	Reichtum, Reichtümer
Art	NN	6	Art
Hand	NN	6	Händen, Hand
helfen	VVFIN, VVINF, VVPP	6	hilft, helfen, geholfen
selber	ADV	5	selber
besitzen	VVFIN, VVPP	5	besäße, besitze, besitzen, besessen
Rede|Reden	NN	5	Reden
heiraten	VVINF	5	heiraten
warten	VVFIN, VVINF	5	warten, warteten
Wort	NN	5	Wort
vollkommen	ADJD, ADJA	5	vollkommen, Vollkommen, vollkommene
Ursache	NN	5	Ursache
Glück	NN	5	Glück
sonst	ADV	5	sonst
verdrießlich	ADJD, ADJA	5	verdrießlich, Verdrießliche
beleidiget	VVFIN	5	beleidiget
recht	ADJD	5	recht
kennen	VVFIN, VVINF	5	kenne, kennen
Nebenbuhler	NN	5	Nebenbuhler, Nebenbuhlern
besorgen	VVFIN	5	besorge, besorgte, besorgten
Welt	NN	5	Welt
leicht	ADJD	5	leicht, leichter
jung	ADJA	5	jungen, junge
versuchen	VVINF, VVFIN	4	versuchen, versuchten, Versuchen
Seele	NN	4	Seelen, Seele
Freier	NN	4	Freier
aufs	APPRART	4	aufs
Person	NN	4	Person
Gut	NN	4	Güter, Gut
mirs	ADJD	4	mirs
liebenswürdig	ADJA, ADJD	4	liebenswürdigen, liebenswürdigsten, liebenswürdige, liebenswürdig
Leanders	NE	4	Leanders
zeigen	VVFIN, VVINF	4	zeigen
danken	VVINF	4	danken
schimpfen	VVINF, VVPP, VVFIN	4	schimpfen, geschimpft, schimpfte, schimpft
sehnen	VVIMP	4	sehn
untergehen	VVPP	4	untergegangen
antworten	VVINF	4	antworten
angenehm	ADJA, ADJD	4	angenehme, angenehm
stehen	VVFIN	4	stünde, steht, stehet, stünden
Tonne	NN	4	Tonne, Tonnen
schwach	ADJD	4	schwach
Entschluss	NN	4	Entschluß, Entschlusses
heute	ADV	4	Heute, heute
andermal	ADV	4	andermal
Schande	NN	4	Schande
nie	ADV	4	nie
Gold	NN	4	Goldes
meinig	PPOSS	4	meinige, meinigen
Beleidigung	NN	4	Beleidigungen
empfinden	VVINF, VVFIN	4	empfinden, empfinde
hübsch	ADJD, ADJA	4	hübsch, hübsche, hübschen
schweigen	VVFIN, VVIMP, VVINF	4	schwiegen, schweig, schweigt, schweigen
einander	PRF	4	einander
Haus	NN	4	Haus, Hause, Häusern
süß	ADJA	4	süßen, süße
lang	ADJD	4	länger, lang
notwendig	ADJD	4	notwendig, Notwendig
dienen	VVINF, VVFIN, VVPP	3	dienen, dient, gedient
deswegen	PAV	3	deswegen
Erbe|Erben	NN	3	Erben
schade	ADJD	3	Schade, schade
übel	ADJD	3	übel
Tag	NN	3	Tagen, Tage
gestehen	VVINF, VVFIN	3	gestehen
Liebhaber	NN	3	Liebhaber
Verzeihung	NN	3	Verzeihung
bereden	VVINF	3	bereden
Hui	NE	3	Hui
St	NE	3	St
zuwider	PTKVZ, ADV	3	zuwider
befürchten	VVFIN	3	Befürchten, befürchte
Augenblick	NN	3	Augenblick
Probe	NN	3	Probe
kurz	ADJA, ADJD	3	kurzem, Kurz, kurzen
verlangen	VVFIN, VVPP	3	verlangen, verlangt
Frage	NN	3	Frage
böse	ADJA	3	bösen, böse
halb	ADJA, ADJD	3	halbe, halb
entreißen	VVINF	3	entreißen
entschließen	VVPP, VVINF	3	entschlossen, entschließen
Verstehn	VVFIN	3	Verstehn
unterscheiden	VVFIN, VVINF, VVPP	3	unterschieden, unterscheiden
vorkommen	VVINF	3	vorkommen
Scham	NN	3	Scham
behalten	VVINF	3	behalten
einerlei	PIAT, ADV	3	einerlei
endlich	ADV	3	endlich
raten	VVFIN, VVINF	3	rate, raten
schlagen	VVINF, VVFIN	3	schlagen, schlüge, schlage
jen	PDAT, PDS	3	jener, Jener, jenen
paar	PIS, PIAT	3	Paar
Aufführung	NN	3	Aufführung
umsonst	ADV	3	umsonst
Rede	NN	3	Rede
Umstand	NN	3	Umständen, Umstände
ichs	ADJD	3	ichs
dasjenige	PDS	3	dasjenige
ausüben	VVIZU	3	auszuüben
vorstellen	VVINF, VVPP, VVFIN	3	vorstellen, vorgestellt, vorstelle
