Title: Damon, oder die wahre Freundschaft
Number of all lemmas: 2727
Nummber of different lemmas: 1253

Lemma	POS	Frequency	Tokens
Lasst	NN	1	Laßt
Schwierigkeit	NN	1	Schwierigkeit
unserm	PRP$	1	unserm
taub	JJ	1	taub
halte	NN	1	halte
blieb	NN	1	blieb
Sage	NN	1	Sage
würdig	JJ	1	würdig
Rache	NN	1	Rache
selig	JJ	1	selig
gegründet	JJ	1	gegründeter
Glücksgüter	NN	1	Glücksgüter
Zuwurf	NN	1	Zuwurf
Unsre	NN	1	Unsre
neidisch	JJ	1	neidisch
widerführe	NN	1	widerführe
Unterschied	NN	1	Unterschied
Worinne	NN	1	Worinne
zwölf	CD	1	zwölf
beitragen	VB	1	beitragen
eigennützige	NNP	1	eigennützige
Schwärmereien	NN	1	Schwärmereien
Euer	NN	1	Euer
Gasthof	NN	1	Gasthof
zärtlichen	VBN	1	zärtlich
Bezeigen	NN	1	Bezeigen
Beinahe	NN	1	Beinahe
liebenswürdig	JJ	1	liebenswürdig
anbringen	RP	1	angebracht
Gunst	NN	1	Gunst
satt	JJ	1	satt
Notwendig	JJ	1	Notwendig
höre	VB	1	höre
verschwenderisch	JJ	1	verschwenderische
Womit	NN	1	Womit
Legen	NN	1	Legen
beruhen	VB	1	beruht
zugegriffen	NN	1	zugegriffen
getröste	NN	1	getröste
seltsam	JJ	1	seltsam
Fall	NN	1	Fall
unterdrückt	JJ	1	unterdrückt
verschwiegen	NN	1	verschwiegen
entdecken	VB	1	entdecken
Kummer	NNP	1	Kummer
Verlassenschaft	NN	1	Verlassenschaft
jemals	IN	1	jemals
verliebten	JJ	1	verliebten
zehnmal	IN	1	zehnmal
Taten	NN	1	Taten
schwärmst	NN	1	schwärmst
Gasthofe	NN	1	Gasthofe
genau	RB	1	genau
zärtlicher	NN	1	zärtlicher
unterstehen	NN	1	unterstehen
wählen	VB	1	wählen
verliebter	NN	1	verliebter
Vorwürfe	NN	1	Vorwürfe
versehen	VB	1	versehen
Gesellschaft	NN	1	Gesellschaft
gedient	NN	1	gedient
unzähligen	NN	1	unzähligen
Empfindlichkeit	NN	1	Empfindlichkeit
Wände	NN	1	Wände
beschliessen	VBN	1	beschlossen
nachlässiger	NNP	1	nachlässiger
kurz	JJ	1	kurzem
Seiner	PRP$	1	Seiner
Armen	NN	1	Armen
Aufrichtigkeit	NN	1	Aufrichtigkeit
ferner	IN	1	ferner
bestimmen	VB	1	bestimmen
gereuen	NN	1	gereuen
Erfüllung	NN	1	Erfüllung
ausfündig	JJ	1	ausfündig
horchen	VB	1	horchen
erwählen	NN	1	erwählen
ungestümes	NN	1	ungestümes
vernünftig	JJ	1	vernünftig
schallen	VB	1	schallen
Freierei	NN	1	Freierei
getreust	JJ	1	getreuste
gescheh	JJ	1	geschehen
Misstrauen	NN	1	Mißtrauen
unersetzlich	JJ	1	unersetzlichen
Jener	NNP	1	Jener
scheint	JJ	1	scheint
wundern	RP	1	gewundert
ohngeachtet	NN	1	ohngeachtet
Hase	NNS	1	Hasen
aufrichtiger	NN	1	aufrichtiger
tragen	VB	1	tragen
Verzeihungen	NN	1	Verzeihungen
närrisch	JJ	1	närrischen
tauschen	VB	1	tauschen
höret	VB	1	höret
aufrichtigen	NN	1	aufrichtigen
quält	NN	1	quält
flüchtig	JJ	1	flüchtig
ungetreuer	NN	1	ungetreuer
morgen	RB	1	morgen
Gelder	NN	1	Gelder
Begreifen	VB	1	Begriffe
traurige	NN	1	traurige
Nötiges	NN	1	Nötiges
Erschrecken	NN	1	Erschrecken
übereinstimmen	VB	1	übereinstimmen
Alles	NN	1	Alles
Könntet	NN	1	Könntet
Widern	VB	1	Wider
aufzuhelfen	NN	1	aufzuhelfen
tausend	CD	1	tausend
empfindlichern	VB	1	empfindlicher
Rechts	NN	1	Rechts
Seite	NN	1	Seite
verborgen	VBN	1	verborgen
verblendenden	NN	1	verblendenden
stolze	NN	1	stolze
erwählt	NN	1	erwählt
inständig	JJ	1	inständig
Unwürdigen	NN	1	Unwürdigen
nachteilige	NN	1	nachteilige
versuchten	NN	1	versuchten
tot	JJ	1	tot
drauf	RB	1	drauf
naseweis	JJ	1	naseweis
rasend	JJ	1	rasend
Erleichterung	NN	1	Erleichterung
kützeln	NN	1	kützeln
Findet	NN	1	Findet
genennet	NN	1	genennet
bekömmt	NN	1	bekömmt
zuschreiben	VB	1	zuschreiben
zugestehen	VB	1	zugestehen
erstaunet	NN	1	erstaunet
schämen	VB	1	schämen
Verräterei	NN	1	Verräterei
Galgenschwengeln	NNP	1	Galgenschwengeln
Mühle	NN	1	Mühle
werde	RB	1	werde
Erfahrung	NN	1	Erfahrung
Verzeihen	NN	1	Verzeihen
tadeln	VB	1	tadeln
liebenswürdigen	JJ	1	liebenswürdigen
frei	JJ	1	frei
meinern	VB	1	meiner
unerträglich	JJ	1	unerträglich
Niederträchtig	JJ	1	Niederträchtig
suchte	NN	1	suchte
Vielleichen	VBN	1	Vielleicht
Teil	NN	1	Teil
geliebt	NN	1	geliebt
begleiten	PRP$	1	begleiten
zukommen	PRP$	1	zukommen
lässen	VB	1	läßt
hinlänglich	JJ	1	hinlänglich
Licht	NN	1	Licht
ausschütten	VB	1	ausschütten
Haar	NN	1	Haar
hinderlich	JJ	1	hinderlich
Abschied	NN	1	Abschied
12000	CD	1	12000
Füssen	NNP	1	Füßen
irren	VB	1	irren
hassen	VB	1	hassen
gesunden	PRP$	1	gesunden
schlüge	NN	1	schlüge
auszuhalten	NN	1	auszuhalten
Geniessen	NN	1	Genießen
unnötig	JJ	1	unnötig
schlimm	JJ	1	schlimm
dahinter	RB	1	dahinter
Stark	NN	1	Stark
Narr	NN	1	Narr
Fehlers	NN	1	Fehlers
falle	NN	1	falle
wunderlich	JJ	1	wunderlich
erschrecken	VB	1	erschrecken
einzusehen	NN	1	einzusehen
Gleichgewichte	NN	1	Gleichgewichte
dahin	RB	1	dahin
vermögend	JJ	1	vermögend
Dienerin	NN	1	Dienerin
ankommen	VB	1	ankommen
anwendeten	NN	1	anwendeten
wodurch	WRB	1	wodurch
weisst	NN	1	weißt
Herzens	NN	1	Herzens
vielmalten	VBN	1	vielmal
bittet	VB	1	bittet
Feuer	NN	1	Feuer
schlecht	JJ	1	schlecht
beschimpfen	VB	1	beschimpfet
erzürnet	NN	1	erzürnet
abzuwaren	VB	1	abzuwarten
Kurz	NN	1	Kurz
Gegenliebe	NN	1	Gegenliebe
albern	JJ	1	albern
nahe	RP	1	nahe
Hause	NN	1	Hause
schamhaft	NN	1	schamhaft
vollkommen	JJ	1	vollkommene
Verflucht	NN	1	Verflucht
Gemüt	NN	1	Gemüt
Leute	NN	1	Leute
welchem	WP	1	welchem
Behüte	NN	1	Behüte
vorteilhaftesten	NN	1	vorteilhaftesten
Geschlechts	NN	1	Geschlechts
Gegengunst	NN	1	Gegengunst
umschreiben	VB	1	umschreiben
Liebeserklärungen	NN	1	Liebeserklärungen
zärtlichst	JJ	1	zärtlichste
erwägen	VB	1	erwägen
genennt	NN	1	genennt
niederträchtigen	NN	1	niederträchtigen
stärk	JJ	1	stärker
Erklärungen	NN	1	Erklärungen
ewig	JJ	1	ewig
kaltsinnig	RB	1	kaltsinnig
unüberwindlich	JJ	1	unüberwindlichen
verpflichten	VBN	1	verpflichtet
entzückende	NN	1	entzückende
durchaus	RB	1	durchaus
uneigennützigst	JJ	1	uneigennützigsten
Verschwiegenheit	NN	1	Verschwiegenheit
Tauschen	VB	1	Tauschen
Versuchen	NN	1	Versuchen
Kapitalten	VB	1	Kapitalen
Scherz	NN	1	Scherz
zaudern	NN	1	zaudern
hättest	WRB	1	hättest
ausschweifende	NN	1	ausschweifende
Umstand	NNS	1	Umstände
dumm	JJ	1	dumme
entschuldigen	VB	1	entschuldigen
Halt	NN	1	Halt
anderern	VB	1	anderer
Gunstbezeigungen	NN	1	Gunstbezeigungen
übrigen	VBN	1	übrig
vorhin	RB	1	vorhin
Streich	JJ	1	Streich
balden	VBN	1	bald
Glücklichste	NN	1	Glücklichste
solle	NN	1	solle
besonder	JJ	1	besonderes
beinahe	WRB	1	beinahe
Galimathias	NNP	1	Galimathias
Vollkommen	NN	1	Vollkommen
grösstes	NN	1	größtes
oft	IN	1	oft
Seit	IN	1	Seit
Schelmstück	NN	1	Schelmstück
Vorwande	NN	1	Vorwande
recht	VB	1	recht
hintergangen	NN	1	hintergangen
jemand	DT	1	jemand
darbien	VB	1	darbieten
menschlich	JJ	1	menschlichen
schätzte	NN	1	schätzte
Mitleiden	NN	1	Mitleiden
auchen	VBN	1	auch
beschämt	JJ	1	beschämt
kostbar	JJ	1	kostbare
Einfallen	NN	1	Einfallen
aushalten	NN	1	aushalten
Leibesbeschaffenheit	NN	1	Leibesbeschaffenheit
müd	JJ	1	müde
geleg	JJ	1	gelegen
ausholen	VB	1	ausholen
Dienste	NN	1	Dienste
Verbrechen	NN	1	Verbrechen
Soldatenmode	NN	1	Soldatenmode
lernen	VB	1	lernen
unserer	PRP$	1	unserer
einsehen	VB	1	einsehen
ausstehen	NN	1	ausstehen
stehen	VB	1	steht
Jahre	NN	1	Jahre
