word	emotion	arousel
Serbe	-0.45	3.157894737
Waffens	-2.35	4.238095238
Lawfft	0.764705882	2.047619048
Zorn'Gen	-1.4	4.210526316
Vornahmen	0.647058824	2.523809524
Willt	0.764705882	2.523809524
bekommend	1.029411765	2.105263158
Willi	1.7	3.25
Willh	0.764705882	2.523809524
Rumort	-0.9	2.684210526
Verzeugnissen	-0.6	3.380952381
Mper	1.8	2.666666667
Willn	1.7	3.25
Willa	1.7	3.25
Zorn'Ger	-1.4	4.210526316
Zorn'Ges	-1.4	4.210526316
Wille	1.7	3.25
Ἄλη	1.2	1.333333333
Lerlinge	-0.1	2.8125
Gethei-Lt	1.205882353	2.526315789
Bawme	1.5	1.5
Rubina	1.4	2.611111111
Geh'N	0.411764706	2.315789474
Generäle	-1.352941176	2.833333333
Vermiedten	-0.058823529	2.476190476
besorengt	-1.3	3.157894737
Rubins	1.4	2.611111111
Gfelt	-1.529411765	2.866666667
Paradoxeste	-0.4	2.888888889
gebildet	1.323529412	2.842105263
Generäls	-1.352941176	2.833333333
Wehlst	0.058823529	2.631578947
Brillant	2.2	3.166666667
Bewog	1.352941176	2.631578947
Mollige	-0.8	2.631578947
Krüke	-1.95	3.45
Verarmtet	-1.8	3.666666667
Cauberth	1.4	2.607142857
Tiegern	0.85	3.428571429
Mai	1.7	2.368421053
Fchlechter	-2.3	3.777777778
kömmben	1.117647059	2.631578947
Mechanics	0.3	2.294117647
Heuraten	1.382352941	3.789473684
klingen	-1.3	3.684210526
ghörend	0.058823529	2.210526316
aroma 's	1.4	2.157894737
Empfundensten	1.5	2.333333333
Weinss	1.8	2.333333333
Verletzet	-1.8	3.944444444
Weinst	-0.882352941	3.777777778
Halunck	-1.4	3.5
Mechanick	0.3	2.294117647
Maüer	-0.5	2.777777778
feilen	0.2	2.421052632
k ron	1.15	2.555555556
Rumortet	-0.9	2.684210526
Miers	-2.0	3.555555556
Zahltt	-0.558823529	2.35
Simple	0.4	2.3
Brgen	-1.529411765	3.464285714
Begleythen	1.235294118	2.761904762
Zahlte	-0.558823529	2.35
Sterilsten	-0.4	2.4
Rumorten	-0.9	2.684210526
Staäten	-0.529411765	2.894736842
Luset	2.1	3.666666667
Intress	1.617647059	3.19047619
Geküsset	2.617647059	3.178571429
Erhaltnem	0.852941176	2.052631579
Erhaltnen	0.852941176	2.052631579
Kreeg	-0.5	3.19047619
Ergibet	-0.529411765	2.45
Maj	1.7	2.368421053
Markanteren	0.8	3.105263158
Lootsen	0.65	2.238095238
Metsten	-1.1	1.578947368
Erhaltner	0.852941176	2.052631579
Entlassst	-1.617647059	3.333333333
Sjngen	1.575757576	3.526315789
sibend	0.205882353	2.210526316
Studiertest	1.382352941	2.766666667
Sadten	1.4	2.105263158
Maccabaeer	-1.1	2.947368421
Anstaenden	-0.9	2.473684211
Vbersehe	-0.823529412	1.842105263
Verbothener	-1.558823529	3.238095238
Auswürffe	-0.9	2.368421053
Vabel	1.45	2.052631579
Iffen	1.558823529	3.526315789
Kir-Che	0.05	2.333333333
Prinzessinenn	0.970588235	3.473684211
Lernetest	0.8	2.526315789
Wuntschete	1.529411765	3.263157895
Zuosagen	1.6	2.588235294
Nimmet	0.088235294	2.0
Genral	-1.352941176	2.833333333
Starcke	1.7	3.578947368
Chante	-0.5	2.611111111
Geberten	0.75	2.714285714
Starckh	1.7	3.578947368
Ublen	-1.823529412	3.611111111
leuchtend	1.8	2.5
Gefängnuss	-2.264705882	3.052631579
Fällst	-1.529411765	2.866666667
Starcks	1.7	3.578947368
Pfarherrs	0.4	2.4375
Modernern	0.0	2.789473684
Bischoffen	-0.823529412	2.052631579
Bürste	0.23	2.05
Sparet	-0.264705882	2.263157895
Speesen	0.25	2.684210526
Nahtel	-0.55	2.857142857
Caze	1.45	2.111111111
Ermittele	-0.294117647	2.5
Bedeut	1.029411765	2.631578947
Hanntt	1.205882353	1.777777778
Sparen	-0.264705882	2.263157895
Autark	0.6	3.0
Voltern	-2.8	4.444444444
Aufhörind	-0.558823529	2.142857143
Tauchtens	0.941176471	2.684210526
Gärten	1.8	1.611111111
versagt	-1.647058824	3.523809524
Bezahlts	-0.529411765	2.535714286
Verläufft	-0.529411765	3.047619048
Enstanden	1.176470588	2.105263158
Verwesete	-2.2	3.105263158
Weeten	0.6	3.052631579
Gelenken	0.05	2.315789474
Bezahltn	-0.529411765	2.535714286
Ruhigste	0.6	1.631578947
Zerseilen	0.18	2.18
Bezahlte	-0.529411765	2.535714286
Trieften	-0.911764706	2.315789474
Vornembste	0.9	2.263157895
Djamants	1.7	2.833333333
Gekauftt	0.823529412	3.157894737
Löhne	1.5	2.722222222
Verletzten	-1.8	3.944444444
Verletztet	-1.8	3.944444444
Nahmstu	0.088235294	2.0
Vornemsten	0.9	2.263157895
Nidt	1.8	2.055555556
Unbeqvemen	-1.6	3.111111111
Collegen	0.705882353	2.619047619
Geliferet	0.6	2.107142857
Schreibs	1.470588235	2.571428571
fewrichen	0.9	4.157894737
Thorheit	-1.3	3.111111111
Erzüge	0.941176471	2.571428571
Wagnisse	0.4	3.947368421
Pflickte	0.941176471	2.666666667
Verbundenes	1.205882353	2.526315789
Verbundener	1.205882353	2.526315789
erlittenesen	-1.941176471	3.733333333
Irrsinnes	-2.1	4.125
Verbundenen	1.205882353	2.526315789
Verbundenem	1.205882353	2.526315789
Fchlechtesten	-2.3	3.777777778
Verbothst	-1.558823529	3.238095238
Frühjähre	2.029411765	2.444444444
Komm'O	-0.35	1.941176471
Komm'N	1.117647059	2.631578947
Befügnis	0.7	2.761904762
Worteen	0.764705882	2.0
Legte	0.205882353	1.842105263
Schriit	0.911764706	2.315789474
Künstlere	1.794117647	2.888888889
Plauder-Thee	0.5	2.178571429
Kätzer	-1.45	3.777777778
Bleibste	0.823529412	1.789473684
Künst'Gen	1.823529412	2.444444444
Nachparn	-0.1	2.375
Stirmen	-0.1	4.1
Legts	0.205882353	1.842105263
Komm'T	1.117647059	2.631578947
segeln	1.4	1.833333333
Buotter	0.6	1.842105263
müss'nen	-1.382352941	2.80952381
Unbeqvemer	-1.6	3.111111111
Zerleget	-0.2	2.736842105
Übergiebts	-0.588235294	2.157894737
Flossen	0.911764706	2.047619048
Vertrettet	-0.088235294	2.105263158
Mohte	1.764705882	3.157894737
Vertretter	-0.735294118	2.095238095
Lauwene	0.6	3.157894737
Vertretten	-0.088235294	2.105263158
Flosset	0.911764706	2.047619048
Flosses	0.68	3.0
Erkenneten	1.235294118	2.80952381
Seik	2.2	3.722222222
Zerlegen	-0.2	2.736842105
weing	1.2	1.368421053
Maecher	1.1	2.95
Seil	0.18	2.18
Allerreichste	1.6	2.95
Pastern	-0.15	1.944444444
Dugge	-0.95	2.571428571
Verbiethet	-1.558823529	3.238095238
Ätik	0.9	3.238095238
Ergriffne	0.147058824	2.428571429
Ortnung	0.9	2.894736842
Geschüzzt	1.7	1.894736842
Zerflog	1.676470588	3.523809524
Citronin	0.8	2.789473684
Eigenthümbers	1.2	2.444444444
Motifen	0.25	2.555555556
Entfallene	-0.676470588	2.368421053
singen	1.575757576	3.526315789
Stüzzen	0.882352941	2.047619048
Binten	0.382352941	2.684210526
Marke	0.05	2.222222222
Fräuen	2.205882353	3.107142857
Nachbaarn	-0.1	2.375
Studiret	1.382352941	2.766666667
Schrye	-1.235294118	3.714285714
Markt	0.8	2.380952381
Errichtete	0.676470588	2.157894737
Sectae	-2.2	4.315789474
Δϱᾶμα	0.1	3.888888889
Vergeet	-1.382352941	3.142857143
eingestellt	0.352941176	2.238095238
Schwiegstu	-0.264705882	1.733333333
Taumelst	-1.0	2.947368421
Wucherte	-1.6	3.529411765
würckend	0.941176471	2.473684211
Syrupen	0.85	2.333333333
Reised	2.235294118	3.05
Landtschaften	2.0	2.842105263
Tollster	2.0	3.055555556
Reisen	2.235294118	3.05
Anstunden	-0.9	2.473684211
Aufbauten	1.0	2.421052632
Reiset	2.235294118	3.05
Geste	1.05	2.111111111
Leiget	0.823529412	2.238095238
Schwargen	0.0	3.35
Priedigte	-0.4	2.5
ideell	1.2	2.473684211
Allerschlechtest	-2.3	3.777777778
Erkanndte	1.235294118	2.80952381
Nechern	-0.6	3.523809524
Kentnüsse	1.147058824	2.222222222
Sähst	2.0	2.263157895
Censuren	-1.0	3.7
B'Richt	-1.323529412	3.142857143
Drank	-0.823529412	2.789473684
Gebeete	0.75	2.714285714
Riv	0.088235294	2.684210526
Chlage	-1.55	3.470588235
Verleyhest	-0.176470588	2.142857143
Sinnlichsten	1.8	3.222222222
Dölche	-1.3	4.052631579
Behtelt	-1.5	3.111111111
Rif	0.088235294	2.684210526
Gebeetz	0.75	2.714285714
Eyhmer	0.1	1.647058824
Erhobenes	0.088235294	2.095238095
Erhobener	0.088235294	2.095238095
Sennen	-0.8	3.315789474
Parlementern	-0.558823529	2.789473684
zahlen	-0.558823529	2.35
Verlohrest	-1.558823529	3.0
Heren	-0.294117647	2.555555556
Versähn	0.2	2.125
Arbaytt	0.05	2.833333333
Erhobenen	0.088235294	2.095238095
Erhobenem	0.088235294	2.095238095
Carakter	1.264705882	3.421052632
Geheul	-1.6	3.7
Hered	0.91	2.64
Wittme	1.147058824	2.105263158
Sturbet	-1.823529412	4.055555556
Thaller	1.05	2.0
Nimmb	0.088235294	2.0
Rjchtet	-0.852941176	2.761904762
Fähigkeitten	1.617647059	3.0
Bengels	-0.15	3.263157895
Verscheeren	0.0	2.5
Lernbarste	1.3	2.0
Tassi	0.73	1.82
Nimms	0.088235294	2.0
Bengeln	-0.15	3.263157895
Geadelt	0.4	2.4
Tassa	0.73	1.82
Schlüchten	-1.911764706	3.944444444
Tasse	0.73	1.82
Ergentze	0.764705882	2.2
Ausflug	1.5	2.6875
Steyler	-0.7	3.368421053
Kompan	1.15	2.1
Raichete	0.617647059	1.789473684
Empfunde	1.5	2.333333333
Gar-Aus	-1.75	3.333333333
Nakti	0.8	3.842105263
Törkeln	-0.6	3.0
Verwirrnisse	-1.6	3.444444444
Dreybt	-0.088235294	2.785714286
betrengt	-0.382352941	1.894736842
Seiffe	0.7	1.473684211
Aufzuforden	-0.117647059	3.0
Aussgebest	-0.323529412	2.5
Würffet	-0.205882353	1.904761905
Berürete	1.794117647	2.892857143
Helds	2.1	3.5
elendem	-2.1	4.1
Heldt	2.1	3.5
Heldn	2.1	3.5
Orken	-1.0	4.2
Ferdacht	-0.7	3.476190476
Würffel	0.45	2.82
Bullens	-0.6	2.789473684
Errichtunge	0.411764706	2.0
Nikotins	-0.7	3.238095238
erfüllen	1.411764706	2.947368421
Helde	2.1	3.5
Verflixte	-0.9	3.526315789
Platzt	-0.4	3.566666667
Verbotene	-1.558823529	3.238095238
Platze	-0.4	3.566666667
Chiefer	0.6	1.842105263
Vmbrungen	0.0	2.777777778
angen	0.294117647	2.633333333
Ermittelst	-0.294117647	2.5
Schwesteren	1.323529412	1.857142857
Wnd	0.294117647	2.095238095
Gedicht	0.7	2.947368421
Verbothenen	-1.558823529	3.238095238
Läuthen	0.75	2.894736842
Verkhauffen	-0.617647059	2.428571429
Hielfft	2.0	3.095238095
D'Inst	-1.088235294	2.476190476
Pappe	-0.05	1.941176471
barschen	-1.3	2.947368421
Schiebte	-0.647058824	2.185185185
Verstandes	1.9	2.722222222
Verstandet	1.735294118	2.842105263
Pahres	1.764705882	1.944444444
Charakteren	1.264705882	3.421052632
Verblumen	2.15	1.6875
Aessens	1.558823529	3.526315789
Bedürfnis	0.382352941	3.476190476
Kloster	0.058823529	1.833333333
wachsest	1.264705882	2.333333333
Ἂς	-2.1	2.631578947
Diestel	-0.55	2.157894737
Löwens	0.36	4.05
Taller	1.05	2.0
Machtsts	0.735294118	2.526315789
Mohr	0.4	2.333333333
Liberalern	1.3	2.157894737
Wachssett	1.264705882	2.333333333
Allbern	-0.2	3.052631579
Beware	0.882352941	2.421052632
Beward	0.882352941	2.421052632
Schenckde	1.852941176	2.964285714
Liberalere	1.3	2.157894737
Vorwürffen	-1.8	3.380952381
Essgen	1.558823529	3.526315789
Vertrau'Ns	2.205882353	3.526315789
Bewart	0.882352941	2.421052632
schueln	0.25	2.65
Tallen	2.0	3.055555556
Steiffem	-0.7	2.631578947
Warnigen	-0.2	4.0
Abweeg	-0.95	2.523809524
Wäten	0.6	3.052631579
Palm'N	1.6	1.764705882
silb ernes	1.4	2.421052632
Ergebenem	-0.529411765	2.45
Mäus	0.0	3.27
Swore	0.0	3.35
rutschen	1.18	3.32
Gehäul	-1.6	3.7
Vorrates	1.25	2.055555556
Allersinnlichste	1.8	3.222222222
Setzestu	0.235294118	1.952380952
Einstelt	0.352941176	2.238095238
Aufgetreten	0.029411765	2.714285714
Versteck	-0.2	3.125
Allertheurste	-1.1	3.45
Nakteres	0.8	3.842105263
Einstell	0.352941176	2.238095238
Überzüget	0.5	2.952380952
Schocke	-1.8	4.263157895
Zitates	0.6	2.476190476
beitschen	-1.0	3.666666667
Zitaten	0.6	2.476190476
Schocks	-1.8	4.263157895
Princessinnen	0.970588235	3.473684211
Lyff	0.764705882	2.047619048
arbeytend	-0.058823529	2.684210526
stachlichen	-1.1	2.894736842
Wahrern	0.558823529	1.964285714
Stühler	0.5	1.82
fi ndet	1.352941176	2.526315789
Knausert	-1.2	2.105263158
Wahrere	0.558823529	1.964285714
Knausern	-1.2	2.105263158
Geschichet	0.764705882	2.714285714
mutigst	2.2	3.315789474
Bereuten	-0.6	2.789473684
Vergeh	-1.382352941	3.142857143
Stühlen	0.5	1.82
Stahren	-1.3	3.210526316
Vergeb	0.2	2.368421053
Gespikket	-0.4	3.0
Raupe	-0.15	2.157894737
Awel	-0.5	2.380952381
lasst	-1.676470588	3.388888889
Dichtern	1.588235294	2.277777778
Fgur	0.35	2.526315789
Treugst	0.117647059	1.894736842
darftellen	0.882352941	2.526315789
Muntren	1.7	3.210526316
Nuzze	0.823529412	2.263157895
Muntrem	1.7	3.210526316
Hirse	0.4	1.611111111
Ubermut	-0.1	3.722222222
Billigerem	-0.4	2.222222222
Hirsa	0.4	1.611111111
Zaghaftem	-0.8	1.473684211
Vergiebest	0.2	2.368421053
Theyls	0.382352941	1.888888889
Theylt	1.205882353	2.526315789
Schrtte	0.911764706	2.315789474
Vorbildern	1.1	2.777777778
Perienen	-1.9	3.722222222
Lencketest	-0.029411765	2.333333333
Ruhes	1.7	1.666666667
Schützit	1.7	1.894736842
Bliebener	0.823529412	1.789473684
Schicksale	-0.441176471	3.035714286
Ruhee	1.7	1.666666667
Knabbe	0.55	2.157894737
Sommern	2.5	2.222222222
Bliebenen	0.823529412	1.789473684
Schicksals	-0.441176471	3.035714286
Ruhem	1.7	2.888888889
Viell	-1.058823529	2.578947368
Kaemen	1.117647059	2.631578947
Verfal	-1.8	3.5
schwäch 're	-1.6	2.611111111
Stuarts	-1.6	3.761904762
Gedenkken	0.588235294	2.736842105
Enderst	-0.941176471	2.761904762
Putzest	-1.4	2.210526316
Drauungen	1.0	2.944444444
Himbeer	1.95	2.5
Hemdes	0.68	1.95
Stammelts	-1.4	3.166666667
Hemder	0.68	1.95
Erfuhrs	1.235294118	2.714285714
erkennend	1.235294118	2.80952381
Verdrehten	-1.0	2.315789474
Ventill	0.45	2.578947368
Sclavin	-1.7	3.944444444
Drencke	-1.5	3.526315789
Teufl	-1.95	3.476190476
Freueten	2.205882353	3.107142857
Obschutz	1.7	1.894736842
Orgie	0.3	4.222222222
Erfuhre	1.235294118	2.714285714
Rüchtet	-0.852941176	2.761904762
Verdrehter	-0.735294118	2.095238095
Drencks	-1.5	3.526315789
Gebaine	-1.15	2.722222222
Orgin	0.3	4.222222222
Verdrehtet	-1.0	2.315789474
Latern	1.24	2.19
Bertreffen	-0.151515152	2.421052632
Schwärzste	0.3	1.947368421
Einfalle	1.5	3.058823529
Wohnen	1.411764706	1.964285714
Lobden	1.8	2.25
Wohnet	1.411764706	1.964285714
Wollne	0.764705882	2.523809524
Libeleien	0.9	3.904761905
Einfallt	-1.2	2.555555556
beneiden	-1.2	3.263157895
Bedänken	0.176470588	2.722222222
Gespicket	-0.4	3.0
Gefallenes	1.529411765	2.392857143
Dichters	1.588235294	2.277777778
Reitzvollen	1.6	3.333333333
Begegniss	1.558823529	2.785714286
Fantaseyen	2.4	2.888888889
Gefallenen	1.529411765	2.392857143
Gefallenem	1.529411765	2.392857143
Gwitter	0.6	3.631578947
Emfieng	1.147058824	2.761904762
Vermeydeten	-0.617647059	2.105263158
Mügest	1.764705882	3.157894737
Carrafae	0.41	1.95
Allerseel	1.8	2.352941176
Widderstand	0.205882353	3.210526316
Obsurdesten	-1.0	3.421052632
binden	0.382352941	2.684210526
Endete	-0.941176471	2.761904762
Watta	1.0	1.7
Siehet	2.0	2.263157895
Watte	1.0	1.7
Endets	-0.941176471	2.761904762
Autoritaet	-0.970588235	3.631578947
Jaken	0.68	2.18
Hirtern	0.85	2.210526316
Achta	1.2	2.368421053
Viehsches	0.36	2.36
Schut	-1.2	2.789473684
protzend	-1.2	3.526315789
Insekte	-0.45	3.0
Achth	1.2	2.368421053
Schuz	1.7	1.894736842
Zeigtens	0.588235294	2.238095238
Papagais	1.55	3.18
Umb-Arme	2.2	2.722222222
Gefurdert	1.441176471	2.142857143
Insekts	-0.45	3.0
Schua	1.0	2.05
Protista	0.088235294	3.666666667
Bluttat	-2.8	4.277777778
Schürze	-0.64	2.14
Schue	1.0	2.05
Weggeh	0.882352941	2.714285714
Schuh	1.0	2.05
Verdanckst	1.147058824	2.619047619
Fcheiden	-2.0	3.222222222
Schuk	-1.8	4.263157895
Schaukel	1.45	2.86
Beispeil	0.303030303	1.944444444
gefallt 's	1.529411765	2.392857143
Verstünd	1.735294118	2.842105263
anbieten	0.676470588	1.736842105
Einsällen	1.5	3.058823529
Iüngerer	0.8	2.80952381
Iüngeres	0.8	2.80952381
Beraupen	-2.2	3.722222222
Stärkesten	1.7	3.578947368
Sigeth	1.117647059	3.473684211
Klasse	0.470588235	2.722222222
Seelin	1.8	2.352941176
Klassa	0.470588235	2.722222222
Überwindt	0.970588235	2.789473684
Sigete	1.117647059	3.473684211
Verruf	-1.65	3.578947368
Versach	-1.647058824	3.523809524
Ends	-0.6	2.80952381
tagenn	0.970588235	2.095238095
Drohd	-2.176470588	3.928571429
fabric	-0.7	2.285714286
Lüfftgen	2.2	2.222222222
äss	1.558823529	3.526315789
Drohn	-2.176470588	3.928571429
Obferte	-1.4	3.266666667
Erwerb	1.05	2.684210526
Ende	-0.6	2.80952381
Dusteten	1.5	2.444444444
Endi	-0.6	2.80952381
Buntestes	1.6	2.210526316
Endn	-0.941176471	2.761904762
Gelingts	1.676470588	2.578947368
Geneusset	2.323529412	2.133333333
Weygen	-0.882352941	3.777777778
Aufforderen	-0.117647059	3.0
Betruug	-2.05	3.8
Einfählen	1.5	3.058823529
Kämpeen	1.117647059	2.631578947
Geneussen	2.323529412	2.133333333
Kohl-Rabi	0.09	2.09
Müffiger	-1.4	1.736842105
Traumers	1.5	2.0
Ergrif	0.147058824	2.428571429
Czerstort	-2.529411765	3.928571429
Richteten	-0.852941176	2.761904762
Erbeytte	-0.2	2.722222222
Honig	1.8	1.5625
Vergiengen	-1.382352941	3.142857143
Reychet	0.617647059	1.789473684
Verlezet	-1.8	3.944444444
Reycher	1.6	2.95
Befehles	-2.0	3.75
Taler	1.05	2.0
Hembde	0.68	1.95
Deisteln	-0.55	2.157894737
Vermäntlen	1.05	1.91
Aneth	0.294117647	2.633333333
Fütters	0.85	2.368421053
Nebligen	-0.7	2.526315789
Kampffe	-1.6	4.047619048
Nebliger	-0.7	2.526315789
Fleissgen	0.911764706	2.047619048
Schaeben	-1.4	3.263157895
Bekwehm	1.7	1.944444444
Gehaszt	-2.5	4.444444444
Trostloseste	-2.1	3.333333333
Psychose	-2.1	4.6875
Kampffs	-1.6	4.047619048
Erfüre	1.235294118	2.714285714
Kempfen	-0.647058824	3.761904762
Flüchtlingen	-1.205882353	3.210526316
Riesse	0.2	3.052631579
Gürtels	-0.05	2.23
Erkendte	1.235294118	2.80952381
Knebel	-1.55	3.95
Gürteln	-0.05	2.23
Gürtell	-0.05	2.23
Verdanke	1.147058824	2.619047619
Irtums	-1.058823529	3.222222222
Gardens	1.8	1.611111111
Gürtele	-0.05	2.23
Sthul	0.5	1.82
Heerdes	0.91	2.64
Bezeichnis	0.323529412	2.0
Stichele	-1.0	2.842105263
Missjon	0.9	2.631578947
Thaetigkeit	0.735294118	2.761904762
Gedenk'St	0.588235294	2.736842105
Sticheln	-1.0	2.842105263
Verarmpt	-1.8	3.666666667
Stichelt	-1.0	2.842105263
Heimat	1.7	1.8125
Bekhennen	0.382352941	2.761904762
Gruos	1.441176471	1.684210526
Heerden	0.35	2.388888889
Färt	0.970588235	2.619047619
Anbitten	0.676470588	1.736842105
Beweisses	0.6	2.368421053
Puechern	1.911764706	1.888888889
