sentiWS	nrcPositive	nrcNegative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	emotion	arousel	cdPositive	cdNegative	cdNeutral	gpcPositive	gpcNegative	gpcNeutral
Lieblos	-0.4697	0	0	0	0	0	0	0	0	0	0	-2.3	3.277777778	0.0	1.0	0.0	0	1	0
Dauerkonflikt	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Unangenehmem	-0.4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unangenehmen	-0.4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Einwandfreie	0.0949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beifallsrufen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anerkenntnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Beifallsrufes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knacki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lokalisieren	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
garstigst	-0.0425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unangenehmes	-0.4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unangenehmer	-0.4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giftigeren	-0.3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Widersinnigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Abrupteren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Belebten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reiferer	0.0807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reiferes	0.0807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unterentwickelteres	-0.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unterentwickelterer	-0.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unterentwickelterem	-0.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Belebtet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abrupterer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reiferem	0.0807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reiferen	0.0807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monosymmetrisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Murr	-0.0496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heruntermach	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mangel	-0.0048	0	1	1	0	1	1	0	1	0	0	-1.9	3.0625	0.0	1.0	0.0	0	1	0
Engagierst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ästhetischem	0.2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
danktest	0.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anheben	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobilisiertet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wohlwollend	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Revolver	0	0	0	0	0	0	0	0	0	0	0	-2.14	4.14	0	0	0	0	0	0
Höhlenmensch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mobilisierten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zerbrechen	-0.0522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abgründigste	-0.1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beruhigungsmittel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Aktualisierungen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Komfortable	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erziel	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unfaire	-0.8827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mannschaft	0	0	0	0	0	0	0	0	0	0	1	0.382352941	2.523809524	0	0	0	0	0	0
Gemeinschaft	0.004	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
erlaubt	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Furchtloseste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verhandelst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexenschuss	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Herumtoben	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ästhetischer	0.2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
humorig	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Diabetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Verlogner	-0.3355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allerbestesten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allerbestestem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kooperativere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dumps	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Allerbestestes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allerbestester	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unbestimmtest	-0.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verschwenden	-0.0494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gefühllos	0	0	1	1	0	1	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Stiefel	0	0	0	0	0	0	0	0	0	0	0	0.77	2.23	0	0	0	0	0	0
Trickreich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rivalität	-0.0048	0	1	1	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
deflationistisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
locken	0	0	0	0	0	0	0	0	0	0	0	0.0	2.888888889	0	0	0	0	0	0
simpel	0.004	0	0	0	0	0	0	0	0	0	0	0.4	2.3	0	0	0	0	0	0
misshandeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Offensichtlichstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Offensichtlichsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gröbstem	-0.3495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grandiosestes	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grandiosester	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katheter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grandiosestem	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riegelte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Grandiosesten	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gröbsten	-0.3495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
warmherzig	0.1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Offensichtlichstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Offensichtlichster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zucker	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unerquicklich	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Zweit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fuchsteufelswild	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
unterhaltsam	0	1	0	0	1	0	0	1	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Auserwählt	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Zurückgeschicktere	-0.3377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aufrührtest	-0.0256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
auswachsen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Schamlosere	-0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Markante	0.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
persönlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Genozid	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Geschäftigste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melodramatischster	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kurios	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	1	0	0
Wunderdoktor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Besondererere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fairer	0.3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rechtsgültig	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zielgerichtetst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verhohnepipeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Navigator	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Auferweckung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nachbarschaft	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zweckloserer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qualifiziertester	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verbindlich	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niederlassungsfreiheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Trostlosst	-0.0467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schmerzvoller	-0.0428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hundemüd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Autoritäre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Wille	0.004	0	0	0	0	0	0	0	0	0	0	1.7	3.25	0	0	0	1	0	0
Zweckloserem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zweckloseren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qualifiziertesten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unerquicklichste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galanten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helligkeiten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abzetteln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Reiftet	0.0886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bewundernder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Stolzieren	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
verwertbar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Wertverlust	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlingern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fie	-0.305	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Reiften	0.0886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galanter	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galantes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erschwerten	-0.4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klassischste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brillanz	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Hoffnungsvollere	0.1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erschwertet	-0.4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blutrache	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
zucken	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0
befreit	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	1	0
klingen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Freiheitseinzug	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Hausarbeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Meisterlichsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kollidiertet	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prügelst	-0.0507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meisterlichster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meisterlichstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verletzet	-0.3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verletzer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Unterhaltung	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Weinst	-0.1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gammlig	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
rechthaberisch	-0.0048	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abgrabung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lohnerhöhung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Ausbeute	-0.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Peinlichkeit	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Kahlem	-0.0472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kahlen	-0.0472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krummstes	-0.0426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krummster	-0.0426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Markanteren	0.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
saumässig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
dahinsiechen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Krummstem	-0.0426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unsolidarisches	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
überflüssig	-0.5154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Krummsten	-0.0426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wohnungslos	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Ausgemustert	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Kahles	-0.0472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kahler	-0.0472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebetenen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebetenem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abrasiv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gelassnerer	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gelassneres	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kollidieret	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flaueste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spiesserhaft	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Ego	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Veritabel	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gelassneren	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraphilie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gelassnerem	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebetenes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebetener	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notständen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Freizügigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Versklavungen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leistungsfähige	0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kulanteste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krampf	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Falschere	-0.7618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inkonsistentestes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inkonsistentester	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apokalyptischst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwürgten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
leuchtend	0.0821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Modernere	0.2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwürgtet	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rücktritts	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faselei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
inkonsistentestem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inkonsistentesten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bürste	0	0	0	0	0	0	0	0	0	0	0	0.23	2.05	0	0	0	0	0	0
Sparet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verheissungsvolleres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verheissungsvollerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eiweissallergie	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Bedeut	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zwieträchtig	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verheissungsvollerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verheissungsvolleren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enteignet	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Missglücken	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fraglicherer	-0.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fraglicheres	-0.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unbestreitbar	0.004	1	0	0	0	0	0	0	0	0	1	0	0	0.7	0.0	0.0	1	0	0
Kritischen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fraglicheren	-0.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blutrünstig	0	0	1	1	0	1	1	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Fraglicherem	-0.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waffenreduktion	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Lasten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vergnüget	0.1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grauenvolleres	-0.3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grauenvollerer	-0.3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hysterisch	-0.0465	0	1	1	0	0	1	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
