sentiWS	nrcPositive	nrcNegative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	emotion	arousel	cdPositive	cdNegative	cdNeutral	gpcPositive	gpcNegative	gpcNeutral
Verantwortungsbewusstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umstrittenerem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zweifelhafte	-0.3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sonnendurchflutete	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Augenerkrankung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Anfertigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
geruhsam	0.0769	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Punkt	0	0	0	0	0	0	0	0	0	0	0	0.176470588	1.888888889	0	0	0	0	0	0
zielstrebigst	0.1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flüchen	-0.3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kritischere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berauschendem	0.0809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rostig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
empfohlen	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Tradition	0.004	0	0	0	0	0	0	0	0	0	0	0.176470588	2.421052632	0	0	0	1	0	0
Vorbereit	0.1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angestrengtestem	-0.0415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unglaubwürdigerer	-0.2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angestrengtesten	-0.0415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vertraulich	0.004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Unglaubwürdigerem	-0.2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angestrengtestes	-0.0415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angestrengtester	-0.0415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stundung	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
archaischst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schorf	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Unmöglichste	-0.3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hemmtet	-0.1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verletztester	-0.5202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schliesslich	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
Übergewichtigste	-0.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemeinste	-0.7203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fehlerhaft	-0.3581	0	1	0	0	1	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
intrusiv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wolkig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hemmten	-0.1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzufried	-0.3363	0	1	1	0	1	1	0	1	0	0	0	0	0.0	1.0	0.0	0	1	0
Chloroform	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hupe	0	0	0	0	0	0	0	0	0	0	0	-0.82	3.45	0	0	0	0	0	0
Erstaune	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Überlebte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wutentbranntster	-0.3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wutentbranntstes	-0.3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rebellischsten	-0.1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wutentbranntsten	-0.3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rebellischstes	-0.1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wutentbranntstem	-0.3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Groggyste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selbstgenügsamkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Goldgrube	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Heide	0	0	1	0	0	0	1	0	0	0	0	1.0	1.611111111	0	0	0	0	1	0
Wunderglaube	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ablenkend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vereinte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wachstumsquote	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
unwichtigst	-0.3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Freiwillige	0.004	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Urkundenfälschung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Gewährleistung	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quälend	0	0	1	0	0	0	1	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Kümmerlichstes	-0.3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
entschuldigend	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Famose	0.2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
couragiert	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Genialster	0.2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genialstes	0.2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eigenbrötler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Wichtigtuer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ausschalteten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rühmen	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Kümmerlichstem	-0.3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitleidslos	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Bedrückteren	-0.0494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fatalerem	-0.345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genialstem	0.2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Genialsten	0.2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fataleren	-0.345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Närrischstes	-0.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Närrischster	-0.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mittelmässigste	-0.1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hochrangig	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Närrischstem	-0.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Närrischsten	-0.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vergeudete	-0.1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ausschweifungen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Furchterregendst	-0.1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apathisch	-0.3252	0	1	0	0	0	0	0	1	0	0	0	0	0.0	1.0	0.0	0	1	0
Knappstem	-0.2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungesetzlichste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quietschvergnügt	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
verstehen	0.0957	1	0	0	0	0	0	0	0	0	1	1.735294118	2.842105263	0	0	0	1	0	0
Unverhofftest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dichtkunst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Verachttest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erstaunlich	0.004	1	0	0	0	0	0	1	0	1	0	0	0	1.0	0.0	0.0	1	0	0
Punktuell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Kritisiere	-0.3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Widerwärtigen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlitzohr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Wunderbarster	0.7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Superlativen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schockte	-0.0396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Einweihung	0.004	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
unzugänglich	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Apokalyptischstes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verrücktest	-0.0337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Widerwärtiges	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grossste	0.3694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gröss	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Abschwellen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Attraktiverem	0.2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Humorvollster	0.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glücklosestes	-0.3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Attraktiveren	0.2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intelligenterer	0.1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intelligenteres	0.1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eindeutigerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supere	0.5012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bitteren	-0.3394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grässlichem	-0.4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verzerrtest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kluge	0.3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grässliches	-0.4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grässlicher	-0.4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lasziv	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Intelligenteren	0.1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soulmate	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Intelligenterem	0.1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glücklosestem	-0.3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Humorvollsten	0.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Humorvollstem	0.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Attraktiverer	0.2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schwindligeres	-0.0512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fertigtest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blühend	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	1	0	0
Lückenhaftest	-0.4805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anerkennenswerteren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ballungszentrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ehrgeiziger	0.2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verbilligte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Preisstürze	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stiften	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schamlosestem	-0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schamlosesten	-0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schamlosester	-0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schamlosestes	-0.3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unleserlich	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stillstehen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schleudertrauma	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Wohlstand	0.004	1	0	0	0	0	0	1	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Günstling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lieberen	0.1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
marktführend	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Anerkennenswertere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnädigerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unerfreulichste	-0.0453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sparsamere	0.0907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enthusiast	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
Invasiv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ungeteiltere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uneinsichtiges	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flaue	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebührlichsten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebührlichstem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abort	0	0	0	0	0	0	0	0	0	0	0	-0.9	2.380952381	0	0	0	0	0	0
Reizvollem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vereidige	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unkontrollierbar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Blendendste	0.3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entfremdete	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geschichtlichkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Ungebührlichstes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebührlichster	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnädigeren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
absondern	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
kostensparend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Enzyklopädie	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gnadenloseren	-0.6033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnadenloserem	-0.6033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungezogenere	-0.3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnadenloseres	-0.6033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bucht	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Makellosem	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unglaubwürdigeres	-0.2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schiffswrack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Undiplomatischst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frugal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entmutige	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Makellosen	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unglaubwürdigeren	-0.2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ausreisser	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Einbehalten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Stoned	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Blamage	0	0	0	0	0	0	0	0	0	0	0	-1.8	3.888888889	0	0	0	0	1	0
Dominierung	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaubwürdigere	0.0893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aufmunterten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
weigern	0	0	0	0	0	0	0	0	0	0	0	-1.2	3.578947368	0.0	1.0	0.0	0	0	0
Widrige	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sohle	0	0	0	0	0	0	0	0	0	0	0	0.0	1.777777778	0	0	0	0	0	0
Ehrenwerte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schrott	-0.0534	0	0	0	0	0	0	0	0	0	0	-1.2	3.0	0	0	0	0	0	0
Ominösestem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ominösesten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Langsamste	-0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lkw	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Schwelgen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Entzücken	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Buche	0	0	0	0	0	0	0	0	0	0	0	1.15	1.368421053	0	0	0	0	0	0
Energische	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abstreiten	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Totschweigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Ominösester	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ominösestes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wohnlichen	0.0885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ungebetenste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Preisgünstigem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasenderes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasenderer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deckungsgeschäft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zornigsten	-0.1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasenderem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
räuberisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Preisgünstiger	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Preisgünstiges	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Makelloses	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beklagenswert	-0.0048	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0
Abstossendstem	-0.5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abstossendsten	-0.5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berufsfreiheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Durchlöchern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Beilegest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elitenförderung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Gigantomanie	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Einwilligung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fehlhandlung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Attraktion	0	1	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Abstossendster	-0.5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abstossendstes	-0.5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beschwichtigtet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kanon	0	0	0	0	0	0	0	0	0	0	0	0.7	2.0	0	0	0	0	0	0
lähmen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Arbeitswille	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
laufend	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abwechslung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
langatmig	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archäologie	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ausbeut	-0.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beschwichtigten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutzen	0.004	1	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
Grusel	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Geziemen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Unwichtigsten	-0.3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unwichtigstem	-0.3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abgehoben	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	1	0
Überlegtest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rechtmässigsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zappelte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schuldhaftere	-0.3346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rechtmässigster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rechtmässigstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gesetzmässig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Modernisierungspolitik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
regeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Unwichtigstes	-0.3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unwichtigster	-0.3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
begriffsstützig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Geschockt	-0.0396	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Dränger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pflichtwidrigeren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pflichtwidrigerem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Finanzierungen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pflichtwidrigeres	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pflichtwidrigerer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aushilfe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tanz	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Verdacht	-0.8074	0	1	0	0	0	1	0	0	0	0	-0.7	3.476190476	0	0	0	0	1	0
schwindlig	-0.0512	0	1	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
unseligste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
köstlich	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
vorhand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Schelm	0	0	0	0	0	0	0	0	0	0	0	0.8	2.526315789	0	0	0	0	0	0
Grausigen	-0.1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beschränkterem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beschränkteren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
