word	positive	negative	neutral
Lungenentzündung	0	1.0	0
Ungehörigkeit	0	1.0	0
arbeitswillig	0.7	0	0
gesättigt	1.0	0	0
Vaterlandslos	0	0.7	0
asketisch	0.7	0	0
Schuld	0	1.0	0
Schiffssicherheit	0.7	0	0
Hofieren	0.7	0	0
Hassliebe	0	0.7	0
Versteckspiel	0	1.0	0
Bedürfnis	0.7	0	0
überbeanspruchen	0	1.0	0
Delimitiert	0	1.0	0
Arbeitslosenzahl	0	0.7	0
Agitation	0	0.7	0
Koffeinabhängigkeit	0	1.0	0
Unwirksamkeit	0	0.7	0
Stumpfheit	0	1.0	0
unterschwellig	0	0.7	0
Gespür	1.0	0	0
Masslos	0	1.0	0
Suchtverhalten	0	1.0	0
Getöse	0	0.7	0
Krankheit	0	1.0	0
Fahrerlaubnis	1.0	0	0
Lieblingsbeschäftigung	1.0	0	0
Sanktion	0	1.0	0
Familienkrach	0	1.0	0
Knochenschwund	0	1.0	0
Entartet	0	1.0	0
unverzeihlich	0	1.0	0
Erschiessung	0	0.7	0
Gesundheit	1.0	0	0
Sonnenbrand	0	0.7	0
gesundheitsförderlich	1.0	0	0
schluchzen	0	1.0	0
enttäuschend	0	1.0	0
ernüchtern	0	1.0	0
Geistesverwandtschaft	0.7	0	0
Heruntergekommen	0	1.0	0
Anbiedernd	0	0.7	0
unglücklich	0	1.0	0
weichen	0.7	0	0
Beurlauben	0	0.7	0
Ungewissheit	0	1.0	0
Elfer	0	1.0	0
Altlastensanierung	1.0	0	0
Sturmangriff	0	1.0	0
Bombenangriff	0	1.0	0
Liebesbeziehung	1.0	0	0
feingründig	1.0	0	0
Wirrwarr	0	0.7	0
Streit	0	1.0	0
blockieren	0	0.7	0
gefällig	1.0	0	0
Unvergütet	0	0.7	0
Verfehlt	0	1.0	0
Selbstverständlichkeit	0	1.0	0
Streik	0	0.7	0
wahr	1.0	0	0
Vertrocknen	0	0.7	0
leichtgläubig	0	0.7	0
billigen	1.0	0	0
Wutanfall	0	1.0	0
Kinderbetreuung	0	1.0	0
stöhnen	0	1.0	0
millionenschw	0.7	0	0
Abgeschiedenheit	0	0.7	0
mannschaftsdienlich	1.0	0	0
beschweren	0	1.0	0
Stabilität	0.7	0	0
Erkältet	0	1.0	0
attestieren	0.7	0	0
teuflisch	0	1.0	0
Bezähmen	1.0	0	0
Masochismus	0	1.0	0
entmutigen	0	1.0	0
Kujonieren	0	1.0	0
Honorieren	1.0	0	0
Zigarettenabhängigkeit	0	1.0	0
Gefangennehmen	0	1.0	0
gönnen	1.0	0	0
inner Kampf	0	0.7	0
gerechtfertigt	1.0	0	0
ausgezeichnet	1.0	0	0
oll	0	1.0	0
unergiebig	0	1.0	0
Raucherbein	0	1.0	0
Juchzen	1.0	0	0
ausgemergelt	0	0.7	0
komfortabel	0.7	0	0
verbluten	0	1.0	0
beneiden	0	1.0	0
Geruhsamkeit	1.0	0	0
Krebsen	0	0.7	0
Leidenschaftslos	0	0.7	0
Angst	0	1.0	0
Legitimität	0.7	0	0
Verquer	0	0.7	0
erlauchen	1.0	0	0
Hyperaktivität	0	0.7	0
Katastrofenstimmung	0	1.0	0
markieren	0	0.7	0
Kurtherapie	0.7	0	0
Heraufsetzen	0.7	0	0
Schocken	0	1.0	0
Genozid	0	1.0	0
Gefühlvoll	1.0	0	0
Tatendurst	1.0	0	0
Bluttat	0	0.7	0
verunmöglichen	0	0.7	0
Meinungsverschiedenheit	0	0.7	0
Verschorft	0	1.0	0
Gönnerhaft	0.7	0	0
Bedrohlichkeit	0	1.0	0
günstig	1.0	0	0
Feindschaft	0	1.0	0
mithelfen	0.7	0	0
hektisch	0	1.0	0
Harmlosigkeit	0	0.7	0
schwergewichtig	0	0.7	0
Spektakel	0.7	0	0
Massgenauigkeit	0.7	0	0
Abgedroschenheit	0	1.0	0
Verdammnis	0	1.0	0
zusagen	1.0	0	0
knauserig	0	0.7	0
Abgestumpftheit	0	1.0	0
hübsch	1.0	0	0
Zurückgezogenheit	0	0.7	0
Anmahnen	0	1.0	0
Hörvergnügen	1.0	0	0
leiden	0	1.0	0
demütigen	0	1.0	0
ersticken	0	1.0	0
vorbildlich	1.0	0	0
Neubereifung	0.7	0	0
höllisch	0	1.0	0
Dünnhäutigkeit	0	0.7	0
unempfindlich	1.0	0	0
Entscheidungsspielraum	0.7	0	0
Friedensmission	1.0	0	0
neurotisch	0	1.0	0
Nachlässigkeit	0	0.7	0
liberal	0.7	0	0
unausgesprochen	0	0.7	0
Verfemung	0	1.0	0
gut gelaunt	1.0	0	0
gefrässig	0	1.0	0
bekehren	0.7	0	0
tonangebend	0.7	1.0	0
dickfellig	1.0	0	0
blutarm	0	1.0	0
Schauspiel	0.7	0	0
Geneigtheit	1.0	0	0
Psychose	0	1.0	0
wettbewerbsfähig	1.0	0	0
bestialisch	0	1.0	0
selbstlos	1.0	0	0
zurückgezog	0	0.7	0
gemässigt	1.0	0	0
Sticheln	0	1.0	0
Behinderung	0	1.0	0
Belobigen	1.0	0	0
verdächtig	0	1.0	0
aktivierend	0.7	0	0
Ausrottung	0	1.0	0
Zulässigkeit	0.7	0	0
Grenzüberschreitung	0	0.7	0
Anknacksen	0	0.7	0
Glauben	1.0	0	0
fein geschnitten	0.7	0	0
Abstossen	0	1.0	0
geladen	0.7	1.0	0
unwissend	0	1.0	0
Erstattungsanspruch	0.7	0	0
Vortritt	0.7	0	0
Aufschwung	0.7	0	0
ungenügend	0	1.0	0
Massaker	0	1.0	0
Steuerdelikt	0	0.7	0
Wahlfälschung	0	1.0	0
Steuerreform	1.0	0	0
fahrwerkstuning	0.7	0	0
ethisch	1.0	0	0
schreckenerregend	0	1.0	0
Tat	0	0.7	0
streng	0	0.7	0
Ehrlichkeit	1.0	0	0
mondän	0.7	0	0
ungebührlich	0	1.0	0
Vergeltung	0	1.0	0
bluffen	0	0.7	0
Milde	1.0	0	0
fehlerfrei	1.0	0	0
anziehen	1.0	0	0
Ästimieren	1.0	0	0
grantig	0	1.0	0
Mückenstich	0	0.7	0
schrecklich	0	1.0	0
Aufheitern	1.0	0	0
Männerfeindlichkeit	0	1.0	0
Golfkonflikt	0	0.7	0
anämisch	0	1.0	0
belasten	0	1.0	0
verlustbringend	0	1.0	0
Persönlichkeitsspaltung	0	1.0	0
Trug	0	1.0	0
schassen	0	1.0	0
Verkehrssicher	1.0	0	0
geheimnisvoll	0.7	0	0
vielseitig	1.0	0	0
Vorlügen	0	1.0	0
handfest	1.0	0	0
Ms	0	1.0	0
Verwahrlost	0	1.0	0
friedliebend	1.0	0	0
Krankengymnastik	0.7	0	0
Pflichtbewusst	1.0	0	0
Verschärfung	0	0.7	0
verkehrsuntauglich	0	1.0	0
zögern	0	0.7	0
adrett	1.0	0	0
Trauer	0	1.0	0
anmutig	1.0	0	0
Charakterlos	0	1.0	0
schwachsinnig	0	1.0	0
verlieben	1.0	0	0
Überschwenglichkeit	0	1.0	0
bestimmt	0	0.7	0
Ernährungskrankheit	0	1.0	0
Honett	1.0	0	0
Unfreiheit	0	1.0	0
Unmotiviert	0	0.7	0
sitzenbleiben	0	0.7	0
prahlerisch	0	1.0	0
Selbstverteidigung	0.7	0	0
Frohgestimmt	1.0	0	0
Erdölkrise	0	0.7	0
lächerlich	0	1.0	0
plausibel	1.0	0	0
Krisenerprobt	1.0	0	0
effektiv	1.0	0	0
Zahnkrankheit	0	1.0	0
Isolation	0	1.0	0
Mängelrüge	0	1.0	0
unförmig	0	1.0	0
Wermutstropfen	0	1.0	0
Blähungen	0	0.7	0
Existenzgründung	0.7	0	0
ignorant	0	1.0	0
euphorisch	1.0	0	0
wurstig	0	0.7	0
Tatkraft	1.0	0	0
beleibt	0	0.7	0
Gnomenhaft	0	1.0	0
Glut	0.7	0	0
waghalsig	0.7	0	0
Verfassungstreu	1.0	0	0
Inzest	0	1.0	0
Überernährung	0	1.0	0
dulden	1.0	0.7	0
Verschusseln	0	0.7	0
stolz	0.7	0	0
misslaunig	0	1.0	0
ruhmvoll	1.0	0	0
Friedensgespräch	0.7	0	0
unbefugt	0	1.0	0
schrecken	0	1.0	0
Ungerechtigkeit	0	1.0	0
Tollwut	0	1.0	0
Unfallflucht	0	0.7	0
Verstoss	0	0.7	0
optimal	1.0	0	0
Urlaubsfreude	1.0	0	0
Genickstarre	0	0.7	0
Unübersichtlichkeit	0	0.7	0
Perfektionierung	0.7	0	0
friedenserhaltend	0.7	0	0
unbesiegbar	1.0	0	0
Schund	0	1.0	0
Impertinenz	0	1.0	0
psychopathisch	0	1.0	0
Verantwortungsbewusst	1.0	0	0
Ruiniert	0	0.7	0
spannend	0.7	0	0
Schufterei	0	1.0	0
zugeben	0.7	0	0
Schurigeln	0	1.0	0
Übelkeit	0	1.0	0
geschäftig	0.7	0	0
Landreform	1.0	0	0
bedeutungslos	0	1.0	0
betrügen	0	1.0	0
Planungssicherheit	0.7	0	0
Achtgeben	0	1.0	0
grinsen	1.0	0	0
nörgelig	0	1.0	0
Verbrühen	0	1.0	0
wohlig	0.7	0	0
Rechtsfrieden	0.7	0	0
Dankeswort	0.7	0	0
Lächerlichkeit	0	1.0	0
Freiheitsstrafe	0	1.0	0
unerquicklich	0	1.0	0
Erbost	0	1.0	0
Maschinenreparatur	1.0	0	0
demokratisch	0.7	0	0
Folgenreich	0	1.0	0
sommerlich	0.7	0	0
aufreiben	0	0.7	0
Hehlerei	0	0.7	0
Zerstörung	0	1.0	0
Pardon	0.7	0	0
Honeymoon	0.7	0	0
unterordnen	0	0.7	0
bereitwillig	0.7	0	0
dämonisieren	0	1.0	0
skandalträchtig	0	1.0	0
Dorren	0	0.7	0
Pornografie	0	0.7	0
spassen	0.7	0	0
Ausbluten	0	0.7	0
entmutigend	0	1.0	0
Wiederaufarbeitung	0.7	0	0
geruhsam	1.0	0	0
Aufwiegelnd	0	1.0	0
tiefgründig	1.0	0	0
Lärm	0	0.7	0
Zeckenstich	0	0.7	0
Ungenauigkeit	0	0.7	0
traumatisch	0	1.0	0
Nützlichkeit	1.0	0	0
tolpatschig	0	1.0	0
Geldgier	0	1.0	0
Etikettenschwindel	0	1.0	0
Endlichkeit	0	0.7	0
osteuropäisch	0	0.7	0
Besonderheit	1.0	0	0
wandlungsfähig	1.0	0	0
Gicht	0	1.0	0
abwerben	0	0.7	0
Lamentieren	0	1.0	0
beweglich	1.0	0	0
Meineid	0	1.0	0
Präzisieren	0.7	0	0
Verdammung	0	1.0	0
Befangen	0	0.7	0
Distanzlosigkeit	0	1.0	0
Entziehungskur	0.7	0	0
Verbittert	0	1.0	0
Klaustrophobie	0	1.0	0
bitt	0	1.0	0
alarmieren	0	1.0	0
Befrieden	1.0	0	0
Verdauungsbeschwerden	0	1.0	0
freimütig	1.0	0	0
Vertrauensstellung	0.7	0	0
Verübeln	0	1.0	0
Reizwort	0	0.7	0
Sodbrennen	0	0.7	0
Laster	0	1.0	0
moralisch	1.0	0	0
Blasenentzündung	0	1.0	0
Beweinen	0	1.0	0
Ausweinen	0	1.0	0
Infektionskrankheit	0	1.0	0
Traditionsreich	1.0	0	0
Beschuss	0	1.0	0
Herumfuhrwerken	0	0.7	0
Beeidigen	1.0	0	0
Opportun	1.0	0	0
ausländerfreundlich	0	1.0	0
Verdruckst	0	0.7	0
Entfaltungsmöglichkeit	0.7	0	0
Neubeginn	0.7	0	0
grauenhaft	0	1.0	0
Teamgeist	1.0	0	0
bankrott	0	0.7	0
Verschätzen	0	0.7	0
Bürgen	0.7	0	0
sau	0	0.7	0
Innigkeit	1.0	0	0
Ziepen	0	0.7	0
Erschlaffung	0	1.0	0
fertig	0	1.0	0
Neiden	0	1.0	0
Servil	0	0.7	0
Göbeln	0	0.7	0
Devitalisieren	0	0.7	0
Schlüsselstellung	0.7	0	0
ungünstig	0	1.0	0
ausreichend	0.7	0	0
Drüsenkrank	0	1.0	0
Rettungsaktion	1.0	0	0
wankelmütig	0	0.7	0
Frauenfeindlichkeit	0	1.0	0
Beseufzen	0	1.0	0
Verlassenheit	0	1.0	0
Hysterie	0	1.0	0
Redlichkeit	1.0	0	0
unentschuldbar	0	1.0	0
schizophr	0	1.0	0
Internierung	0	1.0	0
Schmollen	0	1.0	0
verworfen	0	1.0	0
zahm	0.7	0	0
dechiffrieren	0.7	0	0
Lektion	0	1.0	0
Gedankenvoll	1.0	0	0
dekadent	0	1.0	0
bekloppt	0	1.0	0
Vertrautheit	1.0	0	0
Affektiert	0	1.0	0
Brandmarken	0	1.0	0
Niederlassungsfreiheit	0.7	0	0
Schinderei	0	1.0	0
Gründung	0.7	0	0
Saublöd	0	1.0	0
Knatsch	0	1.0	0
Heimatverbunden	0.7	0	0
Krankwerden	0	1.0	0
Machterhalt	0.7	0	0
Überaktivität	0	0.7	0
Beklommen	0	0.7	0
Handstreich	0	0.7	0
Gewissensbisse	0	1.0	0
Schmerzfrei	1.0	0	0
Schmerzvoll	0	1.0	0
scharmant	1.0	0	0
unzureichend	0	1.0	0
eifrig	0.7	0	0
Eigenlob	1.0	0	0
Spindeldürr	0	0.7	0
Charakterstärke	1.0	0	0
behend	0.7	0	0
Verschärft	0	0.7	0
Brandschatzung	0	0.7	0
tröstlich	1.0	0	0
Qual	0	1.0	0
Bewegung	0.7	0	0
barbarisch	0	1.0	0
düst	0	1.0	0
strähnig	0	0.7	0
Verdursten	0	1.0	0
Anormal	0	1.0	0
Aburteilen	0	1.0	0
vertrauenswürdig	1.0	0	0
Missgelaunt	0	1.0	0
herzzerreissend	0.7	0	0
Abrackern	0	1.0	0
Katzenjammer	0	1.0	0
jovial	0.7	0	0
Giftfrei	1.0	0	0
Verlegenheit	0	1.0	0
unerfreulich	0	1.0	0
Berufsunfähigkeit	0	0.7	0
Interesselos	0	0.7	0
Verformt	0	1.0	0
versäumen	0	0.7	0
irritierend	0	1.0	0
gerade stehen	0	1.0	0
Delirieren	0	1.0	0
Kriegsgräuel	0	0.7	0
Begierde	0	1.0	0
Glücksgefühl	1.0	0	0
verdammen	0	1.0	0
Schluckbeschwerden	0	1.0	0
Entflammen	0.7	0	0
meisterlich	1.0	0	0
entzückend	1.0	0	0
Desinteresse	0	1.0	0
Inflationsrate	0	0.7	0
Wirtschaftswachstum	0.7	0	0
Arbeitsscheu	0	0.7	0
Destabilisierung	0	1.0	0
Schwung	0.7	0	0
unerwünscht	0	0.7	0
Lustlos	0	0.7	0
schaurig	0	1.0	0
Sisyphusarbeit	0	1.0	0
Terrorismus	0	0.7	0
Nepp	0	1.0	0
Inbrunst	1.0	0	0
bezichtigen	0	1.0	0
Lasterhaft	0	1.0	0
zufried sein	1.0	0	0
ölig	0	0.7	0
schwarz sehen	0	0.7	0
frieren	0	1.0	0
Versicherungsbetrug	0	1.0	0
Dekodieren	0.7	0	0
weihen	0	0.7	0
Zerfall	0	1.0	0
kostenlos	0.7	0	0
Betriebserlaubnis	1.0	0	0
Verladen	0	0.7	0
blau	0	0.7	0
lebensfähig	1.0	0	0
verwunden	0	1.0	0
Wirtschaftsblockade	0	0.7	0
Beklommenheit	0	1.0	0
Herrlichkeit	1.0	0	0
Hochschulstudium	1.0	0	0
verpassen	0	0.7	0
Wehwehchen	0	0.7	0
Heiterkeit	1.0	0	0
Mutwilligkeit	0	0.7	0
Verschulden	0	1.0	0
Unstetigkeit	0	1.0	0
Unbehagen	0	1.0	0
mächtig	0.7	0	0
Beschädigung	0	0.7	0
Clean	0.7	0	0
wehren	0	1.0	0
steuern	0	0.7	0
gestorben	0	1.0	0
Trägheit	0	0.7	0
Gläubigkeit	1.0	0	0
hoffen	0.7	0	0
Fehlerlosigkeit	1.0	0	0
selbstschädigend	0	1.0	0
nationalistisch	0	1.0	0
hartherzig	0	1.0	0
Gier	0	1.0	0
Schwäche	0.7	0.7	0
deprimierend	0	1.0	0
Durchtriebenheit	0	1.0	0
selbstsüchtig	0	1.0	0
aufwieglerisch	0	1.0	0
Anstandslos	0	1.0	0
tieftraurig	0	1.0	0
hungern	0	1.0	0
Geldstrafe	0	1.0	0
Selbstmord	0	0.7	0
Rigid	0	1.0	0
Grossoffensive	0	1.0	0
Bewährungsstrafe	0	1.0	0
lachhaft	0	1.0	0
ergreifend	0.7	0	0
Untalentiert	0	1.0	0
schauerlich	0	1.0	0
auslachen	0	1.0	0
Alkoholgenuss	0	1.0	0
Erbarmen	1.0	0	0
Deformiert	0	1.0	0
Schwerhörigkeit	0	1.0	0
integ	1.0	0	0
Narbe	0	1.0	0
Blessieren	0	1.0	0
Behämmert	0	1.0	0
Zankapfel	0	0.7	0
souverän	1.0	0	0
Vergrätzt	0	1.0	0
Wucherung	0	1.0	0
Schnupfen	0	1.0	0
Grummeln	0	1.0	0
Verheimlichung	0	0.7	0
Gotteslästerung	0	0.7	0
Kriegswirren	0	0.7	0
pflichteifrig	0.7	0	0
Thronraub	0	0.7	0
Zerbrechlichkeit	0	0.7	0
unfreundlich	0	1.0	0
Generalstreik	0	0.7	0
Abrüstungsgespräch	0.7	0	0
Monieren	0	1.0	0
Unsicherheitsfaktor	0	0.7	0
Unterqualifiziert	0	1.0	0
Fehlkalkulation	0	1.0	0
Wechselfieber	0	1.0	0
Koalitionsstreit	0	0.7	0
Abfertigen	0	1.0	0
gezwungen	0	0.7	0
Vergasung	0	0.7	0
Krisenstimmung	0	1.0	0
Ekstase	1.0	0	0
Herzitieren	0	0.7	0
Gelehrtheit	1.0	0	0
Revolution	0	0.7	0
fein	1.0	0	0
Überbevölkerung	0	1.0	0
Machtanspruch	0.7	0	0
Lebensfern	0	1.0	0
Uninteressiert	0	1.0	0
verüben	0	1.0	0
engagiert	0.7	0	0
erlösen	1.0	0	0
Ermahnung	0	1.0	0
Verpfeifen	0	1.0	0
Herzversagen	0	1.0	0
Verwitwen	0	0.7	0
makab	0	1.0	0
Glückreich	1.0	0	0
belastend	0	1.0	0
demoralisierend	0	1.0	0
Schmälerung	0	0.7	0
übergewichtig	0	0.7	0
auflachen	1.0	0	0
Schönheit	1.0	0	0
attackieren	0	1.0	0
Siechtum	0	1.0	0
gesellschaftsunfähig	0	1.0	0
bewundernswert	1.0	0	0
Gestresst	0	1.0	0
folgenschw	0	1.0	0
hinfällig	0	1.0	0
Polizeigewalt	0	0.7	0
rassistisch	0	1.0	0
Erkrankung	0	1.0	0
umweltfeindlich	0	1.0	0
strahlend	1.0	0	0
Literaturbegeistert	1.0	0	0
tollkühn	0.7	0	0
Hinwendung	0.7	0	0
Unterkühlt	0	0.7	0
aufblühen	0.7	0	0
Faszination	0.7	0	0
sündig	0	1.0	0
Brandstiftung	0	0.7	0
Obsession	0	1.0	0
Hornhautverkrümmung	0	1.0	0
Abfallbeseitigung	0	1.0	0
Virusinfektion	0	1.0	0
melancholisch	0	1.0	0
Gleichberechtigung	0.7	0	0
lebensuntüchtig	0	0.7	0
Legalität	0.7	0	0
Widersprüchlichkeit	0	1.0	0
spucken	0	0.7	0
geistesgegenwärtig	1.0	0	0
Düngung	0.7	0	0
Geknickt	0	0.7	0
Kopfschuss	0	1.0	0
Nichts	0	0.7	0
