word	positive	negative	neutral
Anmuthgen	1.0	0	0
Abendteurliche	0.7	0	0
Idealis	1.0	0	0
t ieck	0	0.7	0
Gröbster	0	1.0	0
unerquicklich	0	1.0	0
obdachlos	0	1.0	0
unmasgeblich	0	1.0	0
Vermog	0.7	0	0
unterhaltsam	1.0	0	0
Anschrien	0	1.0	0
erlamen	0	0.7	0
Geistreichstes	1.0	0	0
Bestächst	0	1.0	0
Beruhrte	1.0	0	0
Galanter	1.0	0	0
Auserwählt	1.0	0	0
Hyndern	0	0.7	0
Hyndert	0	0.7	0
Befreiungskrieges	0	1.0	0
Schändliche	0	1.0	0
Verwierfet	0	1.0	0
Gesundrer	1.0	0	0
ämpsig	0.7	0	0
Verzühen	0.7	0	0
Verschiedne	0	1.0	0
Geneissen	1.0	0	0
Blutbades	0	1.0	0
Verdürbt	0	1.0	0
Grimmigften	0	1.0	0
Geschäftigste	0.7	0	0
Scrupellos	0	1.0	0
kurios	0	1.0	0
Ems'Ges	0.7	0	0
Ems'Ger	0.7	0	0
Rechtmessiger	1.0	0	0
Rechtmessiges	1.0	0	0
Verdürbe	0	1.0	0
Rechtmessigen	1.0	0	0
Subtiliren	1.0	0	0
Wundtmahl	0	1.0	0
Verhohnepipeln	0	1.0	0
Bankrutt	0	0.7	0
nöhtig	0	1.0	0
Hesslichkeit	0	0.7	0
Freuret	0	1.0	0
Verschrikt	0	1.0	0
Begrüssete	0.7	0	0
Verwahrlosten	0	1.0	0
Schhatz	0.7	0	0
Zorn'Gen	0	1.0	0
Schoenen	1.0	0	0
Ausschliesse	0	0.7	0
Allzuunfletige	0	1.0	0
Allergefressigste	0	1.0	0
Niederlassungsfreiheit	0.7	0	0
Schendliche	0	1.0	0
Zurückbliebenen	0	0.7	0
abzutöden	0	1.0	0
Critisiren	0	1.0	0
Zuofürkommen	0.7	0	0
Traurigerem	0	1.0	0
Ausschliesst	0	0.7	0
Zorn'Ger	0	1.0	0
Autoritäre	0	1.0	0
Misvergnügens	0	1.0	0
Vnwill	0	1.0	0
Gesundheitsreform	1.0	0	0
Hip	0	0.7	0
Galantem	1.0	0	0
Galanten	1.0	0	0
Hiu	0	1.0	0
Auslauget	0	1.0	0
Complicierten	0	0.7	0
Verborgner	0	0.7	0
Menschenfreundlichste	1.0	0	0
Grolle	0	1.0	0
frappirend	1.0	0	0
Hib	0	0.7	0
Unverhohlnes	0	0.7	0
besorengt	0	1.0	0
Hif	0	1.0	0
fie	0	1.0	0
Aufblühete	0.7	0	0
Degoutiert	0	1.0	0
gebildet	1.0	0	0
Originellere	1.0	0	0
Galantes	1.0	0	0
Brillant	1.0	0	0
schäumen	0	1.0	0
Bezähmt	1.0	0	0
Beschweerte	0	1.0	0
Consolidirung	1.0	0	0
Freimütige	1.0	0	0
rühmlichen	0.7	0	0
Unkundigsten	0	1.0	0
Brillanz	1.0	0	0
anzuzihen	0.7	0	0
Hoffnungsvollere	1.0	0	0
Bezähme	1.0	0	0
Erkranckete	0	1.0	0
Kohler	0	1.0	0
Hoffnungsvollern	1.0	0	0
Beysst	0	0.7	0
Blutrache	0	1.0	0
Echtsten	1.0	0	0
Scheue	0	1.0	0
Unerschwinglichem	0	1.0	0
befreit	1.0	0	0
Heuraten	0.7	0	0
Vergälte	0	1.0	0
Bedürfnislosen	0.7	0	0
Unvernünftgen	0	1.0	0
Freiheitseinzug	0	1.0	0
Kolika	0	1.0	0
Bekentnüs	0.7	0	0
Belögest	0	1.0	0
Ungebethen	0	1.0	0
Förderlichem	0.7	0	0
Verdecktest	0	0.7	0
Engres	1.0	0	0
Verletzet	0	1.0	0
Wahrhastigkeit	1.0	0	0
schrecklchen	0	1.0	0
Weinst	0	1.0	0
Verwunderten	0	1.0	0
Schmertzlicheren	0	1.0	0
Unvernünftger	0	1.0	0
Allersusseste	0.7	0	0
Unerschwinglicher	0	1.0	0
Begeh	0	1.0	0
gammlig	0	1.0	0
Geklaget	0	1.0	0
Thalente	1.0	0	0
Vorgaukelt	0	0.7	0
Kränk	0	1.0	0
Lebendigere	0.7	0	0
Zerstrewt	0	1.0	0
Getaüscht	0	1.0	0
Gefahrlosen	0.7	0	0
Verwiesten	1.0	0	0
Brgen	0	0.7	0
ausreifend	1.0	0	0
Thettlicher	0	1.0	0
Lohnerhöhung	0.7	0	0
Überspanntens	0	0.7	0
Abgeschürft	0	0.7	0
Unausgegorenen	0	1.0	0
Angrieff	0	1.0	0
Beger	0.7	0	0
Zuruckweisen	0	1.0	0
Gichten	0	1.0	0
Luset	1.0	0	0
Entfallest	0	0.7	0
Unfollkommenheit	0	1.0	0
Bankerott	0	0.7	0
Resisterent	1.0	0	0
Hoffnungsvollesten	1.0	0	0
Reisseten	0	0.7	0
Sneid	1.0	0	0
interessieren 's	1.0	0	0
Bewunderten	1.0	0	0
Schoener	1.0	0	0
dahinsiechen	0	1.0	0
Zurükziehn	0	0.7	0
Metsten	0	0.7	0
Ausklärte	0.7	0	0
sönderlich	0	1.0	0
Ausgemustert	0	1.0	0
Undankbahr	0	1.0	0
Festeste	0.7	0	0
Entlassst	0	0.7	0
Vortrefflichere	1.0	0	0
Nervea	0	1.0	0
Aufreibe	0	0.7	0
Vnuerdrossener	0.7	0	0
vnfelbar	1.0	0	0
Studiertest	0.7	0	0
Vortrefflichern	1.0	0	0
Spiesserhaft	0	0.7	0
Maccabaeer	0	1.0	0
Schnupffens	0	1.0	0
Androheten	1.0	0	0
Besserunge	0.7	0	0
Verkehrssicherheit	0.7	0	0
Verbrämete	0	1.0	0
Verbleichest	0	1.0	0
Feindsäligen	0	1.0	0
Ungebetener	0	1.0	0
Ehrenwerthesten	1.0	0	0
Lerete	0	1.0	0
Meuchelmordes	0	0.7	0
Günftigere	1.0	0	0
nicht s	0	0.7	0
Umzuwerffen	0.7	0	0
Vnerhört	0	1.0	0
betrügrisch	0	1.0	0
Freizügigkeit	1.0	0	0
Auffweckten	1.0	0	0
Gedrohet	0	1.0	0
Stichhaltigeres	1.0	0	0
Leistungsfähige	0.7	0	0
Rein'Gen	0.7	0	0
Rechtsspruch	0	0.7	0
Zuosagen	1.0	0	0
Krampf	0	1.0	0
Gyren	0	0.7	0
Meuchelmorden	0	0.7	0
Unvergängliehkeit	0.7	0	0
Trauweten	0.7	0	0
Rühmlicheren	0.7	0	0
Starcke	1.0	0	0
Trainierte	0.7	0	0
Habilitiren	0.7	0	0
Imponierten	1.0	0	0
Quittirest	0.7	0	0
Starckh	1.0	0	0
Prächtigeren	1.0	0	0
Gütigste	1.0	0	0
Herabläst	0	0.7	0
Unguter	0	1.0	0
Bannten	1.0	0	0
Gefangennemen	0	1.0	0
Ungutem	0	1.0	0
wolthunen	0.7	0	0
Eherrlichere	1.0	0	0
Habilitiret	0.7	0	0
verdrängend	0.7	0	0
Unverdorbenem	1.0	0	0
Schlagkräftigere	1.0	0	0
Gringsten	0	0.7	0
Unverdorbenen	1.0	0	0
Corrrigiren	0.7	0	0
Prächtigerem	1.0	0	0
Ohnerhörtesten	0	1.0	0
Indifferentere	0	1.0	0
Unfähigkeiten	0	0.7	0
Erfror'Ne	0	1.0	0
Hinderlicher	0	1.0	0
Ängstigte	0	1.0	0
Eigenbrötelei	0	0.7	0
Gewaltsäm	0	1.0	0
Treuherzigen	0	0.7	0
Misslangen	0	1.0	0
Mitgenommen	0	1.0	0
Autark	0.7	0	0
Sönderlicher	0	1.0	0
Handvesten	1.0	0	0
vorlügt	0	1.0	0
Agonieen	0	0.7	0
Lebhaftsten	0.7	0	0
Bröllen	0	1.0	0
anspornen	1.0	0	0
versagt	0	1.0	0
Critisirt	0	1.0	0
Bezahlts	0	1.0	0
eigen-nützig	0	1.0	0
Verlittene	0	1.0	0
Geisttötende	0	1.0	0
Verwesete	0	0.7	0
blutrünstig	0	1.0	0
Bezahltn	0	1.0	0
verschweigend	1.0	0	0
Ruhigste	0.7	0	0
geschefftig	0.7	0	0
Waffenreduktion	0.7	0	0
Peleybt	0	0.7	0
Bezahlte	0	1.0	0
Sönderlichem	0	1.0	0
Niederschmetternd	0	1.0	0
Vergnüget	1.0	0	0
Grauenvolleres	0	1.0	0
Angemacht	0	1.0	0
Vornembste	0.7	0	0
hysterisch	0	1.0	0
Geräthst	1.0	0	0
Ausszerren	0	0.7	0
Abstiess	0	1.0	0
Allernüchternster	0.7	0	0
Feindlichen	0	1.0	0
Zufügte	0	0.7	0
Geweichet	0.7	0	0
Feindlichem	0	1.0	0
Feindlicher	0	1.0	0
Feindliches	0	1.0	0
Vnbegründet	0	1.0	0
Verletztet	0	1.0	0
Pakkest	0.7	0	0
Bässer	1.0	0	0
Hardes	0.7	0	0
Vergnügen	1.0	0	0
Nöttiger	0	1.0	0
Frolokt	1.0	0	0
Ansag	0.7	0	0
Geseufftzt	0	0.7	0
fewrichen	0.7	0	0
Zurükzogen	0	0.7	0
Leberentzündung	0	1.0	0
Verwundeen	0	1.0	0
Bisset	0	0.7	0
Hämmorrhoiden	0	1.0	0
Angestekkt	0	0.7	0
Allereylfertigsten	0	0.7	0
Bisser	1.0	0	0
Bisses	1.0	0	0
Härtest	0.7	0	0
Bissen	0	0.7	0
Fchlechtesten	0	1.0	0
Unseligs	0	1.0	0
Ehrwürdigste	1.0	0	0
Schändtlichste	0	1.0	0
Ansah	1.0	0	0
Grauenerregende	0	1.0	0
Angeklaget	0	1.0	0
Schrient	0	1.0	0
Grement	0	1.0	0
Hmmlischer	1.0	0	0
Spänne	0	0.7	0
abhengig	0	1.0	0
Innahmen	1.0	0	0
Schertzhafftem	1.0	0	0
elend	0	1.0	0
Dickere	0	0.7	0
allzuniederträchtig	0	1.0	0
Kränckliche	0	1.0	0
Unaufmerksamsten	0	1.0	0
ersreulichen	1.0	0	0
Aesucht	0	1.0	0
Degradiert	0	1.0	0
Schmertzte	0	1.0	0
Lafse	0.7	0	0
nutzlichen	1.0	0	0
Bestürtzunge	0	0.7	0
Unbarmhertzigsten	0	0.7	0
Kräncklicht	0	1.0	0
Verkennst	0	0.7	0
vergraulen	0	1.0	0
Kümmerliches	0	1.0	0
Kümmerlicher	0	1.0	0
Erbawlichem	0.7	0	0
Bettlägrige	0	1.0	0
Dunkelste	0	0.7	0
Erbawliches	0.7	0	0
Erschutterung	0	0.7	0
Gekrümpt	0	1.0	0
Plauen	0	0.7	0
erlog'nen	0	1.0	0
Verbremt	0	1.0	0
Härter	0.7	0	0
Anämischem	0	1.0	0
Schiefgelaufen	0	1.0	0
Allerrealesten	1.0	0	0
hinderligt	0	1.0	0
Erhabnerem	1.0	0	0
Erhabneren	1.0	0	0
Blessure	0	0.7	0
Übertrettet	0	1.0	0
Absöluten	0.7	0	0
Plinde	0	1.0	0
Dauerte	0	1.0	0
Übertretten	0	1.0	0
Blessiert	0	1.0	0
Fruchtbar'N	0.7	0	0
Verfrässest	0	1.0	0
Wigte	1.0	0	0
Alleransehnlichsten	1.0	0	0
Kreutzzuge	0	1.0	0
Erhabneres	1.0	0	0
Entfallene	0	0.7	0
singen	0	0.7	0
Anämisches	0	1.0	0
Vertragstreue	0.7	0	0
ertragsfähig	1.0	0	0
Fräuen	1.0	0	0
Schryn	0	1.0	0
Studiret	0.7	0	0
eynfelltiglich	0	1.0	0
Schrye	0	1.0	0
Andröhete	1.0	0	0
Erhabnerm	1.0	0	0
handgreifflich	0	1.0	0
Widersprichst	0	1.0	0
gebrig	0	1.0	0
Beunruhigten	0	1.0	0
Befliesse	0	0.7	0
Hinauswirfft	0	1.0	0
Bescheidenste	1.0	0	0
Überforderung	0	1.0	0
Schryt	0	1.0	0
Aussführlichkeit	0.7	0	0
Spissige	0	0.7	0
Studiren	0.7	0	0
Blankenh	0	0.7	0
Bezaubernd	1.0	0	0
Verslossene	0	1.0	0
Scheuteren	0	1.0	0
Aufrecht-Erhaltung	0.7	0	0
Fehiges	1.0	0	0
Mühd	0	1.0	0
Sentimentalste	0	1.0	0
Unbarmherzigem	0	0.7	0
Auffgeddrret	0	0.7	0
Rückgrathes	0.7	0	0
Anspannte	0	0.7	0
Tollsten	1.0	0	0
Allerbravsten	1.0	0	0
Erkohrst	1.0	0	0
Fortziehn	0.7	0	0
Übermäsiges	0	1.0	0
Barmher-Zigkeit	1.0	0	0
Fehlerlos	1.0	0	0
Allersitsamste	1.0	0	0
Schwargen	1.0	0	0
Berufsbildung	1.0	0	0
Ausgespockt	0	0.7	0
Verzweiffelt	0	1.0	0
Ängstigete	0	1.0	0
Konstruktives	1.0	0	0
Kaltte	0	0.7	0
Allerschlechtest	0	1.0	0
Grinsete	1.0	0	0
Exceptionelle	1.0	0	0
Durchfälle	0	1.0	0
wolwollenden	1.0	0	0
Überbelasten	0	0.7	0
Verzweiffele	0	1.0	0
Abstritte	0	0.7	0
Verhaste	0	1.0	0
Umbständtlicher	0	0.7	0
Dolchstosses	0	0.7	0
bevorzugt	1.0	0	0
Durchfällt	0	0.7	0
Censuren	0	0.7	0
Ladungssicherung	0.7	0	0
Verzweiffeln	0	1.0	0
Wack'Ren	1.0	0	0
Befördert	0.7	0	0
Verdauren	0	1.0	0
Bedürfnisslose	0.7	0	0
Conspirirete	0	0.7	0
beeidigt	1.0	0	0
Beförderr	0.7	0	0
Ubergewicht	0	1.0	0
Vnseeliges	0	1.0	0
übermäsig	0	1.0	0
Riu	0	1.0	0
Schussa	0	1.0	0
gruselt 's	0	1.0	0
angriffslustig	0	1.0	0
Sinnlichsten	1.0	0	0
Schwöret	1.0	0	0
Nervenentzündung	0	1.0	0
Berewt	0	1.0	0
Wack'Rer	1.0	0	0
bedächtlich	0.7	0	0
Gehässige	0	1.0	0
Dorrten	0	0.7	0
Befreyungs	1.0	0	0
unfürsichtiglich	0	1.0	0
Sennen	0.7	0	0
Überbelastet	0	0.7	0
Umbrächten	0	1.0	0
Verdirbst	0	1.0	0
Unangenehmen	0	1.0	0
Verlohrest	0	0.7	0
Herem	1.0	0	0
aufsteygt	0.7	0	0
Selbstbetruges	0	1.0	0
Dürftgem	0	0.7	0
Embsigst	0.7	0	0
Ausschlieset	0	0.7	0
Vernünftigern	1.0	0	0
Wittme	0	0.7	0
Dömüttigen	0	1.0	0
polemisch	0	0.7	0
Arm-Säliger	0	1.0	0
Vernünftigerm	1.0	0	0
Gebährest	1.0	0	0
Allerschöneste	1.0	0	0
Besytzen	0	1.0	0
Fähigkeitten	0.7	0	0
himmelischen	1.0	0	0
Ybermuth	1.0	0	0
Spähren	0	1.0	0
Kempffe	0	0.7	0
Iberfallen	0	1.0	0
Pakt	0.7	0	0
Vortrefflliche	1.0	0	0
hizig	0	1.0	0
Gschwulst	0	1.0	0
Anehmlichkeiten	0.7	0	0
Geadelt	0.7	0	0
Arm-Säligen	0	1.0	0
Vertheitigen	1.0	0	0
Bändgen	1.0	0	0
Türsten	0	0.7	0
Fabelhaftern	1.0	0	0
Lieblingsfarben	1.0	0	0
Ungeschiklichkeit	0	1.0	0
Lustges	1.0	0	0
Lustger	1.0	0	0
Fidelles	1.0	0	0
zufriedenstellend	1.0	0	0
Mit-Genommen	0	1.0	0
Kaputtgehen	0	0.7	0
Sruchtbare	0.7	0	0
Drawungen	0.7	0	0
Pfif	1.0	0	0
Külem	0	0.7	0
Lustgen	1.0	0	0
Distinguieren	0.7	0	0
Külen	0	0.7	0
Zerbläust	0	0.7	0
Infragestellung	0	1.0	0
Gewalttaten	0	0.7	0
Gewonnenn	1.0	0	0
Manierten	0	1.0	0
Bringschuld	0	0.7	0
Berürete	1.0	0	0
Erstiecke	0	1.0	0
Allerärmesten	0	1.0	0
Besyttzenn	0	1.0	0
Aufweckten	1.0	0	0
Allercuriöseste	0	1.0	0
elendem	0	1.0	0
Generalität	0.7	0	0
Süsseren	0.7	0	0
Süsseres	0.7	0	0
Süsserer	0.7	0	0
Attractiven	1.0	0	0
Unterstüzt	1.0	0	0
haimlich	0	0.7	0
Berühr'St	1.0	0	0
Aufflosen	0	1.0	0
Schnödeste	0	1.0	0
Verbrint	0	0.7	0
timokratischen	0.7	0	0
Unterwirfet	0	0.7	0
Glingen	1.0	0	0
Depresive	0	1.0	0
Merkwürdge	0	1.0	0
Züfügen	0	0.7	0
Engagementen	1.0	0	0
Verbotene	0	1.0	0
Theür	0	1.0	0
Versach	0	1.0	0
Verbrinn	0	0.7	0
nüzlichen	1.0	0	0
Ausgeholt	0	0.7	0
Zeihn	0	1.0	0
Aufgelöfet	0	1.0	0
Diensteifrige	0	0.7	0
Mopsen	0	1.0	0
Begabtester	1.0	0	0
Fetterem	0.7	0	0
Belehrungen	0	1.0	0
Ausschimpfte	0	1.0	0
Unüberlegte	0	1.0	0
Wnd	0.7	0	0
Imponiren	1.0	0	0
Höhnt	0	1.0	0
Überträtteren	0	1.0	0
Affronte	0	1.0	0
Gewissenhafte	1.0	0	0
schöpferischen	1.0	0	0
Öberzogen	0	1.0	0
Verschlageneste	0	1.0	0
Verbothenen	0	1.0	0
Imponiret	1.0	0	0
Vnverdienet	0	1.0	0
Allerruchlosesten	0	1.0	0
Schüldigster	0	1.0	0
Höhne	0	1.0	0
entbrennend	0.7	0	0
Congeniale	1.0	0	0
Ergreiff	0.7	0	0
Affronts	0	1.0	0
Argwohne	0	1.0	0
Hinderten	0	0.7	0
Steiffes	0	0.7	0
Plausibil	1.0	0	0
Unschuldigsten	1.0	0	0
Reservierten	0	0.7	0
heimmsuchen	0	1.0	0
Zerfroren	0	1.0	0
Dummeste	0	1.0	0
Entfielt	0	0.7	0
Hofieren	0.7	0	0
Hassliebe	0	0.7	0
Hindertet	0	0.7	0
Bedürfnis	0.7	0	0
Quetschete	0	0.7	0
Grauenhafteste	0	1.0	0
Übertreibest	0	1.0	0
gebrannt	0	0.7	0
Liberalern	0.7	0	0
Zyert	0	1.0	0
Meckert	0	1.0	0
Zülassen	1.0	0	0
Obscursten	0	1.0	0
Liberalere	0.7	0	0
Vorwürffen	0	1.0	0
Auskamen	0.7	0	0
Stumpfheit	0	1.0	0
Schuld'Gen	0	1.0	0
Verantworta	1.0	0	0
Mildestes	1.0	0	0
Fassestu	0.7	0	0
Verantworte	1.0	0	0
Hessligkeit	0	0.7	0
Tallen	1.0	0	0
Bereitwilligstem	0.7	0	0
Warnigen	0	0.7	0
Zusetzest	0	1.0	0
Zurükkegehalten	1.0	0	0
Blessuren	0	0.7	0
Bekummernuss	0	1.0	0
Besäligen	1.0	0	0
Entmuthigenden	0	1.0	0
Langweiligers	0	1.0	0
Neherem	1.0	0	0
Eingeschraenkt	0	0.7	0
Niederer	0	0.7	0
Niederes	0	0.7	0
kohl	0.7	0	0
Aufgeblafen	0	0.7	0
Niederen	0	0.7	0
Niederem	0	0.7	0
Langweiligern	0	1.0	0
Überlegete	1.0	0	0
Empörte	0	1.0	0
Gröffer	0.7	0	0
Ohnvernünfftiger	0	1.0	0
akzeptieren	1.0	0	0
Besäliget	1.0	0	0
Eigenmächtgen	0	1.0	0
Langweiligere	0	1.0	0
Bereitwilligster	0.7	0	0
Allersinnlichste	1.0	0	0
Setzestu	0.7	0	0
Keilef	0	0.7	0
Untrügliches	0.7	0	0
Cald	0	0.7	0
Keilen	0	0.7	0
Fictif	0	1.0	0
Nutzlichste	1.0	0	0
Verschätzet	0	0.7	0
Keiles	0	0.7	0
Ohnerhörten	0	1.0	0
Untrüglichem	0.7	0	0
Ermehre	0	1.0	0
Erbittet	0.7	0	0
Vndanckbarkeit	0	1.0	0
Zerriger	0.7	0	0
unverzeihlich	0	1.0	0
Zweifelst	0	0.7	0
Curiösem	0	1.0	0
dankbarern	1.0	0	0
Beaengstigende	0	1.0	0
Kurzsichtigem	0	0.7	0
Conspiriret	0	0.7	0
Geheimnisvolleres	0.7	0	0
Kurzsichtigen	0	0.7	0
Gnädigft	0.7	0	0
Schlichtem	0.7	0	0
Beläben	0.7	0	0
Aufffresse	0	0.7	0
fesseln	0	1.0	0
Energieverluste	0	1.0	0
Belogne	0	1.0	0
Erren	1.0	0	0
Obscoena	0	1.0	0
Kurzsichtiges	0	0.7	0
Kurzsichtiger	0	0.7	0
Todschlagk	0	0.7	0
Suucht	1.0	0	0
Conspiriren	0	0.7	0
Ausschlage	0	0.7	0
nachträgt	0	1.0	0
Grundloseres	0	1.0	0
