Title: Miß Sara Sampson
Number of all tokens: 9905
Nummber of different tokens: 3770

Token	Frequency
Mellefont	144
Miß	126
Marwood	109
würde	76
Lady	67
Ach	67
Vater	66
wohl	61
Liebe	61
werde	49
sehen	46
Sara	44
Herz	41
meiner	41
Waitwell	41
sagen	40
Tochter	39
alles	37
weiß	35
wollte	35
Brief	35
vielleicht	34
gewiß	32
wissen	32
Hand	32
itzt	30
gewesen	30
allein	30
Betty	28
eben	28
seiner	27
vergessen	25
genug	25
Sir	25
meines	25
Augenblick	24
Norton	24
Augen	24
Welt	23
wahr	22
lange	22
Leben	22
nie	21
liebste	21
Tugend	20
gut	20
lesen	20
Vaters	20
zurück	20
wider	19
wenig	19
glücklich	19
Gott	19
Herr	18
nehmen	18
andern	18
Tränen	18
Augenblicke	18
sei	18
länger	18
ganze	17
lieben	17
Mann	17
vergeben	17
verlassen	17
andre	16
weiter	16
Hannah	16
Mutter	16
Kind	16
gar	16
Namen	16
Frauenzimmer	16
gern	16
Zweifel	15
Art	15
denken	15
Verbrechen	15
Himmel	15
wenigstens	15
hätten	15
bald	15
Hülfe	14
weniger	14
lieber	14
geht	14
gesagt	14
Ehre	14
kein	14
Tage	14
keinen	14
Geh	14
sage	13
wirst	13
Tag	13
Arabellen	13
kömmt	13
derselben	13
Füßen	13
recht	12
könne	12
Zeit	12
ihrem	12
Ende	12
Vermögen	12
Ihres	12
gefallen	12
wollten	12
bitte	12
ruhig	12
finden	12
Glück	12
oft	12
getan	12
liebt	12
letzten	11
sagt	11
müsse	11
mag	11
glaube	11
deinen	11
ehe	11
hast	11
Unglück	11
Freude	11
Fehler	11
kennen	11
ersten	11
Sampson	11
letzte	11
annehmen	10
willst	10
Seite	10
Wort	10
endlich	10
ewig	10
gehabt	10
unsern	10
Laß	10
deswegen	10
würden	10
erwarten	10
unserer	10
ganzen	10
ward	9
sterben	9
glauben	9
Vergnügen	9
kleine	9
Bella	9
erst	9
Ihrem	9
unsere	9
leben	9
hören	9
sehe	9
besser	9
welchem	9
unser	9
verlieren	9
List	9
bitten	9
läßt	9
Gedanken	9
erste	9
Seele	9
stehen	9
suchen	9
Hoffnung	9
Mensch	9
wären	8
gesehen	8
Sprache	8
desselben	8
Dolch	8
Antwort	8
durchaus	8
erhalten	8
unglücklich	8
Ha	8
lieset	8
lieb	8
zärtlichen	8
Mitleiden	8
verzeihen	8
darin	8
hoffe	8
Lebens	8
Wut	8
alten	8
alter	8
Vergebung	8
verloren	8
sonst	8
verdient	8
Gewalt	8
geschehen	8
Madam	8
guter	8
Vielleicht	8
Klagen	8
Solmes	8
Willen	8
müßte	8
geworden	7
Person	7
Rache	7
laß	7
deiner	7
William	7
Herzens	7
Geschlechts	7
Verbindung	7
wünschte	7
gekommen	7
ihres	7
lasse	7
fort	7
Schwachheit	7
Verstellung	7
sieht	7
bleibt	7
unglückliche	7
Gerechtigkeit	7
Leute	7
Gesinnungen	7
leicht	7
Reden	7
Arme	7
Wollust	7
erfahren	7
Gift	7
Mühe	7
Armen	7
Komm	7
nennen	7
steht	7
seh	7
heute	7
Natur	7
Zimmer	7
allzu	7
fast	7
helfen	7
Nacht	7
fühle	7
Bedenken	7
komme	7
Gefahr	7
dahin	7
Herzen	7
setzen	7
Vorwurf	7
gute	7
liebe	7
wünschen	7
Empfindungen	7
weder	7
Blick	7
Nachricht	7
außer	7
jemals	6
fällt	6
Mädchen	6
brauchen	6
nahe	6
väterlichen	6
Dienste	6
schreiben	6
enthalten	6
Schande	6
Vorstellungen	6
nunmehr	6
Freundin	6
mache	6
Flucht	6
Morgen	6
hoffen	6
böse	6
Laster	6
gehe	6
Wohin	6
liebster	6
Erlauben	6
teuer	6
sogleich	6
London	6
erinnern	6
Anverwandte	6
Tod	6
darum	6
Gewissen	6
Bitten	6
bekommen	6
wagen	6
gestehen	6
Händen	6
Reue	6
Freundschaft	6
fühlen	6
fürchte	6
weinen	6
Unglückliche	6
bloß	6
kenne	6
kurze	6
Aufenthalt	6
verlangen	6
Allein	6
Worte	6
empfangen	6
Geist	6
Anteil	6
selten	6
einzige	6
bittet	5
fürchten	5
Abscheu	5
legen	5
Schicksale	5
niemals	5
Angst	5
dürfte	5
verstehen	5
beste	5
fliehen	5
nimmt	5
Verlangen	5
Sage	5
Freunde	5
machten	5
gebracht	5
halb	5
Vorwürfe	5
behalten	5
jener	5
Schrecken	5
antworten	5
Schlinge	5
ansehen	5
geschwind	5
Wert	5
Zwang	5
Sache	5
entschlossen	5
Erbarmen	5
eigne	5
nötig	5
empfinden	5
Schönheit	5
gehört	5
Sohn	5
Strafe	5
Verführer	5
Gesichte	5
krank	5
Recht	5
tausend	5
erlauben	5
Mut	5
zärtliche	5
zufrieden	5
vollkommen	5
Ursache	5
reden	5
Freiheit	5
genießen	5
Einbildungen	5
scheinet	5
eignen	5
fand	5
strafen	5
Dank	5
dadurch	5
gab	5
Besuch	5
angenehm	5
danke	5
Hälfte	5
Itzt	5
Martern	5
Elende	5
früh	5
kannst	5
Qualen	5
guten	5
Kräfte	5
fehlte	5
rege	5
zeigen	5
keiner	5
vergebens	5
längst	5
Gewiß	5
Einbildung	5
Auge	5
Gelegenheit	5
überzeugt	5
freilich	5
Diener	5
Haus	5
Denkungsart	4
verursacht	4
versprach	4
Arabella	4
Acht	4
arme	4
herein	4
niemand	4
glaubte	4
deinem	4
Verzeihen	4
sahe	4
Erbschaft	4
lauter	4
tot	4
Bedienter	4
Einfall	4
heißt	4
dasjenige	4
weißt	4
anfangen	4
Sarchen	4
Mienen	4
hab	4
Sieh	4
gönnen	4
widerfahren	4
geliebten	4
Betrübnis	4
ließ	4
Eben	4
Bitte	4
Schmerz	4
lernen	4
trennen	4
Glauben	4
