Title: Der Schatz
Number of all tokens: 4802
Nummber of different tokens: 1993

Token	Frequency
Herr	90
wohl	65
Lelio	52
ja	40
sagen	36
Philto	33
Anselmo	32
Ja	32
schon	31
eben	31
Maskarill	30
gar	29
Sohn	28
Vater	27
wäre	27
mehr	25
lassen	25
Haus	25
Taler	24
Mann	24
Freund	23
Jahr	21
Staleno	21
Geld	21
hätte	20
genug	19
tausend	19
weiß	19
Leute	18
gewiß	18
recht	18
ganz	18
geben	17
wissen	16
gut	16
gleich	16
Herrn	15
kommen	15
Schwester	14
Mädchen	14
sehen	14
lieber	14
Leander	14
Anselmus	14
gehen	14
Hause	14
wahr	13
Je	13
sehe	13
Namen	13
Aussteuer	13
Raps	13
heißt	12
Mündel	12
Interessen	12
Vormund	12
guter	12
Briefe	12
Tochter	11
wenig	11
Ei	11
Betrieger	11
Koffer	11
gute	11
Ach	11
müßte	11
lange	10
alte	10
hören	10
ab	10
bekommen	10
guten	10
gesagt	10
kriegt	9
Seite	9
Wort	9
lüderlichen	9
kennen	9
alten	9
kömmt	9
wirklich	8
sage	8
finden	8
sprechen	8
vielleicht	8
denken	8
sechs	8
geht	8
Sache	8
besser	8
bitte	8
alter	8
reden	8
Gott	8
weit	8
wenigstens	8
Frau	8
Zeit	7
lieb	7
Hand	7
Unglück	7
verkauft	7
nehmen	7
verdienen	7
wollten	7
Kinder	7
Jahren	7
wohnt	7
bezahlt	7
müssen	7
Geht	7
funfzig	7
darauf	7
Augen	7
leben	7
bald	7
Welt	7
davon	7
Nachricht	7
Barschaft	6
vierzig	6
niemand	6
Ha	6
selber	6
immer	6
Kerl	6
geschwind	6
glaube	6
zwanzig	6
dabei	6
gehört	6
Vorsprecher	6
richtig	6
worden	6
hast	6
alsdann	6
fünf	6
Komm	6
sei	6
heute	6
Talern	6
ehrlicher	6
besten	6
gern	6
Ernst	6
etwa	6
getan	6
freilich	6
Jungfer	6
wären	5
neun	5
letzten	5
drei	5
Person	5
Frage	5
endlich	5
leihen	5
Streich	5
Jahre	5
Schuld	5
erst	5
Zweifel	5
Art	5
funfzehn	5
Degen	5
macht	5
Vorwerk	5
sieben	5
Kaufmann	5
darinne	5
leihe	5
sprach	5
liebster	5
neuen	5
darf	5
sollen	5
Menschen	5
gibt	5
erfahren	5
übel	5
kaufen	5
Henker	5
nennen	5
kam	5
sechstausend	5
betrogen	5
Himmel	5
wohnen	5
bleiben	5
Gut	5
großer	5
zehn	5
halten	5
glauben	5
käme	5
Worte	5
ganzen	5
möchte	5
gesprochen	5
Stadt	5
Kopf	5
Kamilla	5
gegeben	5
seit	5
allein	5
gesehen	4
wahrhaftig	4
bringt	4
laß	4
höre	4
Herz	4
Pate	4
Rips	4
ganze	4
nie	4
lasse	4
fort	4
sieht	4
Sehen	4
Freunde	4
Teiche	4
Lohn	4
wüßte	4
unterdessen	4
Name	4
Hätte	4
herum	4
Trinkgeld	4
tausendmal	4
fragen	4
armen	4
Teufel	4
Gewissen	4
mirs	4
Recht	4
fallen	4
Rat	4
läßt	4
Fische	4
Vorwerke	4
niemanden	4
Tage	4
jungen	4
sitzen	4
fast	4
beide	4
kannst	4
