Title: Philotas
Number of all tokens: 0
Nummber of different tokens: 1888

Token	Frequency
ich	221
nicht	131
du	108
der	104
und	101
zu	99
mich	96
die	91
er	74
das	73
mir	69
es	67
ein	66
Ich	64
den	61
Vater	58
ist	57
dich	56
ihn	51
Prinz	49
so	48
in	47
als	47
dir	45
König	42
Und	42
mit	41
mein	40
daß	40
wenn	39
will	38
dem	33
sich	33
nur	32
was	32
auf	31
muß	31
hat	30
wieder	30
sein	30
Aber	29
von	29
wie	29
auch	28
sie	28
für	26
Schwerd	25
bin	25
noch	24
kann	24
Sohn	24
Götter	23
einen	23
Du	22
des	22
O	22
werden	22
Strato	21
bei	21
an	20
eine	20
durch	19
So	19
wir	19
ihm	19
doch	19
nun	18
uns	18
habe	18
ihr	18
nichts	17
meinem	17
Vaters	17
Was	17
wird	17
zum	16
Nun	16
sagen	16
werde	15
Das	15
mehr	15
meine	15
Ein	15
haben	14
aber	14
meinen	14
meines	14
lassen	14
meiner	14
gefangen	13
Parmenio	13
war	13
Wie	13
alles	13
kein	13
alle	13
weiß	13
wohl	13
sind	13
soll	13
Der	13
deinen	12
man	12
schon	12
dein	12
seinen	12
deine	12
hätte	11
Laß	11
Es	11
Er	11
ganz	11
gern	11
deinem	10
genug	10
selbst	10
bist	10
Mann	10
hast	10
um	10
vor	10
Ja	10
denn	10
möchte	10
willst	9
einmal	9
deines	9
wirst	9
da	9
nie	9
unter	9
gut	9
itzt	9
also	9
sei	9
Die	9
seiner	9
Jüngling	9
sterben	8
Wenn	8
sehen	8
erst	8
im	8
Zeit	8
lieber	8
Sie	8
wäre	8
können	8
müssen	8
Held	8
sonst	8
Kind	8
Auch	8
Feind	8
schwöre	8
morgen	8
viel	8
laß	7
höre	7
deiner	7
diese	7
wissen	7
vielleicht	7
Willst	7
Wer	7
Prinzen	7
Soldaten	7
Tod	7
Nein	7
kömmt	7
wollte	7
könnte	7
halten	7
Doch	7
gleich	7
allein	7
Wort	6
eines	6
einem	6
weißt	6
anders	6
wenig	6
Polytimet	6
sollte	6
lange	6
immer	6
allen	6
ja	6
Wunde	6
Philotas	6
ohne	6
seine	6
Recht	6
Alter	6
Komm	6
Tage	6
Dein	6
besten	6
eher	6
Sohne	6
Glück	6
Höre	6
keine	6
Denn	6
Freund	6
oft	6
hier	6
Mensch	6
würde	5
aus	5
Mein	5
dieser	5
Einfall	5
Brust	5
Schande	5
sprechen	5
Ha	5
Feinde	5
Wo	5
Bei	5
hören	5
oder	5
machen	5
In	5
etwas	5
Leben	5
Warum	5
Unglück	5
Höret	5
zwar	5
weit	5
weil	5
darauf	5
Man	5
Jugend	5
Nicht	5
Krieg	5
wollt	5
Bald	5
Gefangener	5
ward	4
über	4
Scham	4
Seite	4
diesem	4
dieses	4
Gewalt	4
weiter	4
bestechen	4
verspricht	4
andern	4
zur	4
o	4
erscheinen	4
Vielleicht	4
unsere	4
Freunde	4
Mit	4
denken	4
nimm	4
Soldat	4
sprach	4
bereits	4
tun	4
darf	4
ob	4
welcher	4
Ehre	4
Wir	4
alt	4
Mich	4
Hast	4
nach	4
Nur	4
Ursache	4
Fehler	4
stürzen	4
gar	4
recht	4
Schicksal	4
Itzt	4
Indem	4
Seele	4
Schwur	4
seinem	4
bald	4
gegen	4
davon	4
glückliche	3
Miene	3
Also	3
vom	3
Antwort	3
richten	3
Gedanke	3
einer	3
lache	3
weine	3
Gefangenschaft	3
Boten	3
sagte	3
Da	3
sterbe	3
gemacht	3
Erstaunen	3
dies	3
wählen	3
ehrlicher	3
konnte	3
sieben	3
Sage	3
würdig	3
umarmen	3
Verderben	3
Throne	3
Königs	3
Könige	3
Feuer	3
Weg	3
bringen	3
Jahr	3
Sache	3
Aristodem	3
überlegen	3
möge	3
Besten	3
verwundet	3
Eisen	3
gestorben	3
meinigen	3
verstehen	3
hör	3
vergeben	3
bitte	3
Menschen	3
zuerst	3
am	3
Knabe	3
Habe	3
