Title: Minna von Barnhelm, oder das Soldatenglück
Number of all lemmas: 8891
Nummber of different lemmas: 2687

Lemma	POS	Frequency	Tokens
Herr	NN	245	Herrn, Herr, Herren
Fräulein	NN	155	Fräulein, Fräuleins
Major	NN	139	Major, Majors
gut	ADJA, ADJD	116	Guten, guten, gut, Gut, besser, guter, beste, Guter, gute, besten, gutes, besseres
Mann	NN, NE	94	Mann, Manne, Mannes, Männer, Manns, Männern
sagen	VVINF, VVFIN, VVPP, VVIMP	90	sagen, Sage, sage, sagt, gesagt, sagte, sagten, sag, sagst, Sagen, Sag
wohl	ADV	83	wohl, Wohl
Franziska	NE	79	Franziska
hören	VVFIN, VVINF, VVIMP	77	hörte, Höre, hört, höre, hörst, hören, Hören, Hör, hör, Hörst, hörten, höret
gnädig	ADJA	77	gnädiger, gnädige, gnädiges, gnädigen, Gnädiges
Tellheim	NN	77	Tellheim, Tellheims
wissen	VVFIN, VVINF	74	wüßte, weiß, wissen, Wissen, Weiß, wußte, wüßten
sehen	VVIMP, VVFIN, VVINF, VVPP	65	sieh, Sieht, sehen, siehst, Siehst, Sieh, sehe, sieht, sah, sähe, gesehen, Sehen, Seht
Wirt	NN	57	Wirte, Wirt, Wirts
lieb	ADJA, ADJD	51	Lieber, lieb, lieber, liebe, liebste, lieben, liebsten
Ring	NN	51	Ring, Ringe, Ringes
nehmen	VVFIN, VVINF, VVIMP, VVPP	49	nimmt, nehmen, Nehmen, nimm, nehme, Nimm, nahm, nahmen, Nimmt, genommen
Geld	NN	47	Geld, Gelde, Gelder
kennen	VVFIN, VVIMP, VVINF, VVPP	41	kennen, Kennst, kenn, kennst, kennt, Kennen, kenne, gekannt, kannte, kennte, kennten
Just	NE	40	Just
Minna	NE	40	Minna
schön	ADJA, ADJD	40	schönen, schöne, schön, schönes, schönsten, Schön
Werner	NE	40	Werner
lieben	VVFIN, VVPP, VVINF	37	liebe, lieben, geliebt, liebt, Lieben, liebte, liebet
Ihro	NN, NE	36	Ihro
Wachtmeister	NN	34	Wachtmeister
Hand	NN	33	Händen, Hand, Hände
denken	VVFIN, VVINF, VVIMP	33	Denke, dächte, denken, dachte, denke, denkt, denkst, denk, Denken
eben	ADV	33	Eben, eben
gewiss	ADJD, ADJA	31	gewiß, Gewiß, gewisse, gewisses, gewissen
Frauenzimmerchen	NN	31	Frauenzimmerchen
Ehre	NN	31	Ehre
Kind	NN	29	Kind, Kinder
Freund	NN, NE	29	Freund, Freundes, Freunde
allein	PTKVZ, ADV	28	allein, Allein
unser	PPOSAT	27	unsers, Unsere, unserer, Unser, unsrer, unserm, unser, Unserer, unsere
gar	ADV	27	gar
gern	ADV	27	gern
glauben	VVFIN, VVINF, VVPP, VVIMP	27	glaube, glauben, glaubte, geglaubt, Glaub, glaubt
recht	ADJD, ADJA	26	recht, Recht, rechter
erst	ADV, ADJA	25	erst, erste, ersten, Erst
schuldig	ADJD	25	schuldig
wenige	PIS, PIAT	25	wenig, wenigen, weniger
Unglück	NN	25	Unglücks, Unglück, Unglücke
Brief	NN	25	Brief, Briefe
brauchen	VVFIN, VVINF, VVIMP	24	brauchte, brauchen, brauchst, brauche, braucht, brauch
kömmt	VVFIN, ADJD	24	kömmt
wahr	ADJD, ADJA	23	wahr, wahres, wahre
