Title: Der Freigeist
Number of all lemmas: 7056
Nummber of different lemmas: 2266

Lemma	POS	Frequency	Tokens
Adrast	VVFIN, ADJD, VVPP, NN, TRUNC, ADJA, VVIMP, NE	118	Adrast
sagen	VVFIN, VVPP, VVINF, VVIMP	104	sagt, gesagt, sagen, Sagen, sage, sagst, sagte, Sage, Sagte, Sag
wohl	ADV	88	wohl, Wohl
Theophan	NE, NN	86	Theophan
wissen	VVFIN, VVINF, VVPP	85	Wissen, weiß, wissen, wißt, Weiß, wüßte, gewußt
sehen	VVPP, VVFIN, VVINF, VVIMP	69	gesehen, sehe, Sehen, sehen, sieht, sah, Sieh, Sähe, sieh, siehst, Siehst, sähe, Seht, seht
Herr	NN	68	Herren, Herr, Herrn
gut	ADJD, ADJA	64	Gut, besser, beste, gut, gute, gutes, bessere, guten, guter, gutem, besten
glauben	VVFIN, VVPP, VVINF	57	glauben, geglaubt, Glauben, glaube, glaubt, glaubte, Glaube, glaubten, glaubst, Glaubt
lieben	VVINF, VVFIN	56	lieben, liebe, liebt, liebet, liebte, liebten
gewiss	ADJD, ADJA	47	Gewiß, gewisse, gewisses, gewiß, gewissen
Juliane	NE	43	Juliane
hören	VVFIN, VVINF, VVIMP	42	Hören, hören, Höre, hört, höre, Hör, hörst, hörte
eben	ADV	41	Eben, eben
lieb	ADJD, ADJA	36	lieber, liebe, lieben, liebste, lieb, liebster, Lieber, Liebster
Mann	NN	34	Mann, Manne, Männern, Mannes
Art	NN	33	Art
Wort	NN	31	Worte, Wort, Wortes, Worten
Schwester	NN	31	Schwestern, Schwester
finden	VVINF, VVFIN, VVPP	30	finden, findet, finde, Findest, gefunden, Finde, fand
schön	ADJD, ADJA	29	schön, schöner, schöne, schönste, schönsten, schönen, schönes, Schön
nehmen	VVINF, VVFIN, VVPP	27	nehmen, nehme, genommen, Nehmen, nimmt, nehmt
allein	ADV, PTKVZ	27	allein, Allein
Herz	NN	26	Herz, Herzen, Herzens
Vetter	NN, NE	26	Vetter, Vettern
ach	ITJ	26	Ach, ach
Henriette	NE	25	Henriette
Lisette	NE	25	Lisette
reden	VVINF, VVFIN	25	reden, redet, rede, Reden
gar	ADV	25	gar
Mensch	NN	25	Mensch, Menschen
kennen	VVFIN, VVPP, VVINF	24	kennen, kennten, gekannt, Kennen, kennet, kennt, Kennst, kenne
Freundschaft	NN	24	Freundschaft
Araspe	NN, ADJD	23	Araspe
Person	NN	23	Person, Personen
klein	ADJA, ADJD	23	kleiner, kleinen, kleine, kleines, klein, kleinste
erst	ADV, ADJA	23	Erst, erste, ersten, erst, erstes
Julianen	NN	23	Julianen
vielleicht	ADV	22	vielleicht, Vielleicht
denken	VVINF, VVFIN	22	denken, denke, dachte, Denken, denkst, denkt, dächte
wahr	ADJD, ADJA	21	wahr, wahre, wahren, wahres
bald	ADV	21	Bald, bald
Auge	NN	20	Augen, Auge
Gesicht	NN	19	Gesichte, Gesicht, Gesichts, Gesichter
Wahrheit	NN	19	Wahrheiten, Wahrheit
recht	ADJD, PTKVZ	18	Recht, recht
Grund	NN	18	Grund, Grunde, Gründe, Gründen
groß	ADJD, ADJA	18	groß, großen, großer, großes, große, größte
wenige	PIAT, PIS	18	wenig, weniger
Glück	NN	18	Glück
zwei	CARD	18	Zwei, zwei, zweien
Welt	NN	18	Welt
diese	PDS	17	diese, dieses, Diesen, Diese, dieser, Dieses, diesen
Hand	NN	17	Hand, Hände, Händen
Leute	NN	17	Leute, Leuten
unser	PPOSAT	17	unsere, unser, unserm, unsrer, unserer
Recht	NN	17	Recht
stehen	VVFIN, VVINF	17	stehen, steht, stehe, Stehen, stehet, stand
ha	NE	17	ha
Seite	NN	16	Seite, Seiten
Geist	NN	16	Geiste, Geist, Geister, Geistes
Liebe	NN	16	Liebe
Wechsel	NN	15	Wechsel
Ding	NN	15	Dinge, Dingen, Dinger, Ding
Mühe	NN	15	Mühe
Henrietten	NN	15	Henrietten
kömmt	VVFIN, VVINF, ADJD	15	kömmt
suchen	VVFIN, VVINF, VVPP	15	suche, suchte, suchst, sucht, suchen, gesucht
Mamsell	NE, ADJA, NN	15	Mamsell
weiter	PTKVZ, ADV	14	weiter, Weiter
genug	ADV	14	genug
nunmehr	ADV	14	nunmehr, Nunmehr
einander	PRF	14	einander
Lisidor	NE, NN	14	Lisidor
Teufel	NN	14	Teufel
erlauben	VVFIN, VVINF, VVPP	14	erlauben, Erlauben, erlaubt
Ha	NE	13	Ha
verstehen	VVFIN, VVPP, VVINF, VVIMP	13	verstehe, verstanden, versteht, verstehen, versteh
ehrlich	ADJA	13	ehrlicher, ehrliche, ehrlichen, ehrlichsten
lange	ADV	13	lange
kurz	ADJD	13	kurz, kürzer, Kurz
böse	ADJD, ADJA	13	böse, bösen
antworten	VVINF, VVFIN	13	antworten, antworte
Sache	NN	13	Sachen, Sache
hassen	VVINF, VVFIN	13	hassen, hasse
nennen	VVFIN, VVPP, VVINF	13	Nennen, nennen, nenne, genannt, nannten, nennst, nennte, nennt
Umstand	NN	13	Umständen, Umstände
sonst	ADV	13	sonst
Seele	NN	13	Seelen, Seele
setzen	VVPP, VVFIN, VVINF	13	gesetzt, setzt, Setzen, setzen, setze
Rache	NN	12	Rache
Zeit	NN	12	Zeit
Religion	NN	12	Religion
unmöglich	ADJD	12	unmöglich
Martin	NE	12	Martin
Mund	NN	12	Mund, Munde
jen	PDAT, PDS	12	jene, jener, jenes, jenem, jenen, Jenes, Jener
Leben	NN	12	Leben, Lebens
Freund	NN	12	Freund, Freunde, Freunden
Haus	NN	12	Hause, Haus
vortrefflich	ADJD, ADJA	12	vortrefflich, vortrefflichsten, vortreffliche, Vortrefflich
bezahlen	VVPP, VVINF, VVFIN	11	bezahlt, bezahlen, bezahle
Augenblick	NN	11	Augenblick, Augenblicke, Augenblicken
bitten	VVFIN, VVINF, VVPP	11	bitte, bitten, gebeten
stellen	VVFIN, VVPP, VVINF	11	stellen, gestellt, Stellen, stellte, stellten
ansehen	VVFIN, VVPP, VVINF, VVIZU	11	ansiehst, angesehen, ansieht, ansehen, anzusehen
einzig	ADJA, ADJD	11	einzige, einziger, einzigen, einzig, einziges
bekommen	VVINF, VVFIN, VVPP	11	bekommen, bekomme
Gott	NN	11	Gott
verlassen	VVINF, VVFIN, VVPP	11	verlassen, verließen, verließe, verlasse
Feind	NN	11	Feinde, Feindes, Feind
Verstand	NN	11	Verstandes, Verstande, Verstand
oft	ADV	11	oft
Mädchen	NN	10	Mädchen, Mädchens
hoffen	VVINF, VVFIN	10	hoffen, Hoffe, hoffe
Buch	NN	10	Buch, Bücher, Büchern
spielen	VVFIN, VVPP, VVINF	10	spielt, spielst, spielen, gespielt
unsre	PPOSAT	10	Unsre, unsre, unsern
Atheist	NN	10	Atheist, Atheisten
fragen	VVINF, VVFIN, VVPP	10	fragen, gefragt, fragst, frage, Fragst
erfahren	VVFIN, VVPP, VVINF	10	erfuhr, erfahren
endlich	ADV	10	endlich
lachen	VVFIN, VVIMP, VVINF	10	lacht, lache, Lacht, lach, lachen
lang	ADJD	10	länger, lang, Länger
zurück	PTKVZ	10	zurück
Pst	NN	10	Pst
wünschen	VVFIN, VVINF	10	wünschen, wünsche, Wünschen, wünscht
vergessen	VVFIN, VVINF, VVPP	9	vergessen, vergißt
wahrhaftig	ADJD	9	Wahrhaftig, wahrhaftig
Vergnügen	NN	9	Vergnügen
wider	APPR	9	wider, Wider
Tag	NN	9	Tag, Tages
Absicht	NN	9	Absicht
lernen	VVFIN, VVPP, VVINF	9	Lernen, gelernt, lernen
merken	VVFIN, VVPP, VVINF	9	merke, gemerkt, merken
bloß	ADJD, ADJA	9	bloß, bloße
nötig	ADJD, ADJA	9	nötig, nötige, nötigen, nötigsten
Nu	NN	9	Nu
stark	ADJA, ADJD	9	starker, stärker, starken, stark
treffen	VVFIN, VVINF	9	treffe, treffen, trifft
fallen	VVFIN, VVINF	9	fallen, Fallen
verlangen	VVFIN, VVINF, VVPP	9	verlange, verlangen, verlangt
Blick	NN	9	Blick, Blicke
jemals	ADV	8	jemals
annehmen	VVFIN, VVPP, VVINF, VVIZU	8	annimmt, angenommen, annehmen, anzunehmen, annähme
Tochter	NN	8	Töchtern, Töchter, Tochter
anfangen	VVFIN, VVPP, VVIZU, VVINF	8	anfange, angefangen, anzufangen, anfangen
schämen	VVFIN, VVINF	8	schämt, schämen, schäme
Zweifel	NN	8	Zweifel
deswegen	PAV	8	deswegen
heißen	VVFIN	8	heißen, heißt, heiße, hieß
glücklich	ADJD, ADJA	8	glücklich, glücklichen, glückliche, glücklichste
ei	NE	8	Ei
blind	ADJA, ADJD	8	blinden, blind, blinder, blinde
Exempel	NN	8	Exempel, Exempeln
alsdann	ADJD, VVFIN, ADJA	8	alsdann
verlieren	VVPP, VVINF	8	verloren, Verloren, verlieren
unschuldig	ADJA, ADJD	8	unschuldige, unschuldigen, unschuldiges, unschuldig
Streich	NN	8	Streich, Streiche
Vater	NN	8	Vaters, Vater, Väter
Frauenzimmer	NN	8	Frauenzimmer
Himmel	NN	8	Himmel, Himmels
wenigstens	ADV	8	wenigstens, Wenigstens
Pflicht	NN	8	Pflichten, Pflicht
gern	ADV	8	gern
erstaunen	VVFIN	8	erstaune, erstaunt, erstaunen
einbilden	VVPP, VVINF, VVFIN	8	eingebildet, einbilden, einbilde
vorhin	ADV	8	vorhin
Schmeichelei	NN	8	Schmeichelei
überlegen	VVFIN, VVINF	8	Überlegen, Überlege, überlegen, überlegt
geschehen	VVFIN, VVINF, VVPP	7	geschieht, geschehen
frei	ADJD	7	frei
Rede|Reden	NN	7	Reden
Fuß	NN	7	Fuß, Füße, Fuße
Tugend	NN	7	Tugend, Tugenden
verdienen	VVPP, VVFIN	7	verdient, verdienten, verdienst
