2	3
4	1
1	4
5	0
5	0
5	0
5	0
5	0
5	0
3	2
5	0
5	0
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
3	2
5	0
5	0
5	0
4	1
5	0
5	0
5	0
3	2
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
3	2
5	0
5	0
5	0
5	0
4	1
4	1
4	1
4	1
4	1
3	2
4	1
5	0
4	1
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
2	3
4	1
5	0
5	0
5	0
4	1
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
4	1
5	0
5	0
4	1
3	2
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
3	2
5	0
5	0
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
3	2
5	0
5	0
5	0
5	0
5	0
4	1
4	1
4	1
2	3
5	0
4	1
4	1
4	1
4	1
5	0
4	1
4	1
3	2
4	1
5	0
5	0
5	0
4	1
2	3
3	2
5	0
5	0
5	0
4	1
4	1
4	1
5	0
5	0
5	0
3	2
5	0
5	0
5	0
5	0
4	1
5	0
5	0
5	0
4	1
5	0
5	0
3	2
4	1
4	1
4	1
4	1
3	2
3	2
3	2
4	1
4	1
5	0
4	1
1	4
5	0
5	0
4	1
4	1
4	1
3	2
5	0
4	1
5	0
5	0
5	0
2	3
5	0
5	0
5	0
3	2
5	0
5	0
5	0
4	1
5	0
4	1
5	0
3	2
2	3
