5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
5	0
5	0
5	0
2	3
5	0
4	1
1	4
5	0
5	0
5	0
5	0
4	1
4	1
5	0
5	0
0	5
5	0
5	0
5	0
5	0
4	1
5	0
5	0
4	1
5	0
5	0
5	0
5	0
5	0
5	0
1	4
5	0
5	0
5	0
5	0
5	0
5	0
4	1
4	1
5	0
5	0
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
5	0
5	0
3	2
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
2	3
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
3	2
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
5	0
3	2
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
4	1
5	0
5	0
5	0
5	0
