Title: Der Freigeist
Number of all lemmas: 20338
Nummber of different lemmas: 3332

Lemma	POS	Frequency	Tokens
Sie	PRP, JJ, PRP$	656	Sie
sein	VB, VBN, PRP$, JJ, RB	569	sind, sein, ist, bin, gewesen, sei, wäre, war, wären, waren
ich	JJ, PRP, PRP$	518	ich
ein	DT, RP	445	eine, eines, einen, ein, einer, einem
nicht	RB	370	nicht
haben	RB, VB	322	haben, hat, habe, hatte, hätte, hätten
zu	TO, IN, RB	318	zu
die	DT, WDT	301	die
es	PRP, JJ, PRP$	255	es
und	CC	253	und
dass	RB, IN	250	daß
der	WDT, DT	250	deren, der, derer
Ich	PRP	247	Ich
werden	VB, VBN, RP	212	Werden, werden, würde, wird, werde, würden, geworden, wirst, würdest
mich	PRP	203	mich
das	DT, WDT	190	das
so	RB, IN, RP, JJ, WRB	185	so
wollen	MD, VB	183	will, wollen, wollte, willst, wollten, wolle, wollt
sie	JJ, PRP, PRP$	183	sie
mir	PRP, JJ	178	mir
können	VB, VBN, RB, PRP$	141	können, kann, könne, könnte, könnten, konnte, könnt, konnten
von	IN, TO	140	von
den	DT, WDT	137	den
was	WP, WDT, DT	134	was
in	IN, TO	133	in
wenn	IN, RB	131	wenn
mit	IN, RP, TO	129	mit
sich	PRP	129	sich
auf	IN, RP	121	auf
als	IN	118	als
Adrast	NN, NNP	117	Adrast
dies	DT, WDT	112	diese, dieses, diesen, diesem, dieser
Ihnen	PRP, JJ	111	Ihnen
er	JJ, PRP, PRP$	110	er
du	PRP, JJ	103	du
nur	RB, IN, NNP, RP	99	nur
noch	IN, RB, RP, JJ, NNP	98	noch
auch	RB, IN, WRB, RP, NNP, JJ	98	auch
für	IN, TO	97	für
sollen	MD, RB	97	sollen, sollte, soll, sollst
doch	RP, RB, IN, CC	89	doch
sagen	VB, VBN, RP, RB	87	sagt, gesagt, sagen, sage, sagte
Theophan	NN, JJ, NNP, RP	86	Theophan
Was	WP	85	Was
wohl	RB, IN, RP	83	wohl
mein	PRP$, JJ, VB	82	mein, meiner, meines, meine
dem	WDT, DT	81	dem
machen	VB, VBN, RP	80	machen, gemacht, macht, machten, machte
all	DT, JJ	78	aller, allem, alles, alle, allen
Und	CC, RB	77	Und
ihn	PRP	69	ihn
an	IN, RP	68	an
wie	IN, WRB	68	wie
meinen	VB, PRP$, VBN, JJ	67	meine, meinen, meint, meinst, meinet
kein	JJ, DT	65	kein, keinen, keine, keinem, keiner
Aber	CC, RB	65	Aber
mussen	VB, VBN, RB	64	muß, mußt, mußte
Es	PRP	63	Es
aber	RB, WRB, IN, RP, CC	61	aber
ihm	PRP	61	ihm
denn	RB, WRB, IN, RP	61	denn
Ihre	PRP$	58	Ihre
Er	PRP, JJ	57	Er
aus	IN, RP	56	aus
nichts	DT, RB	56	nichts
man	DT, RB	56	man
Das	DT	53	Das
Herr	NN, JJ, NNP	52	Herr
Ihr	PRP$, NN, JJ	52	Ihr, Ihres, Ihrem, Ihren
glauben	VB, VBN	51	glauben, geglaubt, glaube, glaubt, glaubte, glaubst
lieb	VB, JJ, NN	48	lieben, lieber, liebe, lieb
Wenn	IN, RB	46	Wenn
uns	PRP, JJ	46	uns
ihr	PRP, JJ	46	ihr
sehen	VB, RP, VBN, RB	44	gesehen, sehen, sieht, sah, seht
wieder	RB, IN, RP	44	wieder
lassen	VB, VBN, RB	44	lassen, gelassen, lasse, laßt
Juliane	NN, NNP	43	Juliane
bei	IN, RP	42	bei
tun	VB, RP, VBN	38	getan, tun, tat, tut
schon	RB, RP, IN	38	schon
weeissen	VB, JJ	38	weiß
wir	PRP, JJ	37	wir
eben	RB, VBN, IN, RP, VB	37	eben
da	IN, RB	36	da
selbst	JJ, RB	36	selbst
gut	RB, JJ, VB	36	gut, gute, guten, guter, gutem
müssen	VB, RB, VBN	36	müssen, müßte, müsse, müßten, müßt
Ja	NN	36	Ja
ganz	JJ, IN, NNP, RB	36	ganze, ganzen, ganz, ganzes
gewiss	JJ, NN	35	gewisse, gewiß, gewissen
sehr	RB, IN, WRB, RP	35	sehr
kommen	VB, VBN, PRP$	35	kommen, käme, kam, kommt, komme, gekommen, kamen
gleich	JJ, VB	35	gleichen, gleich, gleicher
Art	NN	33	Art
Du	NN	33	Du
seine	PRP$	33	seine
hören	VB	31	hören, höre, hörst
Wie	IN	31	Wie
um	IN, RP	31	um
wissen	VB, RB, VBN	31	wissen
andern	NN, DT, JJ, VB	30	andere, andern
über	IN, TO	30	über
mehr	RB, IN, RP	30	mehr
O	NN	30	O
ja	RB, RP, WRB	29	ja
Nun	UH	29	Nun
hier	RB, IN, RP	29	hier
geben	VBN, VB, JJ	28	gegeben, gibt, geben
ist	VB, JJ, RB	28	ist
Schwester	NN, JJ	28	Schwester
Mann	NN	28	Mann
einmal	RB, RP, IN	28	einmal
gegen	IN, TO	27	gegen
Wort	NNS, NN	27	Worte, Wort
So	RB, IN	27	So
Henriette	NN, NNP	25	Henriette
soen	VBN, RB, VB	25	so
unter	IN	25	unter
ohne	IN	25	ohne
Herz	NN, NNS	24	Herz, Herzen
finden	VB, RB, VBN	24	finden, findet, gefunden, fand
Lisette	NN	24	Lisette
nehmen	VB, VBN, RP	24	nehmen, nehme, genommen, nimmt
nach	IN, RP	24	nach
also	RP, JJ, RB, IN	24	also
Freundschaft	NN	24	Freundschaft
Ein	DT	24	Ein, Eine, Einen
Araspe	NN	23	Araspe
Vetter	NN, NNP	23	Vetter
ihre	PRP$	23	ihre
des	DT	23	des
gar	RP, RB, IN	23	gar
mögen	VB, VBN	23	mag, möchte, magst, möchten
Julianen	NN, JJ	23	Julianen
klein	JJ	22	kleiner, kleinen, kleine, kleines, klein
wenig	IN, RB, NNP, RP	22	wenig
dich	PRP, JJ	22	dich
oder	CC, RB	22	oder
reden	VB, VBN	22	reden, redet, rede
meine	PRP$, VB	22	meine
damit	RB, IN	21	damit
erst	VB, JJ, IN, RB, RP	21	erste, ersten, erst, erstes
im	IN	21	im
dir	PRP, JJ	21	dir
Ihrer	PRP$	21	Ihrer
ob	IN, RB	21	ob
etwas	DT, JJ	21	etwas
Recht	NN	21	Recht
Person	NN	20	Person
jetzt	RP, RB, IN, JJ, NNP	20	jetzt
gehen	VB, RB, VBN	20	geht, gehen, gegangen, ging
Ach	NN	20	Ach
sprechen	VB, VBN, RP	19	sprachen, spricht, gesprochen, sprechen, sprach
wahr	RP, JJ	19	wahr, wahre
lieben	VB, NN, JJ, RB	19	lieben, liebe
denken	VB	19	denken, denke, dachte, denkt
vor	IN, RP	19	vor
Die	DT	19	Die
halten	VB, VBN, RB	19	halten, gehalten, hält
allein	RB, RP, WRB, IN	19	allein
bringen	VB, VBN	18	bringen, bringt, gebracht, bringe
durch	IN	18	durch
Augen	NN	18	Augen
Glück	NN	18	Glück
Welt	NN	18	Welt
Doch	WRB, RB, RP, IN	17	Doch
bald	RB, RP, IN, WRB	17	bald
ha	NN	17	ha
kömmen	MD	16	kömmt, kömmst
immer	RB, IN	16	immer
beid	DT, JJ	16	beiden, beide
sollten	NN, NNP	16	sollten
meinem	PRP$	16	meinem
bist	NN, FW	16	bist
Wahrheit	NN	16	Wahrheit
Liebe	NN	16	Liebe
Seite	NN	15	Seite
dürfen	VB, RB	15	dürfte, dürfen, darf, dürft
nun	RP, RB	15	nun
weiter	RP, RB, DT	15	weiter, weiteres
anders	RB, RP, JJ	15	anders
Wechsel	NN	15	Wechsel
Wir	PRP	15	Wir
kann	VB, RB, JJ	15	kann
ab	RB, RP	15	ab
Mamsell	NN, JJ	15	Mamsell
Mühe	NN	15	Mühe
Henrietten	NN	15	Henrietten
Nein	NN	15	Nein
weit	JJ, RB	15	weit, weite
weil	IN, RB	15	weil
gross	JJ, RB	15	groß, großen, großer, großes, große
seiner	PRP$	15	seiner
stehen	VB	15	stehen, steht, stehe, stand
zwei	CD	15	zwei
willst	WRB, RB, RP	14	willst
Sein	VB, PRP$, RB	14	Sind, Sein, Ist
vielleicht	RB, IN, RP	14	vielleicht
Lisidor	NN	14	Lisidor
kennen	VB, RB	14	kennen, kennt, kenne
besser	RB, IN, RP, JJ	14	besser, bessere
einander	PRP	14	einander
Teufel	NN	14	Teufel
darauf	RB	14	darauf
Der	DT, WDT	14	Der
Mensch	NN	14	Mensch
genug	RB, RP	13	genug
Ha	NN	13	Ha
euch	PRP, JJ	13	euch
bin	JJ, VB, RB	13	bin
viel	RP, RB, IN	13	viel
einig	JJ, DT	13	einige, einigen, einiger, einigem, einiges, einig
dazu	RB	12	dazu
Rache	NN	12	Rache
wann	WRB	12	wann
wo	WRB	12	wo
Zeit	NN	12	Zeit
lange	RB, IN, RP	12	lange
Herrn	JJ, NN	12	Herrn
sonst	RB, IN	12	sonst
unmöglich	JJ	12	unmöglich
Martin	NNP	12	Martin
Religion	NN	12	Religion
rechen	VB	12	recht, rechten
davon	RB	12	davon
seines	PRP$	11	seines
ihrer	PRP$	11	ihrer
bös	JJ	11	böse
nunmehr	RP, RB, IN	11	nunmehr
schönste	NN, NNP, JJ	11	schönste
ehrlich	JJ	11	ehrlicher, ehrliche, ehrlichen
Leute	NN	11	Leute
Nu	NN	11	Nu
Menschen	NN, JJ	11	Menschen
Nichts	NN	11	Nichts
hast	NN, JJ	11	hast
nennen	VB, VBN	11	nennen, nenne, genannt, nannten, nennst, nennte, nennt
Nur	RB, IN	11	Nur
antworen	VB	11	antworten
Gott	NNP, NN	11	Gott
Mein	NN	11	Mein
bitten	VB, VBN	11	bitte, bitten, gebeten
Leben	NN, JJ	11	Leben
bleiben	VB	11	bleiben, bleibt
Hause	NN	11	Hause
seinen	PRP$	11	seinen
setzen	VBN, VB	11	gesetzt, setzt, setzen
Freund	NN, NNS	11	Freund, Freunde
zurück	IN, JJ, RP	10	zurück
zum	IN	10	zum
verstehen	VB, VBN	10	verstehe, verstanden, verstehen
gehören	VBN, VB	10	gehört, gehöret, gehören, gehöre
Ihren	NN	10	Ihren
Wo	WRB	10	Wo
Dies	DT	10	Dieses, Diese, Dieser
Noch	IN, RB	10	Noch
Gehen	NN, VB, RB	10	Gehen, Geht
sondern	CC, RB	10	sondern
Umstand	NNS	10	Umstände
stellen	VB, VBN	10	stellen, gestellt, stellte, stellten
bis	IN	10	bis
Feind	NNS, NN	10	Feinde, Feind
Zum	IN	10	Zum
sind	VB, JJ, RB	10	sind
Seele	NN	10	Seele
seinem	PRP$	10	seinem
oft	RB, IN	10	oft
vortrefflich	JJ	10	vortrefflich, vortreffliche
bezahlen	VBN, VB	9	bezahlt, bezahlen
wirklich	JJ	9	wirklich
endlich	RB, IN	9	endlich
Vergnügen	NN	9	Vergnügen
Lassen	MD	9	Lassen
welche	WDT, WP	9	welche
Absicht	NN, JJ	9	Absicht
Ihrem	NN	9	Ihrem
hoffen	VB, VBN	9	hoffen, hoffe
Wer	WP	9	Wer
merken	VB, VBN	9	merke, gemerkt, merken
Atheist	NN	9	Atheist
einzig	JJ	9	einziger, einzigen, einzig, einzige
Mädchen	NN, NNP	9	Mädchen
suchen	VB, RP, VBN	9	sucht, suchen, gesucht
welcher	WP	9	welcher
erfahren	VBN, VB, RP	9	erfahren
Gesichte	NN	9	Gesichte
ihnen	PRP	9	ihnen
bloss	RB, JJ, IN	9	bloß, bloße
Reden	NN	9	Reden
Ei	NN	9	Ei
hassen	VB, PRP$	9	hassen, hieß
jed	JJ, DT	9	jeder, jede, jedes, jedem
lass	RB, NN, JJ	9	laß, lasse
vom	IN	9	vom
Pst	RB, RP	9	Pst
Nicht	RB	9	Nicht
wünschen	VB	9	wünschen, wünsche, wünscht
ander	JJ	9	andere
jemals	RB, IN	8	jemals
neu	JJ	8	neue, neuer, neuen
muss	VB, RB	8	muß
Zweifel	NN	8	Zweifel
Augenblick	NN, NNP	8	Augenblick
deinen	NN, JJ	8	deinen
läng	JJ	8	länger
Von	IN	8	Von
deswegen	RB, VB	8	deswegen
verliebt	JJ	8	verliebt
Tag	NN	8	Tag
Soen	RB, VBN	8	So
blind	JJ	8	blinden, blind, blinder, blinde
Sache	NN	8	Sache
In	IN	8	In
unser	PRP$	8	unser
Mich	NN	8	Mich
alsdann	NNP, NN	8	alsdann
lässen	VB	8	läßt
fallen	VB, VBN, RB	8	fallen
jen	DT, WDT	8	jene, jener, jenem, jenen
verlassen	VB	8	verlassen
zwar	RP, RB	8	zwar
fällen	VB, RP, VBN	8	fällt, fällen, gefällt
Frauenzimmer	NN	8	Frauenzimmer
Indem	RB	8	Indem
gern	RP, RB	8	gern
Mit	IN	8	Mit
liegen	VB, VBN	8	liegt, liegen, lag
verbinden	VB, VBN	8	verbunden, verbinden
Schmeichelei	NN, NNP	8	Schmeichelei
sehe	PRP$	8	sehe
Geist	NN	8	Geist
wer	WP	8	wer
wider	IN	8	wider
Gewiss	UH	8	Gewiß
wahrhaftig	JJ	7	wahrhaftig
Dinge	NN	7	Dinge
frei	JJ	7	frei
weniger	RB, RP, IN	7	weniger
solch	DT	7	solchen, solche, solcher
ihren	PRP$	7	ihren
weiss	VB	7	weiß
Hand	NN	7	Hand
Blicke	NN, NNP	7	Blicke
lernen	VBN, VB	7	gelernt, lernen
Munde	NN	7	Munde
Ihn	NN, JJ, PRP	7	Ihn, Ihnen
Erlauben	NN	7	Erlauben
fragen	RB, VB, RP, VBN	7	fragen, gefragt
Meinung	NNS, NN	7	Meinungen, Meinung
welches	WDT, WP	7	welches
gleichwohl	RB, RP	7	gleichwohl
eigentlich	JJ	7	eigentlich
Exempel	NN	7	Exempel
Auf	IN	7	Auf
erlauben	VB, VBN	7	erlauben, erlaubt
Komm	NN	7	Komm
bekommen	VB, VBN	7	bekommen
heuen	VB, RB	7	heute
Theophans	NN, JJ	7	Theophans
Je	IN, RB	7	Je
dein	PRP$	7	dein
Ohne	IN	7	Ohne
Grunde	NN	7	Grunde
Himmel	NN	7	Himmel
Man	DT	7	Man
wenigstens	RB, WRB	7	wenigstens
gestehen	VB, RP	7	gestehen, gestanden
eher	RB, RP	7	eher
eifersüchtig	JJ	7	eifersüchtig
Rede	NN	7	Rede
Esel	NN	7	Esel
kurz	JJ, RB	7	kurz
Vielleicht	RP, RB	7	Vielleicht
etwa	RP, RB	7	etwa
näh	JJ	7	näher
weg	RB, RP, IN	7	weg
heeissen	VB, VBN, RB	7	heißen, heißt, heiße
nuren	RB, RP, VB	7	nur
seid	NN	7	seid
voraus	JJ, RB, RP	6	voraus
vergessen	VB, VBN	6	vergessen
Hier	RB, RP	6	Hier
annehmen	VB, VBN	6	annimmt, angenommen, annehmen
Araspen	NN	6	Araspen
Hülfe	NN	6	Hülfe
Muss	NN	6	Muß
Gedanke	NNS	6	Gedanken
Gesinnung	NNS, NN	6	Gesinnungen, Gesinnung
Sollen	MD	6	Soll
Vernunft	NN	6	Vernunft
schwach	JJ	6	schwachen, schwach
gerne	WRB, RB, RP	6	gerne
desto	RB, CC	6	desto
Schande	NN, NNS	6	Schande, Schanden
Sagen	NN	6	Sagen
Mannspersonen	NN	6	Mannspersonen
führen	VB, VBN	6	führen, führe, geführt
glücklich	JJ	6	glücklich, glücklichen, glückliche
Leuten	NN, NNP	6	Leuten
Unglück	NN	6	Unglück
spielen	VB	6	spielen
Da	IN, RB	6	Da
Geduld	NN	6	Geduld
ansehen	VBN, VB, PRP$	6	angesehen, ansieht, ansehen
bereits	RB	6	bereits
Kann	NN, NNP	6	Kann
möglich	JJ	6	möglich
meines	NN	6	meines
nötig	JJ	6	nötig, nötige
habe	RB, VB	6	habe
stark	JJ	6	starker, stark
am	IN	6	am
breit	JJ	6	breit
übel	JJ	6	übel
Daumen	NN	6	Daumen
treffen	VB	6	treffen, trifft
Hölle	NN	6	Hölle
Mittel	NN	6	Mittel
zwingen	VBN, VB	6	gezwungen, zwingen
richten	VB	6	richten
warum	WRB	6	warum
Gelegenheit	NN	6	Gelegenheit
Streich	NN, JJ	6	Streich, Streiche
Gründe	NN	6	Gründe
letzt	JJ	6	letzten, letzte
könnte	RB, VB	6	könnte
verlangen	VB	6	verlangen, verlangt, verlangte
wäre	NN, VB, RB	6	wäre
Allein	NN	6	Allein
lachen	VB	6	lacht, lache, lachen
heraus	RP, RB	6	heraus
vorhin	RB, RP	6	vorhin
Vertrauen	NN	6	Vertrauen
sollst	RP, WRB, RB	6	sollst
dess	DT, WDT	6	dessen
liebt	NNP, NN	6	liebt
Willen	NN, JJ	6	Willen
erstaune	NN	6	erstaune
Anbeter	NN, JJ	6	Anbeter
andre	NN	5	andre
schöne	NN, JJ	5	schöne
Adrasten	NN	5	Adrasten
welch	WDT, WP	5	welches, welche
Gewalt	NN	5	Gewalt
Verbindung	NN	5	Verbindung
vielmehr	RB, RP	5	vielmehr
Verachtung	NN	5	Verachtung
nie	RB	5	nie
jetzo	NN, NNP	5	jetzo
niemals	RB, IN, RP	5	niemals
Tugend	NN	5	Tugend
hat	RB	5	hat
darausen	RB, VB	5	daraus
weiblich	JJ	5	weiblichen, weibliche
zur	IN	5	zur
verdienen	VBN, RB, VB	5	verdient
künftig	JJ	5	künftiger, künftigen, künftig
mache	NN	5	mache
Summe	NN, JJ	5	Summe
Ihres	NN	5	Ihres
unsere	PRP$	5	unsere
Händen	NN	5	Händen
unsern	PRP$	5	unsern
Sage	NN	5	Sage
Verdacht	NN, NNS	5	Verdacht, Verdachte
Probe	NN	5	Probe
Buch	NN	5	Buch
wegen	IN, RP, RB	5	wegen
Sachen	NN	5	Sachen
gehe	NN	5	gehe
fassen	VBN, VB	5	gefaßt, fassen
dazuen	VB	5	dazu
geh	NN	5	geh
je	RB	5	je
Mund	NN	5	Mund
Dass	IN	5	Daß
ach	UH	5	ach
dabeien	VB	5	dabei
welchem	WP	5	welchem
Ehre	NN	5	Ehre
Meine	PRP$	5	Meine
Stellen	NN	5	Stellen
Stille	NN	5	Stille
Habe	NN	5	Habe
Kleinigkeit	NN, JJ	5	Kleinigkeit
Wein	NN, NNS	5	Wein, Weine
Warum	NN	5	Warum
drohen	VB	5	drohe, drohen
Hochachtung	NN	5	Hochachtung
vollkomm	JJ	5	vollkommen
fromm	JJ	5	fromme, frommen, fromm
weisst	NN	5	weißt
darüber	RB	5	darüber
überall	IN, RB	5	überall
niemanden	NN, NNP	5	niemanden
Hören	NN	5	Hören
Fehler	NN	5	Fehler
dadurch	RB	5	dadurch
habt	NN	5	habt
beweisen	VB, VBN	5	beweisen, bewiesen, beweiset
scheinen	VB, VBN	5	scheinen, scheint
Namen	NN	5	Namen
Seine	PRP$	5	Seine
Vater	NN	5	Vater
hinter	IN	5	hinter
Gesicht	NN	5	Gesicht
unschuldigen	PRP$	5	unschuldigen
Begierde	NN	5	Begierde
