Abfangschirm	Abfangschirm	NN	1	0	0	-	-	-
Abgeklärtheit	Abgeklärtheit	NN	1	0	0	-	-	-
Abgeschlossenheit	Abgeschlossenheit	NN	1	0	0	-	-	-
Abgleich	Abgleich	NN	1	0	0	-	-	-
Abgott	Abgott	NN	1	0	0	-	-	-
Abhilfe	Abhilfe	NN	1	0	0	0.2	0.8	0
Abhilfemaßnahme	Abhilfemaßnahme	NN	1	0	0	-	-	-
Abkomme	Abkomme	NN	1	0	0	-	-	-
Abkommen	Abkomme	NN	1	0	0	-	-	-
Abkühlung	Abkühlung	NN	1	0	0	0.5	0.5	0
Ableger	Ableger	NN	1	0	0	-	-	-
Ablösen	Ablöse	NN	1	0	0	0.5	0.5	0
Ablösung	Ablösung	NN	1	0	0	-	-	-
Abschirmung	Abschirmung	NN	1	0	0	0	0	1
Abschluss	Abschluß	NN	1	0	0	0.5	0	0.5
Absicherung	Absicherung	NN	1	0	0	-	-	-
Absprache	Absprache	NN	1	0	0	-	-	-
Abstimmung	Abstimmung	NN	1	0	0	0	0.5	0.5
Abstützung	Abstützung	NN	1	0	0	-	-	-
Abstützvorrichtung	Abstützvorrichtung	NN	1	0	0	-	-	-
Abundanz	Abundanz	NN	1	0	0	-	-	-
Abwechslung	Abwechslung	NN	1	0	0	0.375	0.4375	0.1875
Achtsamkeit	Achtsamkeit	NN	1	0	0	-	-	-
Adaptation	Adaptation	NN	1	0	0	-	-	-
Adaptationsfähigkeit	Adaptationsfähigkeit	NN	1	0	0	-	-	-
Adept	Adept	NN	1	0	0	-	-	-
Adhäsion	Adhäsion	NN	1	0	0	-	-	-
Affirmation	Affirmation	NN	1	0	0	-	-	-
Agilität	Agilität	NN	1	0	0	-	-	-
Akklamation	Akklamation	NN	1	0	0	-	-	-
Akquisition	Akquisition	NN	1	0	0	-	-	-
Aktiv	aktiv	ADJD	1	0	0	0.411765	0.352941	0.235294
Aktivist	Aktivist	NN	1	0	0	-	-	-
Aktivistin	Aktivistin	NN	1	0	0	-	-	-
