Title: Die Juden
Number of all tokens: 3194
Nummber of different tokens: 1672

Token	Frequency
Herr	45
wohl	27
werde	21
Dose	20
gewesen	20
sagen	20
Herrn	19
würde	18
wahr	18
weiß	17
wenig	16
Vogt	16
gut	14
gar	14
meiner	13
alles	12
gewiß	12
Juden	12
wollte	12
Freund	12
Lisette	11
Ihrem	11
Mann	11
Ei	11
Papa	11
sehen	11
Allein	11
eben	11
wissen	10
mag	10
nehmen	10
gehabt	9
glaube	9
Freundschaft	9
glauben	9
Ach	9
ha	9
andre	8
Jude	8
Kerl	8
fragen	8
denken	8
Vielleicht	8
Wahrheit	8
bald	8
Vergnügen	7
vielleicht	7
ehrlichen	7
unser	7
würden	7
Gott	7
sehe	7
Bart	7
getan	7
Diener	7
wären	6
recht	6
Herz	6
Bedienten	6
sage	6
erst	6
Zeit	6
Geier	6
deswegen	6
lange	6
Freunde	6
ei	6
meines	6
könnten	6
Stande	6
kömmt	6
gern	6
keinen	6
böse	6
liebe	6
seid	6
Uhr	5
Fräulein	5
Frage	5
Verzeihen	5
Geschenk	5
sagte	5
gekommen	5
Ha	5
Hand	5
fort	5
hatten	5
Vermögen	5
ehrlicher	5
gestern	5
Leute	5
Grobheit	5
gesagt	5
Ehre	5
Teufel	5
zufrieden	5
steht	5
reden	5
sei	5
sonst	5
länger	5
Namen	5
gestehn	5
weit	5
Umstände	5
silberne	5
einige	5
Gut	5
hätten	5
Nu	5
Spaß	5
ichs	5
Ernst	5
Glück	5
freilich	5
könnt	4
Eure	4
kaum	4
verschwiegen	4
übel	4
ganze	4
Bedienter	4
Garten	4
Tochter	4
Dienste	4
gehn	4
genug	4
beinahe	4
leiden	4
wollten	4
selber	4
Flucht	4
unsern	4
Verdacht	4
gefallen	4
wert	4
geht	4
antworten	4
tut	4
Jahr	4
dergleichen	4
Abreise	4
nu	4
verstehs	4
besser	4
nötig	4
Menschen	4
geirrt	4
Mamsell	4
begleiten	4
Recht	4
Schuldigkeit	4
Reden	4
bitten	4
höchst	4
übereilt	4
Großmut	4
klug	4
unschuldig	4
Geht	4
finden	4
Frauenzimmers	4
Himmel	4
Augen	4
habt	4
befehlen	4
Vermutungen	4
älter	4
etwa	4
Christen	4
sehn	4
allezeit	4
Liebe	4
entdecken	4
Wohltat	4
Jungfer	4
gesehen	3
Dankbarkeit	3
kehren	3
glaubte	3
Augenblick	3
Stunde	3
wollens	3
deiner	3
wenigen	3
weniger	3
darnach	3
beides	3
Räuber	3
Jahre	3
andern	3
klein	3
schäme	3
gefällt	3
könne	3
fragt	3
Fasson	3
sprechen	3
Wollte	3
niemals	3
lieber	3
dürfte	3
Krumm	3
beschwerlich	3
Volk	3
ließ	3
Bitte	3
sieht	3
Tag	3
Vergeltung	3
behaupten	3
Unrecht	3
gefunden	3
groß	3
Fremden	3
Leuten	3
grob	3
Martin	3
hören	3
Munde	3
schuldig	3
Ursachen	3
gehe	3
verdienen	3
Schnupftabaksdose	3
Furcht	3
Weg	3
Gesetzt	3
Frauenzimmer	3
umbringen	3
unsre	3
Sache	3
meinigen	3
befohlen	3
kennen	3
hör	3
hieher	3
fein	3
bitte	3
gehört	3
gleichwohl	3
genommen	3
Exempel	3
empfindlich	3
Reise	3
Kleinigkeit	3
leid	3
Diebe	3
Mühe	3
komm	3
Henker	3
Dosen	3
nimmermehr	3
geringste	3
fallen	3
abpacken	3
urteilen	3
silbernen	3
Gedanken	3
Händen	3
Hunger	3
Dank	3
heute	3
näher	3
Durst	3
erkenntlich	3
verlassen	3
redt	3
Pferde	3
leicht	3
Leben	3
wenigstens	3
denke	3
zornig	3
Euer	3
dummer	3
guten	3
Gefahr	3
wollt	3
Paar	3
Meilen	3
dumm	3
vorhin	3
stehen	3
geschenkt	3
suchen	3
Stunden	3
oft	3
gute	3
wußte	3
Drum	3
allein	3
Sprache	2
jemals	2
geworden	2
Erkenntlichkeit	2
verfolgen	2
annehmen	2
Unglücke	2
Mangel	2
dankbar	2
Gefälligkeit	2
sicher	2
höre	2
Neugierde	2
Hülfe	2
verstellt	2
verbindlich	2
erlaubt	2
falsch	2
Antrag	2
Unvorsichtigkeit	2
Dero	2
Wißt	2
Wort	2
Eigenschaften	2
endlich	2
spazieren	2
bedanken	2
vermisse	2
umsonst	2
sollens	2
schenken	2
sagt	2
anfangen	2
erhalten	2
vermuten	2
Neugierigkeit	2
allzugütig	2
Schuld	2
Aufsicht	2
angefallen	2
Sies	2
Zweifel	2
gelernt	2
Genugtuung	2
dächte	2
schließen	2
verstanden	2
ohngefähr	2
Anerbieten	2
Schulze	2
Sagen	2
kostet	2
Punkt	2
müßt	2
hundertmal	2
Mannspersonen	2
verschweigen	2
angesehen	2
Erstaunen	2
Wohlstands	2
zuwider	2
Stehlen	2
entdeckt	2
mirs	2
Tat	2
heißen	2
glücklich	2
unserm	2
gewohnt	2
Verdrüßlichkeiten	2
sitze	2
Larve	2
Galgen	2
gebracht	2
Unglück	2
Erretter	2
Wollten	2
Komplimente	2
Stricke	2
Ihrige	2
schlecht	2
sahen	2
fertig	2
machte	2
machts	2
Geduld	2
Lande	2
Wen	2
setzt	2
betrachten	2
verlegen	2
Alles	2
verwirrt	2
ausgenommen	2
geschwind	2
Messe	2
Glücke	2
darin	2
besorge	2
sauer	2
zugleich	2
Spitzbube	2
gottloser	2
hungert	2
versteht	2
gerissen	2
gewonnen	2
suche	2
Euren	2
einander	2
Verrichtungen	2
halber	2
Wissen	2
zanken	2
Spiel	2
genötiget	2
gesetzt	2
notwendig	2
dienen	2
alt	2
Menschenliebe	2
hast	2
alsdann	2
aufs	2
Gewissen	2
gewußt	2
halte	2
Bitten	2
heran	2
rasend	2
unschätzbar	2
Mords	2
möge	2
Rat	2
lauter	2
begeben	2
ernsthaft	2
hart	2
bedeuten	2
Komm	2
irren	2
bekommen	2
