Title: Der junge Gelehrte
Number of all tokens: 8640
Nummber of different tokens: 3382

Token	Frequency
Herr	100
wohl	76
Vater	60
weiß	57
Lisette	56
Damis	51
Valer	49
gar	43
Julianen	42
Sohn	39
sagen	37
reden	36
Anton	35
Juliane	34
wissen	33
würde	32
werde	32
sei	32
bald	32
alles	31
wollte	31
meiner	29
recht	29
hast	28
sehen	27
wahr	27
Brief	27
Frau	27
Zeit	25
Gelehrten	25
eben	25
glauben	25
wahrhaftig	23
ha	23
willst	22
Frauenzimmer	22
kennen	21
gehört	21
Gott	21
gewesen	21
Wort	20
gewiß	20
hören	20
Chrysander	20
glaube	20
gesagt	20
erst	19
andern	19
Post	19
Herrn	19
Mann	19
kannst	19
Ach	19
genug	18
vielleicht	18
mag	18
heiraten	18
Ei	18
Gelehrsamkeit	18
weißt	17
Jahr	17
zwanzig	17
Gedanken	17
sonst	17
sage	16
Hand	16
seiner	16
Welt	16
allein	16
gut	15
lange	15
Buch	15
kömmt	15
länger	15
Himmel	15
andre	14
Stube	14
wenig	14
Ha	14
unmöglich	14
geht	14
besser	14
Ehre	14
alt	14
wirst	13
böse	13
Recht	13
Heirat	13
wenigstens	13
vorhin	13
etwa	13
vergessen	12
Art	12
lieber	12
deswegen	12
Leute	12
geh	12
Sache	12
Kleinigkeit	12
heißt	12
würden	12
Liebe	12
Sprache	11
nehmen	11
fort	11
weit	11
Wohltaten	11
Berlin	11
Jahren	11
Henker	11
Lateiner	11
bekommen	11
heute	11
rechten	11
Freund	11
freilich	11
Mensch	11
wären	10
höre	10
deinem	10
ganze	10
Thalassio	10
gekommen	10
glücklich	10
denken	10
Kurz	10
Kerl	10
sehe	10
einander	10
alsdenn	10
Hören	10
lachen	10
Namen	10
verdient	10
gern	10
Nu	10
heraus	10
oft	10
getan	10
ins	10
laß	9
Einfall	9
Sohne	9
Schweig	9
Narren	9
verstehen	9
sieht	9
heißen	9
gelegen	9
antworten	9
gelehrte	9
meines	9
steht	9
Dank	9
finden	9
kenne	9
Verstand	9
Briefe	9
keinen	9
sollst	9
Kopf	9
wem	9
versprochen	9
Bald	9
Augenblick	8
deiner	8
gehabt	8
endlich	8
Streich	8
Freilich	8
Vermögen	8
Epithalamium	8
lesen	8
lernen	8
Mädchen	8
gleichwohl	8
tausend	8
Kopfe	8
Vaters	8
jungen	8
Schade	8
helfen	8
Augen	8
guter	8
Ernst	8
Worte	8
Glück	8
Bücher	8
gute	8
Jungfer	8
mußt	7
Ernste	7
Geschicklichkeit	7
sagte	7
sprechen	7
Ihrem	7
