sentiWS	nrcPositive	nrcNegative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	emotion	arousel	cdPositive	cdNegative	cdNeutral	gpcPositive	gpcNegative	gpcNeutral
intolerantest	-0.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abschaffen	-0.0048	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Aufdeckung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
würdevolleren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
würdevollerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herausforderung	-0.0048	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
törichterem	-0.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verstand	0.004	0	0	0	0	0	0	0	0	0	0	1.9	2.722222222	0	0	0	1	0	0
konsequenteste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
törichteren	-0.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
umstrittenstes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
umstrittenster	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
umstrittenstem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
umstrittensten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
törichteres	-0.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
törichterer	-0.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klatschsüchtig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
elendige	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
würdevollerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
würdevolleres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sorgfältiger	0.2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sorgfältiges	0.2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verachtungsvoll	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Missbilligung	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
alarmierst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bericht	0	0	0	0	0	0	0	0	0	0	0	-0.029411765	2.277777778	0	0	0	0	0	0
missraten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
Meter	0	0	0	0	0	0	0	0	0	0	0	0.15	2.157894737	0	0	0	0	0	0
Abschätzigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
landwirtschaftlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
aufbereittet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sorgfältigen	0.2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sorgfältigem	0.2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jammerten	-0.0504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abkanzeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
fremdartigerem	-0.0419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aas	0	0	0	0	0	0	0	0	0	0	0	-2.1	2.631578947	0	0	0	0	0	0
wahrtest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fremdartigeren	-0.0419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schmerztet	-0.3251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beförderung	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0	0
leistungsstarkem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jammertet	-0.0504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
folgewidrigere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
begeister	0.4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verteidigen	0.004	1	0	0	0	0	1	0	0	0	0	0	0	1.0	0	0	0	1	0
banaler	-0.3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
banales	-0.3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wohlverdient	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gesund	0.1554	1	0	0	0	0	0	1	0	0	0	2.7	1.631578947	1.0	0	0	1	0	0
terrorisiert	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leitbild	0	0	0	0	0	0	0	0	0	0	0	0.3	2.352941176	0	0	0	0	0	0
perspektivlos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
Gouverneur	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
erlahmen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
banalem	-0.3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
banalen	-0.3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
terrorisiere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toppe	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unaufrichtigeres	-0.3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unaufrichtigerer	-0.3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
neumodisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lebensgefahr	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
toppt	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fündig	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
etablierteste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fescheste	0.0806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unaufrichtigerem	-0.3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Funktionsfehler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unaufrichtigeren	-0.3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zulege	0.0922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mächtigsten	0.2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mächtigstem	0.2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unerwünschterer	-0.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unerwünschteres	-0.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herzversagen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
einflußlos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
unerwünschteren	-0.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unerwünschterem	-0.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mächtigstes	0.2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mächtigster	0.2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prachtvollst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlüsselposition	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Summen	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
unübersichtlicherer	-0.0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unübersichtlicheres	-0.0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
empfinden	0	0	0	0	0	0	0	0	0	0	0	1.5	2.333333333	0	0	0	1	0	0
terrorisierte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prinz	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
garstigste	-0.0425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unübersichtlicheren	-0.0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
edelsten	0.2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
edelstem	0.2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verblassest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heil	0	1	0	0	1	0	0	1	0	0	1	0	0	1.0	0	0	1	0	0
Heim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
verdrießen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
Bauchschuss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
edelster	0.2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
edelstes	0.2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unbegründetster	-0.4923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lebendigsten	0.0947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unbeliebtheit	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
lebendigstem	0.0947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bändigte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Selbstbetrug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Hechelei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abwendung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
improvisieren	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lebendigster	0.0947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lebendigstes	0.0947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verkümmern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
Todfeind	0	0	0	0	0	0	0	0	0	0	0	-2.7	4.529411765	0	0	0	0	0	0
gewohnheitsmäßig	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knicken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
paradiesischen	0.2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
paradiesischem	0.2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rächtest	-0.3489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
paradiesisches	0.2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
paradiesischer	0.2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
todmüde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Myriade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
besorgniserregendem	-0.3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sprödestem	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sprödesten	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gravierenderem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dunkelstes	-0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dunkelster	-0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dunkelsten	-0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dunkelstem	-0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eigelb	0	0	0	0	0	0	0	0	0	0	0	0.8	2.333333333	0	0	0	0	0	0
Beugehaft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
betörte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
erstklassigsten	0.1967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sprödester	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sprödestes	-0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beklagenswerteren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beklagenswerterem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassischerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassischeres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vermindertest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gravierenderes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miesere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gravierenderer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassischeren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassischerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wütte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beklagenswerteres	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beklagenswerterer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abwehrkampf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zölle	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gefährdet	-0.5006	0	1	0	0	0	1	0	0	0	0	0	0	0	1.0	0	0	1	0
Matrone	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fortbestand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gefährden	-0.5006	0	1	0	1	0	1	0	0	0	0	-1.647058824	3.9	0	1.0	0	0	1	0
kauen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
allerersteerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abschlägig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aufregest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
depressivst	-0.4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gehofft	0.2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gemeinschaftlichere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bevorrechtigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
allerersteeres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
einschüchterte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gegenmaßnahme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unklarste	-0.5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lästerte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abrisses	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gegenmaßnahmen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
verpflichten	0	0	1	0	0	0	0	0	0	0	1	0	0	1.0	0	0	1	0	0
abspalten	-0.3099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
absurder	-0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
absurdes	-0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
linkslastig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
absurdem	-0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
absurden	-0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lästigst	-0.1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verhandelte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unwissendst	-0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verpflichtet	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Abrissen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enthauptte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unhöflich	-0.0048	0	1	0	0	1	0	0	0	0	0	0	0	0	1.0	0	0	1	0
Linderungen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auffassungsgabe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
widersprüchlichster	-0.2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
widersprüchlichstes	-0.2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungeliebteren	-0.4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unverzeihbar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Orgel	0	0	0	0	1	0	0	1	0	0	0	0.95	2.476190476	0	0	0	0	0	0
weisungsbefugt	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
genehmst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
widersprüchlichsten	-0.2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suchtfaktor	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungeliebterer	-0.4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
widersprüchlichstem	-0.2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gehässigst	-0.1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
senke	-0.0596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marke	0	0	0	0	0	0	0	0	0	0	0	0.05	2.222222222	0	0	0	0	0	0
hysterischere	-0.0465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
senkt	-0.0596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Potenz	0.004	0	0	0	0	0	0	0	0	0	0	1.15	3.631578947	0	0	0	0	0	0
Adept	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Plan	0	0	0	0	1	0	0	0	0	0	0	0.7	2.571428571	0	0	0	0	0	0
erhebende	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erfüllung	0.004	1	0	0	1	0	0	1	0	0	1	2.058823529	2.285714286	0	0	0	1	0	0
Extremität	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erfreulich	0.2197	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
schlanke	0.2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vorbau	0	0	0	0	0	0	0	0	0	0	0	0.5	2.368421053	0	0	0	0	0	0
anflehen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ermüdungen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belehrbarere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stressfrei	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
zweifellos	0.0839	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
nicht meckern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
geringwertigst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wiederaufstieg	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
trägest	-0.3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folge	0	0	0	0	1	0	0	0	0	0	0	-0.15	2.6	0	0	0	0	0	0
Aufhellung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Religion	0	0	0	0	0	0	0	0	0	0	1	0.5	2.421052632	0	0	0	0	0	0
Konkurrenzkämpfe	-0.0494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chemotherapie	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
ausnahmsweise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Regal	0	0	0	0	0	0	0	0	0	0	0	0.55	2.047619048	0	0	0	0	0	0
Heimatliebe	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Whack	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verdruckst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
ausgehungertem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ausgehungerten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassestes	0.3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unterdrückst	-0.4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
randalieren	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
nachteiligsten	-0.3357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
furchtlosestes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
furchtlosester	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ermordtest	-0.3292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gezieltstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gezieltster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gezieltstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
krüppelhaft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
gezieltsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
furchtlosestem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
furchtlosesten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassestem	0.3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klassesten	0.3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ausgehungertes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ausgehungerter	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abfälligere	-0.3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gewalttätigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
zufriedengeben	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
lebenserfahren	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
mustergültigste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kinderleichte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zeigen	0	0	0	0	0	0	0	0	0	0	0	0.588235294	2.238095238	0	0	0	0	0	0
bedenklich	-0.7701	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
Entfettung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
störte	-0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
härtere	-0.1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wärmer	0.3796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
veränderlich	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
annulliert	-0.3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
beschämtest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krankenhaus	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
wärmet	0.1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anhaften	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
wärmen	0.1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
annulliere	-0.3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
defizitär	-0.4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pünktlichst	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nervigere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abstimmest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verbannte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
horrend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
groggy	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
kriminellem	-0.4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
langatmigst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kriminellen	-0.4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kriminelles	-0.4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
krimineller	-0.4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erstrangigste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verhohnepipeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
trottelhaft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Hündin	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
berühmtere	0.3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rechtfertigte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Paradiesen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rekonvaleszenz	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Sprengstoffanschlag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
Seitensprung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
