word	emotion	arousel
mitglied	0.0	2.222222222
vermögen	1.323529412	2.888888889
verletzen	-1.941176471	4.033333333
beteiligen	0.588235294	2.421052632
laufbahn	1.0	2.277777778
besuch	1.0	2.722222222
mahnmal	-1.0	3.523809524
musik	2.4	1.85
krieg	-2.9	4.571428571
amboß	-0.32	2.32
hahn	0.41	2.23
schlaff	-1.2	2.315789474
sichel	-0.55	2.526315789
lunge	0.3	2.777777778
verteilen	1.029411765	1.947368421
aufbau	0.55	2.285714286
warm	2.2	2.166666667
spezial	0.9	1.894736842
notiz	0.65	2.052631579
ehelos	-0.2	2.473684211
brause	0.8	2.368421053
hure	-1.3	3.777777778
anekdote	0.8	2.619047619
amsel	1.15	1.8
magen	0.5	2.428571429
wehklage	-1.9	3.411764706
haube	-0.1	2.157894737
locken	0.0	2.888888889
autorität	-0.970588235	3.631578947
ampulle	-0.73	3.14
wort	0.764705882	2.0
verfügung	-0.382352941	1.947368421
mager	-1.2	3.25
simpel	0.4	2.3
kamera	1.5	3.0
mechanik	0.3	2.294117647
löffel	0.59	2.14
zelle	-0.95	3.19047619
wand	-0.264705882	1.944444444
vergessen	-0.970588235	2.904761905
gebet	0.75	2.714285714
anstehen	-0.9	2.473684211
minder	-0.9	1.947368421
melone	1.82	2.27
funke	0.65	3.105263158
friede	2.4	1.4
befehl	-2.0	3.75
gigant	0.35	3.789473684
niemand	-1.1	1.842105263
satt	1.4	2.105263158
satz	0.264705882	1.888888889
jubel	2.0	3.647058824
klischee	-1.0	3.380952381
bunt	1.6	2.210526316
asozial	-2.4	2.526315789
abgang	-0.95	2.315789474
horror	-2.15	4.388888889
ergreifen	0.147058824	2.428571429
sensibel	0.8	2.368421053
paste	-0.15	1.944444444
girlande	1.36	2.91
niere	-0.4	2.705882353
lump	-1.4	2.888888889
sippe	-0.5	2.444444444
bohrer	-0.15	3.15
entzug	-1.7	3.444444444
wohnheim	-0.4	2.529411765
aschgrau	-1.4	1.631578947
mieter	-0.3	2.368421053
wenden	0.294117647	2.095238095
orden	0.35	2.444444444
anklagen	-1.3	3.833333333
namhaft	1.1	2.526315789
ausfall	-1.2	3.055555556
christus	-0.117647059	2.611111111
ablauf	0.0	2.105263158
meutern	-1.8	3.789473684
wertvoll	1.9	2.611111111
mittel	0.088235294	2.555555556
wind	1.264705882	2.333333333
gekicher	0.0	3.111111111
apfel	1.2	1.833333333
anruf	1.35	2.833333333
laterne	1.24	2.19
ahnung	0.7	3.0
privileg	1.1	3.0
natter	-1.15	3.65
japan	0.25	2.111111111
nachteil	-1.3	3.166666667
nett	1.8	2.055555556
regieren	0.3	2.933333333
schütteln	-0.529411765	3.214285714
rekord	1.3	3.526315789
befallen	-1.4	3.333333333
versetzen	-0.676470588	2.631578947
kuhle	-0.05	1.8
rachen	-0.9	2.210526316
drache	0.4	3.444444444
regierung	-0.852941176	2.842105263
maximal	1.2	2.578947368
vorrat	1.25	2.055555556
anlegen	0.205882353	2.0
erzeuger	0.8	3.052631579
änderung	0.352941176	2.833333333
produktion	0.264705882	2.368421053
berühren	1.794117647	2.892857143
lernbar	1.3	2.0
fahndung	-1.1	3.333333333
giftgas	-3.0	4.222222222
giraffe	1.36	2.82
erzeugen	0.941176471	2.571428571
bank	-0.235294118	2.277777778
sodom	-1.2	3.473684211
beratung	0.8	2.421052632
klingel	0.14	2.73
komitee	-0.823529412	2.666666667
rektor	-0.9	2.714285714
spule	0.1	2.055555556
abbild	-0.2	2.105263158
fraulich	1.5	2.5
lauer	-0.6	2.476190476
tendenz	0.264705882	2.5
weltall	0.8	3.315789474
flüchtling	-1.205882353	3.210526316
list	-0.5	3.277777778
zwecklos	-2.0	2.210526316
beamte	-1.411764706	2.333333333
karaffe	0.41	1.95
spinner	-1.0	3.368421053
storch	0.68	2.45
lupe	0.0	2.294117647
annahme	0.235294118	2.3125
fisch	0.36	2.36
taler	1.05	2.0
liebreiz	1.7	3.058823529
rasse	-1.25	3.4
prinzessin	0.970588235	3.473684211
rummel	0.3	3.421052632
verkehr	-0.235294118	3.222222222
unwesen	-1.6	3.277777778
foto	0.9	3.263157895
sprengen	-0.9	3.684210526
reisen	2.235294118	3.05
sturm	-0.1	4.1
gedanke	1.5	2.611111111
verhindern	-0.647058824	2.157894737
brauchen	-0.235294118	2.789473684
morast	-1.1	2.777777778
lineal	0.3	2.052631579
massaker	-2.8	4.611111111
toleranz	2.3	2.647058824
verwesen	-2.2	3.105263158
panik	-1.8	4.578947368
tolerant	2.0	2.333333333
filter	0.1	2.176470588
bakterie	-1.7	3.5
herzlos	-2.5	2.263157895
rinde	0.35	1.888888889
pfau	1.09	2.55
angehen	0.705882353	2.368421053
reihe	0.0	1.944444444
neubau	-0.2	2.25
kerker	-1.9	4.058823529
schnaps	0.0	2.944444444
befinden	0.323529412	2.277777778
bitten	0.382352941	2.619047619
trost	1.4	2.157894737
abhauen	-0.9	3.210526316
euphorie	1.4	3.777777778
tot	-2.5	4.166666667
prognose	0.3	2.882352941
ton	0.941176471	2.476190476
inferno	-1.8	4.277777778
bitter	-1.3	2.526315789
redner	0.5	2.444444444
laufen	0.764705882	2.047619048
floß	0.68	3.0
erreichen	1.558823529	2.523809524
verbieten	-1.558823529	3.238095238
verweigern	-0.911764706	3.0
albern	-0.2	3.052631579
tampon	-0.68	2.23
pinsel	0.55	1.966666667
praline	1.5	2.444444444
stelze	0.18	2.64
fraktion	-0.764705882	2.263157895
perser	0.2	2.7
haustier	1.2	2.222222222
schirm	0.68	2.36
morphem	-1.0	2.0
übermut	-0.1	3.722222222
kurort	0.75	2.19047619
ferien	2.6	2.294117647
schraube	0.0	1.86
zunge	0.9	2.904761905
angeben	-1.382352941	2.761904762
verraten	-1.647058824	3.888888889
geschenk	2.3	3.470588235
plagiat	-0.8	2.473684211
flasche	0.45	1.95
strapaze	-1.4	3.5
geldgier	-1.2	3.833333333
komik	1.45	3.055555556
treu	2.2	2.333333333
beginn	1.3	2.789473684
tagung	-0.558823529	1.894736842
flugzeug	0.5	3.333333333
nehmen	0.088235294	2.0
leugnung	-1.7	3.333333333
mine	-0.7	3.142857143
widerstand	0.205882353	3.210526316
nachfolger	-0.176470588	2.428571429
herrschen	-1.911764706	3.285714286
triangel	0.27	2.05
leugnen	-1.7	3.5
stellen	-0.264705882	1.857142857
horde	-1.2	3.2
besucher	1.0	2.0
festtag	2.0	2.75
reglos	-1.2	2.157894737
wanze	-1.3	3.444444444
verderb	-2.1	3.5
snob	-1.4	3.111111111
scheich	0.0	2.388888889
besuchen	1.441176471	2.761904762
segeln	1.4	1.833333333
auffordern	-0.117647059	3.0
mörser	-0.45	2.32
wohnung	1.1	2.0
unterton	-0.9	2.904761905
einladen	1.676470588	2.533333333
poker	0.2	3.222222222
mimik	0.75	3.285714286
lächeln	2.294117647	2.357142857
entsetzt	-1.8	3.555555556
phase	0.0	2.444444444
knochen	-0.86	2.95
wespe	-1.2	3.5
thriller	0.5	3.666666667
seuche	-2.5	4.25
pointe	1.5	3.210526316
tablette	-1.32	2.73
negerin	-0.6	3.380952381
alarm	-1.4	4.444444444
kosmetik	0.3	2.176470588
waffe	-2.35	4.238095238
mordtat	-2.9	4.277777778
schauder	-1.5	4.117647059
komplize	-1.1	3.444444444
hunger	-0.6	3.631578947
probe	0.0	2.388888889
fräulein	-0.352941176	3.0
liste	-0.35	2.4
madeira	1.4	2.611111111
schenken	1.852941176	2.964285714
paddel	0.55	2.59
ausgeben	-0.323529412	2.5
regentag	-0.8	3.333333333
delikt	-1.6	3.411764706
toast	0.6	2.368421053
laube	1.3	1.75
pflicht	-0.3	2.833333333
einnahme	0.4	2.444444444
pfarrer	0.4	2.4375
strauß	1.235294118	2.421052632
sohle	0.0	1.777777778
klauen	-2.0	3.631578947
sieb	0.36	1.82
drohung	-2.1	4.176470588
sieg	2.2	3.722222222
tadel	-1.65	3.470588235
trampel	-1.2	3.0
miete	-1.35	2.473684211
gegend	0.3	1.944444444
fichte	0.85	1.761904762
flaute	-1.05	2.111111111
widmen	1.147058824	2.105263158
geheimnis	1.117647059	3.80952381
platz	0.382352941	2.117647059
erfinder	1.3	2.666666667
bar	0.823529412	3.157894737
klette	-0.9	2.263157895
bazille	-1.7	3.5
farbe	1.6	2.210526316
kneipe	1.3	2.444444444
bad	1.2	2.333333333
gewicht	-0.970588235	3.333333333
auftreten	0.029411765	2.714285714
wachsen	1.264705882	2.333333333
steak	1.4	2.65
diplom	1.8	3.470588235
prunk	0.6	2.052631579
nackt	0.8	3.842105263
spionage	-1.6	3.444444444
robbe	1.25	1.947368421
flagge	0.59	2.5
abgas	-2.05	2.882352941
funktionär	-1.411764706	2.210526316
schreiben	1.470588235	2.571428571
teuer	-1.1	3.4
blei	-0.617647059	1.894736842
nachbar	-0.1	2.375
treffer	1.9	3.142857143
lossagen	-0.3	2.157894737
fangen	-0.529411765	2.964285714
meistern	1.5	2.944444444
zigarette	-0.882352941	3.238095238
borste	-0.35	2.75
klee	1.8	1.388888889
sorte	0.4	2.0
bier	0.7	2.894736842
mausgrau	-1.4	1.736842105
figur	0.35	2.526315789
rufen	0.088235294	2.684210526
finger	0.7	2.105263158
duft	1.7	2.388888889
kredit	-1.235294118	3.277777778
fürchten	-1.647058824	3.857142857
trommel	0.27	3.23
galgen	-2.2	4.117647059
miene	0.55	2.904761905
enthalten	-0.352941176	2.19047619
optimist	2.1	2.823529412
vermuten	-0.1	2.277777778
toilette	-0.68	2.36
souvenir	1.1	1.888888889
motte	-1.55	3.05
bauer	0.15	1.833333333
aquarium	0.59	1.36
manko	-1.05	2.777777778
motto	0.6	2.19047619
herd	0.91	2.64
eigentum	1.2	2.444444444
ahorn	1.3	1.722222222
pulver	-0.15	2.842105263
asket	-0.7	2.0
kommen	1.117647059	2.631578947
jungfrau	0.3	2.294117647
parfüm	1.77	3.0
anfall	-1.7	3.888888889
untat	-1.7	3.333333333
erfüllen	1.411764706	2.947368421
erfahrung	1.735294118	3.421052632
riskant	-0.2	3.666666667
matte	0.15	1.722222222
vertrauen	2.205882353	3.526315789
erleben	1.735294118	3.095238095
skrupel	-0.2	3.277777778
monat	0.3	2.111111111
drillen	-1.7	3.166666667
urwald	1.35	2.611111111
balkon	1.35	2.055555556
basis	0.35	1.722222222
frist	-1.2	3.19047619
lehrling	-0.1	2.8125
milieu	-0.8	2.526315789
umsonst	0.4	1.894736842
schutt	-1.2	2.789473684
weich	1.2	1.368421053
polygam	-0.5	2.210526316
sache	0.25	2.157894737
glück	2.617647059	2.933333333
schutz	1.7	1.894736842
blutig	-1.8	4.35
aufgabe	0.411764706	2.777777778
meute	-1.25	3.444444444
giebel	0.2	2.157894737
anreiz	1.3	3.736842105
stehlen	-2.2	3.611111111
schloss	1.23	2.68
fest	1.852941176	2.888888889
lift	0.4	2.555555556
ehre	0.911764706	3.095238095
tabu	-1.3	3.526315789
sinnvoll	2.0	1.944444444
blume	2.15	1.6875
echse	0.3	2.65
narkose	-1.2	3.555555556
schmuck	1.3	2.555555556
wissen	2.029411765	2.666666667
batterie	-0.14	1.91
klippe	0.1	3.388888889
balance	0.9	3.0
stube	0.8	1.894736842
stammeln	-1.4	3.166666667
orkan	-1.0	4.2
vogel	1.2	2.444444444
geduld	2.0	1.823529412
verfassung	0.176470588	3.047619048
wenig	-0.9	1.526315789
dokument	0.6	2.1
madonna	1.0	2.555555556
erzählen	1.352941176	2.842105263
klinik	-1.0	3.3
hupe	-0.82	3.45
stein	0.23	2.0
schreck	-1.6	4.166666667
toaster	0.82	1.68
roggen	0.65	1.789473684
anleihe	-0.852941176	2.238095238
monarch	-0.4	2.611111111
wehrlos	-1.7	3.888888889
plappern	-0.7	3.2
junge	0.8	2.80952381
stelle	0.0	2.222222222
elefant	1.32	2.95
bohne	0.65	1.578947368
schiller	0.9	2.578947368
negativ	-2.4	3.555555556
lenkrad	0.4	2.0625
promille	-0.8	3.380952381
hanf	-0.3	2.333333333
hand	1.205882353	1.777777778
legen	0.205882353	1.842105263
portal	0.9	2.105263158
scheu	-0.6	1.894736842
dampfer	0.64	2.55
fasching	0.0	2.777777778
geist	1.1	2.833333333
meise	0.6	1.857142857
butter	0.6	1.842105263
schlager	-0.4	2.444444444
weichen	-0.764705882	2.0
verletzt	-1.8	3.944444444
schließen	-0.617647059	2.333333333
barsch	-1.3	2.947368421
hypothek	-1.6	3.055555556
abitur	0.8	3.952380952
programm	0.294117647	2.388888889
marotte	-0.7	2.571428571
musical	1.1	2.555555556
limonade	1.4	1.666666667
umsturz	-1.0	3.095238095
sprechen	1.205882353	2.523809524
belegen	-0.058823529	2.285714286
wahl	0.117647059	2.777777778
zujubeln	1.6	3.166666667
wahn	-2.3	3.833333333
akzent	0.0	3.210526316
photo	1.55	2.529411765
besen	-0.25	2.05
unfair	-2.0	2.947368421
unwetter	-1.2	3.777777778
reiher	0.55	2.095238095
human	1.9	2.05
maulkorb	-1.5	3.5
sonnig	2.4	2.388888889
gebiet	0.1	2.315789474
brennen	-1.529411765	3.464285714
kassette	0.41	2.09
hai	-0.5	3.333333333
wirken	0.941176471	2.473684211
nikotin	-0.7	3.238095238
aktie	0.6	2.157894737
gewinnen	1.676470588	3.210526316
billigen	-0.4	2.222222222
panisch	-2.1	4.222222222
frage	0.15	2.333333333
komisch	0.7	2.578947368
himbeere	1.95	2.5
vornehmen	0.647058824	2.523809524
aktiv	1.6	3.263157895
weise	1.8	2.1
bequem	1.7	1.944444444
gierig	-1.5	3.947368421
scheitern	-1.941176471	3.678571429
brunnen	0.55	1.86
fusion	0.8	2.571428571
hering	-0.05	2.157894737
wolke	1.0	1.888888889
stoßen	-0.764705882	1.947368421
wagemut	1.1	3.333333333
gift	-2.5	4.0
füller	0.73	2.32
linde	1.35	1.444444444
adria	1.4	2.666666667
ungnade	-1.7	3.333333333
füllen	0.529411765	2.107142857
intensiv	1.0	3.894736842
vermeiden	-0.617647059	2.105263158
kosten	-1.529411765	2.952380952
sitzung	-0.382352941	2.111111111
kammer	-0.823529412	2.052631579
stiefel	0.77	2.23
aussage	0.0	2.222222222
abteil	-0.15	2.117647059
mahlzeit	1.4	2.111111111
ekel	-2.0	4.0
feier	2.1	3.4375
bedingung	-0.911764706	2.578947368
gauner	-1.35	3.6
beneiden	-1.2	3.263157895
ferse	0.2	2.125
wange	1.2	1.666666667
humor	2.15	3.8125
ersetzen	-0.470588235	2.238095238
gutartig	2.0	1.944444444
wahrheit	2.5	3.0
steigern	1.0	2.789473684
zeuge	0.05	2.722222222
diktatur	-2.5	4.294117647
mirakel	0.6	2.761904762
verarmen	-1.8	3.666666667
mitleid	0.0	3.0
nelke	1.15	1.842105263
kastanie	0.91	2.14
maibaum	0.8	2.142857143
kürbis	0.5	2.36
burg	1.23	3.0
weiblich	1.9	2.888888889
jauche	-1.9	3.157894737
dolch	-1.3	4.052631579
notfall	-1.7	4.529411765
binden	0.382352941	2.684210526
platzen	-0.4	3.566666667
arbeiter	-0.235294118	2.222222222
errichten	0.676470588	2.157894737
autark	0.6	3.0
sorgfalt	1.4	2.166666667
unruh	-1.2	3.578947368
wonne	1.85	2.263157895
idylle	2.5	1.823529412
muschel	1.55	2.18
zerlegen	-0.2	2.736842105
ehrung	1.15	2.9
literatur	1.852941176	3.047619048
befund	-0.15	2.9
primitiv	-1.4	2.368421053
kasperl	1.23	2.82
faust	-0.823529412	3.210526316
gründen	0.970588235	2.315789474
raucher	-0.9	2.894736842
adel	-0.3	2.555555556
lieb	2.2	2.166666667
begabung	2.2	2.625
redselig	-0.1	2.5
dilemma	-1.8	3.705882353
lied	1.6	1.944444444
nachweisen	-0.294117647	2.666666667
vorhaben	0.970588235	2.789473684
untreue	-2.7	4.285714286
gewitter	0.6	3.631578947
lieben	2.705882353	3.666666667
tulpe	1.55	1.647058824
muskel	1.05	2.86
falle	-1.7	4.0
gefängnis	-2.264705882	3.052631579
todfeind	-2.7	4.529411765
komfort	2.0	1.823529412
vorkommen	0.176470588	2.052631579
panorama	1.5	1.888888889
halle	0.2	2.055555556
fabrik	-0.7	2.285714286
kasino	0.5	2.473684211
fahne	-0.2	2.0
lukrativ	1.7	2.5
lage	-0.058823529	1.833333333
ratte	-0.95	2.714285714
überwinden	0.970588235	2.789473684
amateur	-0.3	2.5
spannung	0.8	3.285714286
form	0.352941176	2.222222222
leiden	-1.941176471	3.833333333
abart	-1.6	3.277777778
schweigen	-0.264705882	1.733333333
tinte	0.35	2.058823529
schauer	-1.0	2.684210526
pakt	-0.6	3.571428571
behandeln	0.382352941	2.421052632
planvoll	1.2	2.157894737
marter	-2.1	3.444444444
gewalt	-2.7	4.380952381
tempel	1.0	2.222222222
schock	-1.8	4.263157895
veilchen	1.0	2.0
gesundheit	1.970588235	2.233333333
positiv	2.4	2.611111111
maximum	1.0	3.166666667
paprika	1.0	1.91
kreisel	0.68	2.86
verdreht	-1.0	2.315789474
pest	-2.8	4.0
lösen	1.058823529	2.631578947
erde	1.9	2.444444444
bedürfnis	0.382352941	3.476190476
obhut	0.65	2.105263158
skelett	-0.3	3.333333333
kohle	0.15	2.555555556
diagnose	-0.7	3.619047619
komet	1.1	3.4
eifel	0.6	2.380952381
labil	-1.5	3.05
liberal	1.3	2.157894737
undank	-1.8	3.111111111
glanz	1.8	2.611111111
moll	-0.2	2.277777778
entfallen	-0.676470588	2.368421053
dachs	0.45	2.5
moskito	-1.4	3.444444444
eifer	0.8	3.052631579
bedarf	-0.264705882	2.352941176
marxist	-0.9	2.473684211
zank	-1.6	3.444444444
vorfall	-0.5	3.111111111
abseits	-1.1	2.842105263
linse	0.5	1.944444444
sohn	1.323529412	2.0
appetit	1.1	2.722222222
dienst	-0.764705882	2.142857143
entlassen	-1.617647059	3.333333333
verstehen	1.735294118	2.842105263
biene	1.15	2.388888889
seereise	1.5	2.611111111
lehrhaft	0.5	2.444444444
hormon	0.15	3.25
palme	1.6	1.764705882
verbinden	1.205882353	2.526315789
russe	0.05	3.055555556
dieb	-1.8	3.5
gehören	0.058823529	2.210526316
scharf	0.0	4.105263158
abdruck	-0.1	2.235294118
namenlos	-1.0	1.789473684
gespräch	1.441176471	2.666666667
schwäche	-0.852941176	2.904761905
yacht	1.0	2.578947368
loyal	2.1	2.105263158
lernen	0.8	2.526315789
verweint	-1.6	2.578947368
trennen	-1.5	3.571428571
schritt	0.911764706	2.315789474
moorbad	0.2	1.944444444
datum	0.3	2.1875
telefon	1.27	2.73
einsetzen	0.411764706	2.736842105
unkraut	-1.0	1.857142857
bomber	-2.25	4.25
begeistern	2.147058824	3.5
begierde	0.2	3.722222222
macht	0.1	4.15
marke	0.05	2.222222222
ratlos	-1.2	2.947368421
loblied	2.0	2.235294118
donner	-0.2	3.947368421
markt	0.8	2.380952381
abwasser	-1.2	2.5
fahrrad	1.55	3.0
meister	1.1	2.777777778
einsicht	1.090909091	2.111111111
geheul	-1.6	3.7
ritze	-0.15	2.529411765
seerose	1.6	1.333333333
blase	-0.7	2.210526316
wählen	0.058823529	2.631578947
listig	-0.4	3.210526316
paradies	2.8	2.294117647
herbst	1.1	1.65
blüte	2.32	1.91
traube	1.4	1.555555556
übergeben	-0.588235294	2.157894737
minute	0.029411765	2.277777778
streng	-1.2	3.473684211
gatte	0.7	3.047619048
mahl	1.1	2.055555556
tarif	-0.6	2.428571429
nagel	0.25	2.666666667
kirsche	2.18	2.73
magnet	0.6	2.210526316
fahrt	0.941176471	2.368421053
zaghaft	-0.8	1.473684211
heißen	0.617647059	2.142857143
behaupten	-0.323529412	2.380952381
revolution	0.470588235	4.0
fehlen	-1.529411765	2.866666667
villa	1.4	2.555555556
rasierer	0.23	2.27
trend	0.5	2.666666667
bestellen	0.647058824	1.894736842
bestimmung	0.147058824	3.0
verwaltung	-1.117647059	2.523809524
riese	0.2	3.052631579
rente	0.25	2.35
trotz	-0.823529412	3.0
verbrechen	-2.029411765	3.571428571
besetzen	-0.617647059	2.666666667
erotik	2.3	4.4375
steg	0.73	2.27
ehrlich	2.2	2.111111111
stilvoll	1.4	2.947368421
saphir	1.5	3.1
arbeiten	-0.058823529	2.684210526
abweg	-0.95	2.523809524
führer	-2.176470588	3.888888889
hummer	-0.09	2.55
raupe	-0.15	2.157894737
weit	0.5	2.263157895
trennung	-1.7	4.294117647
kandidatur	-0.352941176	2.8
kamm	0.23	1.91
spinne	-0.85	3.578947368
pause	1.15	1.380952381
seide	1.65	1.470588235
gebein	-1.15	2.722222222
zylinder	-0.18	2.14
wunde	-1.75	3.882352941
bargeld	1.8	2.941176471
freude	2.7	3.411764706
bonbon	1.7	2.125
entwurf	0.6	2.052631579
buch	1.911764706	1.888888889
regnen	-0.1	1.736842105
abends	1.0	2.052631579
abtei	0.0	1.842105263
versuch	0.2	2.555555556
askese	-0.4	2.625
erholung	2.3	1.294117647
zögern	-0.852941176	2.761904762
begnadet	1.7	2.411764706
stören	-1.647058824	3.428571429
vorstellen	1.558823529	2.526315789
massage	2.2	1.5625
satan	-2.2	4.25
lösung	1.529411765	2.388888889
anmutig	1.9	2.333333333
verändern	0.764705882	2.80952381
leser	1.3	2.111111111
weigern	-1.2	3.578947368
attentat	-2.4	4.705882353
gesicht	1.0	2.666666667
barbar	-1.05	3.75
pensum	-0.4	2.65
atombombe	-2.794117647	4.421052632
heirat	1.05	3.277777778
schaden	-1.794117647	3.444444444
stimmung	1.0	2.555555556
leuchten	1.8	2.5
super	2.5	3.35
spannend	1.2	3.842105263
sonntag	1.5	1.882352941
regel	-0.4	2.5
abbau	-1.0	3.0
höhepunkt	1.735294118	4.095238095
losung	0.0	2.764705882
kasse	-0.15	2.333333333
zusage	1.6	2.588235294
laune	0.6	3.157894737
antwort	0.941176471	2.684210526
altar	0.3	2.35
würdigen	1.176470588	2.894736842
erfordern	-0.970588235	2.0
tandem	1.0	3.0
apathie	-1.6	3.333333333
affe	1.0	3.0
duften	1.5	2.444444444
sieben	0.205882353	2.210526316
entfernen	-0.705882353	2.866666667
beichte	-0.2	2.823529412
verflixt	-0.9	3.526315789
deckel	-0.09	1.86
regung	0.75	2.952380952
sterben	-1.823529412	4.055555556
aufsatz	0.1	2.388888889
kamin	1.65	1.5
maulen	-1.4	3.157894737
rauchen	-1.029411765	3.19047619
witwer	-1.35	2.894736842
agent	0.45	2.944444444
kommode	0.64	1.82
mokka	1.1	2.4
abort	-0.9	2.380952381
orgie	0.3	4.222222222
unbefugt	-1.2	3.052631579
fliege	-0.95	2.157894737
schieben	-0.647058824	2.185185185
uferlos	-1.3	2.736842105
spuk	-0.8	2.842105263
matratze	1.2	2.388888889
dosis	-0.7	3.238095238
winter	0.323529412	2.055555556
rudel	-0.15	2.277777778
hoffen	1.647058824	2.392857143
ruder	0.4	2.444444444
rubin	1.4	2.611111111
übelkeit	-2.0	3.210526316
optimal	2.4	2.722222222
erleiden	-1.941176471	3.733333333
bezeichnen	0.323529412	2.0
umarmen	2.2	2.722222222
teilen	1.205882353	2.526315789
halbtot	-2.0	2.789473684
insekt	-0.45	3.0
mythos	0.9	3.0
eiche	1.45	1.722222222
schlimm	-1.9	3.666666667
mai	1.7	2.368421053
töten	-2.705882353	4.433333333
vulkan	0.2	3.684210526
trauung	1.0	2.944444444
omen	-0.2	3.333333333
hochmut	-1.4	3.277777778
zugeben	0.6	2.333333333
untier	-1.2	3.5
sessel	1.4	1.777777778
feiertag	1.9	1.941176471
waise	-1.85	3.105263158
zulassen	0.617647059	2.80952381
saxophon	1.41	2.86
monstrum	-1.8	4.352941176
moralist	-0.8	2.736842105
leichnam	-2.4	3.941176471
trunken	-0.2	2.888888889
milchbar	1.1	1.833333333
karton	0.0	1.842105263
ersaufen	-2.4	3.421052632
hobel	0.3	2.117647059
befugnis	0.7	2.761904762
lyrik	0.7	3.157894737
denker	1.8	2.352941176
leiern	-1.2	1.894736842
schwarz	0.3	1.947368421
mais	0.9	2.210526316
beenden	-0.558823529	2.666666667
poesie	1.2	2.277777778
hirse	0.4	1.611111111
sklave	-2.2	4.315789474
spurlos	-1.0	3.105263158
geliebte	1.5	3.777777778
klinke	0.23	1.91
esel	1.05	2.73
landschaft	2.0	2.842105263
kehren	-0.558823529	2.2
kanone	-1.77	3.91
heilung	2.6	2.352941176
peitsche	-1.0	3.666666667
zwiebel	-0.73	2.77
beil	-1.64	3.59
zitrone	0.8	2.789473684
killer	-2.4	4.294117647
bischof	-0.823529412	2.052631579
safari	1.2	3.157894737
not	-2.0	3.944444444
irre	-1.5	3.777777778
erledigen	0.088235294	3.0
teller	0.59	1.59
musiker	1.3	2.222222222
visum	-0.05	2.888888889
quader	0.1	1.882352941
fernsehen	0.205882353	2.3
abendrot	2.4	2.0
erwerben	0.852941176	2.263157895
tropisch	1.2	2.947368421
advent	1.05	1.736842105
drücken	-0.176470588	2.714285714
magazin	0.5	2.352941176
wollen	0.764705882	2.523809524
rock	1.0	2.77
fächer	0.68	2.14
tauchen	0.941176471	2.684210526
rückkehr	1.352941176	3.111111111
