sentiWS	nrcPositive	nrcNegative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	emotion	arousel	cdPositive	cdNegative	cdNeutral	gpcPositive	gpcNegative	gpcNeutral
Judenmord	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Maßgeblichkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
irrig	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Versorgung	0	1	0	0	0	0	0	0	0	0	0	0.941176471	2.578947368	0	0	0	0	0	0
trottetest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beweglich	0	1	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
verteufeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Notlage	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Interessenvertretung	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armverletzung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
geräumigster	0.1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geräumigstes	0.1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
konkurrenzbetont	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
perplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Freiwerden	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Holocaust	0	0	1	1	0	1	1	0	1	0	0	0	0	0.0	1.0	0.0	0	0	0
anlocken	0.004	0	0	0	0	0	0	0	0	0	0	0.4	2.433333333	0	0	0	0	0	0
geräumigsten	0.1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geräumigstem	0.1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
niederträchtigst	-0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzuverlässig	-0.612	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
lieblose	-0.4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sauerei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
handlichst	0.2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genial	0.2156	1	0	0	0	0	0	0	0	0	0	2.4	3.5	1.0	0.0	0.0	0	0	0
annehmbarst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Himmel	0	1	0	0	0	0	0	1	0	0	1	2.25	1.65	0	0	0	1	0	0
gleichwertig	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halsweh	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
ungeübtem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ausdauernd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
paradox	0	0	0	0	0	0	0	0	0	0	0	-0.4	2.888888889	0.0	0.7	0.0	0	1	0
unsportlichst	-0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzumutbareres	-0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzumutbarerer	-0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erratum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sparsamstem	0.0907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beilegungen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sparsamstes	0.0907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lohnendste	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzumutbareren	-0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzumutbarerem	-0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
riesigerer	0.4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wohltuenderem	0.2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mustergültigerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Topform	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Kriegsbegeisterung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
familiengerecht	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Unkorrektheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
beträchtlichere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holzfällerei	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stressig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Unentschiedenheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Stänkerer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Arschloches	-0.1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unbarmherzigere	-0.3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
holen	0	0	0	0	0	0	0	0	0	0	0	0.176470588	2.0	0	0	0	0	0	0
feindlichere	-0.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weiterbildung	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
attraktivstes	0.2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewalttätigstem	-0.3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewalttätigsten	-0.3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
riesigerem	0.4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mustergültigeren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erschrecktet	-0.1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gestalttherapie	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
unglaublichst	0.3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewalttätigstes	-0.3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewalttätigster	-0.3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verantwortungsvollerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragilstem	-0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tröstte	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Universität	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erdrückendst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kontinuierlichste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragilstes	-0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verdunkl	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verantwortungsvollerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verantwortungsvolleres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hinausgehendere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stocken	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heitreren	0.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heitrerem	0.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zustimmen	0.004	1	0	0	0	0	0	0	0	0	0	0.970588235	2.473684211	0.7	0.0	0.0	0	0	0
nachweisbar	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
betrunkenerer	-0.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heitreres	0.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heitrerer	0.2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zurechnungsfähigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
unbeständig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Triumph	0.004	1	0	0	1	0	0	1	0	0	0	2.0	3.875	1.0	0.0	0.0	1	0	0
kriminell	-0.4692	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
Pflichtvergessenheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zwischenspiel	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unwirksamerem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Messerstecherei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
höhnischste	-0.0525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
widersinnigst	-0.3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blauäugigere	-0.0445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gütig	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
übergewichtigste	-0.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
weltfern	0	0	0	0	0	0	0	0	0	0	0	-1.3	2.157894737	0	0	0	0	0	0
distanzierter	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spionieren	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
unerfreulichste	-0.0453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
einschüchterst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
herzigere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grandiosestes	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grandiosester	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasit	0	0	0	0	0	0	0	0	0	0	0	-1.8	3.764705882	0	0	0	0	1	0
Bedenken	0	0	0	0	0	0	0	0	0	0	0	0.176470588	2.722222222	0	0	0	0	1	0
grandiosestem	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prahlen	0	0	1	0	0	0	0	0	0	0	0	-1.3	3.315789474	0	0	0	0	0	0
Schlüsselbeinbruch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
drall	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leistungsfähigeres	0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Startschuss	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
langatmigeren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
langatmigerem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fleischwunde	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Mahngebühr	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
leistungsfähigerem	0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
witzlos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
vereinet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wertstellen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
ungezwungenstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schneidig	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ungezwungensten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bereuen	0	1	0	0	0	0	1	0	0	0	0	-0.6	2.789473684	0.0	1.0	0.0	1	0	0
vereinen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hemmnis	0	0	0	0	0	0	0	0	0	0	0	-1.7	3.0	0	0	0	0	1	0
Existenzsicherung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Truppe	0	0	0	0	0	0	0	0	0	0	0	-1.352941176	3.333333333	0	0	0	0	0	0
verwirr	-0.0474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unsanft	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Glamour	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
loyalstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Korb	0	0	0	0	0	0	0	0	0	0	0	0.41	1.86	0	0	0	0	0	0
Deformierung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
nörgel	-0.1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aufbläh	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liebling	0.0873	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Liebchen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
angesehenstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angesehensten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aufbesserten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unübersichtlichste	-0.0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unterentwickelter	-0.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abwechslungsreicherer	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abwechslungsreicheres	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
raffinierter	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nebel	0	0	0	0	0	0	0	0	0	0	0	-0.55	2.684210526	0	0	0	0	1	0
abwechslungsreicherem	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
liquidiere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miesest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abschweifen	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aufbessertet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rasenderes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
funktionierend	0.2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unbeachtet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wissensreich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fehlerverdächtig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sonnendurchflutet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brüchig	-0.3331	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Findigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
klein	-0.2715	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
überwältige	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Theologie	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
überbewerten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wirtschaftlicheres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wirtschaftlicherer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angreifen	-0.0464	0	1	1	0	1	1	0	1	1	0	0	0	0.0	1.0	0.0	0	1	0
rasenderem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beschwer	-0.0413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beheizbarstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beheizbarster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angstfrei	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
fite	0.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beheizbarstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verzwicktesten	-0.0403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beheizbarsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
energischst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ausrotten	-0.0048	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
Klagefrau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Unterlage	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unklarstes	-0.5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unklarster	-0.5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
stabilisier	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
behinderen	-0.7748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
berauschendere	0.0809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prekär	-0.3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unklarstem	-0.5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unklarsten	-0.5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freudlosem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
täuschet	-0.6192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brüchigstes	-0.3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kampf	-0.5372	0	1	1	0	0	1	0	1	0	0	-1.6	4.047619048	0.0	0.7	0.0	0	1	0
krüppelig	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
täuschen	-0.6192	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
spöttisch	0	0	1	1	0	1	0	0	1	0	0	0	0	0.0	0.7	0.0	0	1	0
Pirat	0	0	1	1	0	0	0	0	0	0	0	-0.2	3.9	0	0	0	0	0	0
Zusammenhanglosigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Müll	-0.3377	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Gedeih	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
absterben	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	1	0
Einheitlichkeit	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Aufwiegler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Aufstürzung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Reiselust	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
brüchigsten	-0.3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schuss	0	0	1	1	0	0	1	0	1	1	0	0	0	0.0	1.0	0.0	0	0	0
uneinigem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uneiniges	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uneiniger	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haltbarkeit	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ungeteiltste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
versöhntest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vorbereittest	0.1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewünschterer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewünschteres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ausdauer	0.0886	1	0	0	0	0	0	0	0	0	1	1.6	2.235294118	0.7	0.0	0.0	1	0	0
gewünschterem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewünschteren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bewundertet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unerreichtste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unvermeidlichste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gewinnbringendste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unterdrückerisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Gefahr	-1.0	0	1	0	1	0	1	0	0	0	0	-1.8	4.380952381	0	0	0	0	1	0
Grips	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zwietracht	-0.0048	0	1	1	0	1	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
stehend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gegeneinander	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Menschenfreundlichkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
krude	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maximieret	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativität	-0.3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wackeligsten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wackeligstem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schwunghafterem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
übergewichtigeres	-0.3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schwunghafteren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schwunghafteres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schwunghafterer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wackeligstes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wackeligster	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
maximieren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
verbannst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schwindeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
verächtlich	-0.3245	0	1	1	0	1	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
fehlerfreistes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
präventiv	0	0	1	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	1	0	0
fragileres	-0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragilerer	-0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragileren	-0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fragilerem	-0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
satterem	0.3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erschöpfungen	-0.0595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
berühmtest	0.3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skrupel	0	0	0	0	0	0	0	0	0	0	0	-0.2	3.277777778	0	0	0	0	1	0
hinausgehenderer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
charismatisches	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pause	0	0	0	0	1	0	0	0	0	0	0	1.15	1.380952381	0	0	0	0	1	0
Hasss	-0.5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seelenlosigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Verbundenheit	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	1	0	0
herumhuren	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
einspar	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unsolidarischere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
notorisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aufgeben	-0.2098	0	1	0	0	0	1	0	1	0	0	-1.470588235	2.210526316	0.0	0.7	0.0	0	1	0
zurücktreten	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
eifrigere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klopfen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wachsameren	0.0891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unklugere	-0.4604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unschlagbarstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verlogenst	-0.3355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abwählen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
unfehlbarst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
topptest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kompakt	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mutwille	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Verlogenheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
unterkühlen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
Beinahe-Ertrinken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
