sentiWS	nrcPositive	nrcNegative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	emotion	arousel	cdPositive	cdNegative	cdNeutral	gpcPositive	gpcNegative	gpcNeutral
aufnehmen	0	0	0	0	0	0	0	0	0	0	0	1.029411765	2.368421053	0	0	0	0	0	0
Erfrierung	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
vorlaut	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
greifbareren	0.0886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ergaunerst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lotterie	0	0	0	0	1	0	0	0	0	0	0	0.4	3.222222222	0	0	0	0	0	0
Repressalie	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Geldbuße	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
begrenzest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feindlicheres	-0.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feindlicherer	-0.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
übelnehmerisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Krieger	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
feindlicherem	-0.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feindlicheren	-0.4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ersprießlichere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wert	0.004	0	0	0	0	0	0	0	0	0	0	1.058823529	2.5	0	0	0	1	0	0
steuerbegünstigt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sexyere	0.3453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Werk	0	0	0	0	0	0	0	0	0	0	0	0.676470588	2.473684211	0	0	0	0	0	0
Mordlust	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
albtraumhaft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
aussichtslosestes	-0.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aussichtslosester	-0.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schnäppchen	0.004	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
verächtlichstem	-0.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zähmen	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
verächtlichstes	-0.3245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dunkelheit	-0.3547	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
blinzeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
verbeultet	-0.0327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aussichtslosesten	-0.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aussichtslosestem	-0.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geldgierig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
begnadig	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scharfsichtig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
benebeln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sache	0	0	0	0	0	0	0	0	0	0	0	0.25	2.157894737	0	0	0	0	0	0
ineffizientem	-0.4602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ausradierung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
monotoneren	-0.0533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ruckeln	-0.0387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unvorhergesehenst	-0.3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ambivalenz	-0.3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
kinderfreundlich	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
ungeheuerlicheres	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungeheuerlicherer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jugendliche	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ungeheuerlicheren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungeheuerlicherem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Instandsetzung	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	1	0
wunschgemäßsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wunschgemäßstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
austüfteln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
bereitem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bereiten	0.004	1	0	0	1	0	0	0	0	0	0	0.558823529	1.947368421	0	0	0	0	0	0
Fehlwurf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wutschäumenderes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wutschäumenderer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wutschäumenderem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wutschäumenderen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bereiter	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drohend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wunschgemäßstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wunschgemäßster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platzverweis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Kargheit	0	0	0	0	0	0	0	0	0	0	0	-1.4	2.588235294	0.0	0.7	0.0	0	0	0
unparteiischstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unparteiischster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beschissner	-0.2947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vorbildlicherem	0.3188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unparteiischsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unparteiischstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bärendienst	0	0	1	1	0	1	0	0	1	0	0	0	0	0.7	0.0	0.0	1	0	0
melancholischere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lippenbekenntnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
neust	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wiederkehren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vertrauensvollsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zweideutig	-0.3174	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bedarfsorientiertst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apotheose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
vertrauensvollster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vertrauensvollstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klassenkampf	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
wiederkehret	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hinausschmeißen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
vorbehaltloser	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krypta	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
abstimm	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verdrängung	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
destruktivstem	-0.1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
destruktivstes	-0.1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
destruktivster	-0.1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arbeitssicherheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
vorbehaltlosem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tiefschürfend	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
lautstarkste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
durchhalten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
Fäkalie	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Qualitätsminderung	-0.3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gurke	0	0	0	0	0	0	0	0	0	0	0	0.8	1.619047619	0	0	0	0	0	0
Puma	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
sorgest	0.2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zerrtest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schadesten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unwesentlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Judenvernichtung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
verdorben	-0.1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unschätzbarst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gedankenlosigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Verfilzung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
rammst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unangetastet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
größenwahnsinnig	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
überlegenere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gemeingefährlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
beschäftigungslosst	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schlaflosigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
geschickt	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unglaublich	0.3698	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
witzigst	0.4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Draufgängertum	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
rauhen	-0.0286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hacke	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pervertierung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
einnehmend	0	1	0	0	0	0	0	1	0	0	1	0	0	0.7	0.0	0.0	1	0	0
prallst	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beunruhigtest	-0.3221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vorverurteilen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
lobenswerteste	0.0821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gehässigste	-0.1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wahret	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wahren	0.004	0	0	0	0	0	0	0	0	0	0	0.558823529	1.964285714	0	0	0	0	0	0
atomwaffenfrei	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Gleichheitsgrundsatz	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
hysterischstem	-0.0465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hysterischsten	-0.0465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
langatmigere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grippe	0	0	1	0	0	0	1	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
igitt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hysterischster	-0.0465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hysterischstes	-0.0465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entbindung	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
zweifelen	-0.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prekärstem	-0.3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungezwungenster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungezwungenstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
langatmigeres	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
langatmigerer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prekärster	-0.3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prekärstes	-0.3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gemeinschaftlicherem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verätzung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zerissenheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
misslingen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
unwahreren	-0.3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unwahrerem	-0.3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aufgehabt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
anblaffen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
unwahreres	-0.3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unwahrerer	-0.3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drogenschmuggel	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
irreste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abstumpftest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verunreinigen	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
annullierst	-0.3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Einzelgänger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abrieb	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
vorbelasten	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
sabbern	0	0	0	0	0	1	0	0	0	0	0	-1.3	2.684210526	0	0	0	0	0	0
stark	0.004	1	0	0	0	0	0	0	0	0	0	1.7	3.578947368	1.0	0.0	0.0	1	0	0
starr	-0.0048	0	1	0	0	0	0	0	0	0	0	-0.7	2.315789474	0.0	1.0	0.0	0	1	0
großartigster	0.4606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
historischsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
historischstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prügl	-0.0507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
historischster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
historischstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
großartigstem	0.4606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nötigest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verfolgung	0	0	1	1	0	1	1	0	1	0	0	0	0	0.0	0.7	0.0	0	1	0
Maßregelung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
offenbaren	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	1	0	0
moderat	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
untreueste	-0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
komfortabelstes	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
komfortabelster	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kakophonie	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Defektelektron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
heiter	0.2013	1	0	0	0	0	0	1	0	1	0	1.8	2.65	1.0	0.0	0.0	1	0	0
abschätzigere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
komfortabelstem	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beseligen	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0
Unwirtlichkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
erfolgreich	0.2193	1	0	0	1	0	0	1	0	0	1	0	0	1.0	0.0	0.0	1	0	0
riesig	0.4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
verstrick	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sonnendurchfluteterem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sonnendurchfluteteren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vorzeitigere	-0.3462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sonnendurchfluteterer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unaufrichtig	-0.3091	0	1	0	0	1	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
spendest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zielloseren	-0.3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zielloserem	-0.3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sozialdemokratisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
unzufrieden	-0.3363	0	1	1	0	1	1	0	1	0	0	0	0	0.0	1.0	0.0	0	1	0
Unbehaglichkeiten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zielloseres	-0.3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zielloserer	-0.3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
übertriebenste	-0.3203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wutausbruch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
verwundetest	-0.3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aufbruch	0	0	0	0	0	0	0	0	0	0	0	0.9	3.238095238	0.0	0.7	0.0	0	0	0
erinnernd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gitterrost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Takt	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
erfolgshungrig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
erzeugst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neuordnung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	1	0	0
Virusgrippe	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Messunsicherheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abweichlerin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
befangenster	-0.3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
befangenstes	-0.3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zynisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
hinterlistigere	-0.3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorgerecht	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ausbaust	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
befangensten	-0.3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
befangenstem	-0.3253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unschlüssig	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	1	0
Inhaftierung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.7	0.0	0	0	0
grundsätzlichstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
diskreterem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grauest	-0.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verworrenem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
diskreteres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
diskreterer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grundsätzlichster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grundsätzlichstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balkankrieg	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
prophetisch	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Korruption	-0.3439	0	1	0	0	1	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
unterstützend	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1	0	0
heillosesten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heillosestem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qualitätsverlust	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
heillosestes	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heillosester	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
einzigartigerer	0.3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
einzigartigeres	0.3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anal	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fußbruch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
davonjagen	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
Balkon	0	0	0	0	0	0	0	0	0	0	0	1.35	2.055555556	0	0	0	0	0	0
Qualitätverlust	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	0	0
räumen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
inert	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
undurchsichtig	-0.3279	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patient	0	0	0	0	0	0	0	0	0	0	0	-1.0	2.842105263	0	0	0	0	0	0
laienhaft	-0.3169	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0	0	1	0
schmucken	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belehrbarster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belehrbarstes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agileres	0.1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agilerer	0.1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agilerem	0.1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agileren	0.1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belehrbarstem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
belehrbarsten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schmucker	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aussagekraft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ehrfürchtigeres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quirlig	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.0	0.0	0	0	0
armseliger	-0.1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
garantiertste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nutzloserer	-0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nutzloseres	-0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzulässigerer	-0.3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzulässigeres	-0.3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzulässigerem	-0.3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bedrück	-0.3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nutzloserem	-0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nutzloseren	-0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
