word	positive	negative	neutral
Waffengeschäft	0	0.7	0
lebensbejahend	1.0	0	0
knicken	0	0.7	0
Hochschulreform	1.0	0	0
statisch	0	0.7	0
verknusen	0	0.7	0
Unzuverlässigkeit	0	1.0	0
Abbau	0	1.0	0
nieder	0	0.7	0
Disziplinlosigkeit	0	1.0	0
körperlich Beeinträchtigung	0	1.0	0
unverantwortbar	0	1.0	0
schwärmen	1.0	0	0
Optimierungsvorschlag	0.7	0	0
spaßig	1.0	0	0
krankenhausreif	0	1.0	0
Hieb	0	0.7	0
Reformierung	1.0	0	0
Plackerei	0	1.0	0
verdursten	0	1.0	0
Realitätssinn	1.0	0	0
versetzen	0	0.7	0
Retourkutsche	0	1.0	0
Chancengleichheit	0.7	0	0
ruhelos	0	0.7	0
wegschicken	0	0.7	0
wahrhaftig	1.0	0	0
Unmenschlichkeit	0	1.0	0
beschwipst	0	1.0	0
knallhart	0	0.7	0
Strahlentherapie	0.7	0	0
drakonisch	0	1.0	0
einwerfen	0.7	0	0
Sanktionierung	0	1.0	0
fleißig	0.7	0	0
Zoff	0	1.0	0
verstimmen	0	1.0	0
Blumenpracht	0.7	0	0
Dauerkonflikt	0	0.7	0
leichtfüßig	1.0	0	0
glaubwürdig	1.0	0	0
bezahlen	0	1.0	0
Gefangennahme	0	0.7	0
Schmarotzer	0	0.7	0
Unversehrtheit	0.7	0	0
Bringschuld	0	0.7	0
mißliebig	0	1.0	0
Schlachtung	0	0.7	0
speien	0	0.7	0
Selbstbestimmung	1.0	0	0
Ungetrübtheit	0.7	0	0
Widersinnigkeit	0	1.0	0
übermäßig	0	1.0	0
akzeptieren	1.0	0	0
zartbesaitet	0	1.0	0
Mangel	0	1.0	0
gewissenhaft	1.0	0	0
haushalten	0.7	0	0
himmlisch	1.0	0	0
missbilligen	0	1.0	0
gnomenhaft	0	1.0	0
wohlwollend	1.0	0	0
Lieblosigkeit	0	1.0	0
begrenzt	0	0.7	0
Zureden	1.0	0	0
reckenhaft	0	0.7	0
Klassenressentiment	0	1.0	0
Angriffslust	0	1.0	0
Hexenschuss	0	1.0	0
reichhaltig	1.0	0	0
humorig	1.0	0	0
Diabetes	0	1.0	0
energiegeladen	0.7	0	0
strafmildernd	1.0	0	0
Lesevergnügen	1.0	0	0
eigentümlich	0	1.0	0
Blindheit	0	1.0	0
hold	1.0	0	0
Zerschlagung	0	1.0	0
gefühllos	0	1.0	0
untreu	0	1.0	0
Ehrgefühl	1.0	0	0
Rivalität	0	1.0	0
locker	1.0	0	0
Teuerung	0.7	0	0
verkehrsuntauglich	0	1.0	0
interesselos	0	0.7	0
unzumutbar	0	1.0	0
sterben	0	1.0	0
wirklich	1.0	0	0
Energie	1.0	0	0
dürsten	0	0.7	0
Nächstenliebe	1.0	0	0
dagegenstellen	0	0.7	0
rückstandsfrei	0.7	0	0
schikanieren	0	1.0	0
fantastisch	1.0	0	0
Kapazitätsabbau	0	0.7	0
unterhaltsam	1.0	0	0
strohdoof	0	1.0	0
Optimismus	1.0	0	0
unterentwickeln	0	1.0	0
zusätzlich	0	0.7	0
Angriffskrieg	0	1.0	0
unterstützen	0.7	0	0
kurios	0	1.0	0
Psychoanalyse	0.7	0	0
kampflustig	0	1.0	0
Wirtschaftsaufschwung	0.7	0	0
Rassenunruhe	0	0.7	0
Mittelohrentzündung	0	1.0	0
abwinken	0	0.7	0
Trost	1.0	0	0
Verzückung	1.0	0	0
zart besaiten	0	1.0	0
Verfügungsgewalt	0	0.7	0
Ächtung	0	1.0	0
Gesundheitsreform	1.0	0	0
fit	0.7	0	0
vertrauensvoll	1.0	0	0
Phlegma	0	1.0	0
Dunkelziffer	0	0.7	0
falsch	0	1.0	0
Antrag	0.7	0	1.0
verhängnisvoll	0	1.0	0
Spleen	0	0.7	0
Brillanz	1.0	0	0
antun	0	0.7	0
überlasten	0	0.7	0
Widerwille	0	1.0	0
widerstrebend	0	0.7	0
Blutrache	0	1.0	0
jauchzen	1.0	0	0
Freiheitseinzug	0	1.0	0
arglos	0	0.7	0
Freizeitarrest	0	1.0	0
Zwangsarbeit	0	1.0	0
