word	emotion	arousel
danktest	1.911764706	1.842105263
Dichterh	1.588235294	2.277777778
Meinäid	-1.8	3.375
Hirses	0.4	1.611111111
Streyt	-2.2	4.047619048
Revolver	-2.14	4.14
Achslen	-0.45	2.375
liegts	0.823529412	2.238095238
potschafft	0.735294118	3.285714286
Knoßpen	1.65	2.176470588
Hirsen	0.4	1.611111111
wassern es	1.55	1.833333333
kraiß	0.382352941	1.888888889
Schüsset	-2.088235294	3.866666667
VENUS	1.6	3.0
verlier't	-1.558823529	3.0
steilerm	-0.7	3.368421053
Daagen	0.970588235	2.095238095
Mannschaft	0.382352941	2.523809524
ΠΑΡ	1.764705882	1.944444444
Lenzin	1.3	1.944444444
brauchste	-0.235294118	2.789473684
Gesundheits	1.970588235	2.233333333
drängtest	-1.323529412	3.933333333
bynen	1.441176471	2.833333333
seegelnd	1.4	1.833333333
Gesundheitt	1.970588235	2.233333333
Mängell	-1.9	3.0625
auffgetretten	0.029411765	2.714285714
teilts	1.205882353	2.526315789
Maßke	-0.1	3.444444444
Maln	1.1	2.055555556
nännt	0.294117647	2.0
völcker	0.147058824	2.333333333
Tagung	-0.558823529	1.894736842
wünseln	-1.7	2.631578947
Walt '	1.5	2.166666667
bestetigest	0.970588235	2.210526316
lokten	0.0	2.888888889
niemandt	-1.1	1.842105263
Brauts	1.0	2.833333333
Brautt	1.0	2.833333333
Stiefel	0.77	2.23
Schelmens	0.8	2.526315789
locken	0.0	2.888888889
Farenh	0.970588235	2.619047619
Kasino	0.5	2.473684211
locket	0.0	2.888888889
HErrren	-0.294117647	2.555555556
Brauth	1.0	2.833333333
simpel	0.4	2.3
Leytere	0.25	2.25
sidst	0.352941176	2.0
Eyffer es	0.8	3.052631579
wang	1.2	1.666666667
wane	-2.3	3.833333333
obetrachtet	-1.2	3.263157895
schlachtt	-2.2	3.888888889
wann	-2.3	3.833333333
hönig	1.8	1.5625
schlechtisten	-2.3	3.777777778
Begrife	1.088235294	2.904761905
obetrachten	-1.2	3.263157895
Fräwleins	-0.352941176	3.0
sterben	-1.823529412	4.055555556
want	-0.264705882	1.944444444
Jrthumbs	-1.058823529	3.222222222
weyplichen	1.9	2.888888889
Ruderen	0.4	2.444444444
undanck	-1.8	3.111111111
Leßer	1.3	2.111111111
Nimpt	0.088235294	2.0
sahest	2.0	2.263157895
gschloßen	-0.617647059	2.333333333
Akademiens	0.588235294	3.142857143
menen	0.558823529	2.315789474
HImbeer	1.95	2.5
Mayister	1.1	2.777777778
vertrits	-0.9	2.842105263
gläubest	1.088235294	2.631578947
Batet	0.382352941	2.619047619
Maegde	-0.3	2.777777778
segenen	1.3	1.85
verbreu	-0.6	2.789473684
Natscha	1.2	2.684210526
segenet	1.3	1.85
begrüssest	1.5	2.380952381
Lißt	-0.5	3.277777778
furdert	1.441176471	2.142857143
achet	1.2	2.368421053
alleyn	-1.8	2.45
entstundt	1.176470588	2.105263158
furdern	-0.882352941	2.736842105
mien '	0.55	2.904761905
Eydexen	0.32	2.82
stechen [	-1.4	3.566666667
THeurer	-1.1	3.4
satzte	0.235294118	1.952380952
getichtes	0.7	2.947368421
Geh'n	0.411764706	2.315789474
weken	-0.6	2.947368421
vngedult	-1.1	3.444444444
verständest	1.735294118	2.842105263
tauffen	0.95	2.421052632
Willt	0.764705882	2.523809524
bekommene	1.029411765	2.105263158
bekommend	1.029411765	2.105263158
empsangenen	1.147058824	2.761904762
Willh	0.764705882	2.523809524
sensiblerer	0.8	2.368421053
Verzeugnissen	-0.6	3.380952381
Willn	1.7	3.25
getichten	0.7	2.947368421
jrrthumen	-1.058823529	3.222222222
Blüthgens	2.32	1.91
Wille	1.7	3.25
weket	-0.6	2.947368421
Lerlinge	-0.1	2.8125
uor	0.088235294	1.789473684
bädet	0.382352941	2.619047619
Gebäut	0.911764706	2.333333333
bestiht	1.0	2.789473684
hol't	0.176470588	2.0
allergemeineste	-1.9	3.9
Japan es	0.25	2.111111111
Trinckend	1.424242424	2.523809524
verhyndert	-0.647058824	2.157894737
besorengt	-1.3	3.157894737
Waagens	1.058823529	2.111111111
Gfelt	-1.529411765	2.866666667
beglitten	1.235294118	2.761904762
Generäls	-1.352941176	2.833333333
hol'n	0.176470588	2.0
ςολὴ	0.0	1.777777778
eyche	1.45	1.722222222
Waßer	1.55	1.833333333
müszten	-1.382352941	2.80952381
Mosche	-0.85	2.095238095
meldetest	0.088235294	2.285714286
ruddern	0.4	2.444444444
Krüke	-1.95	3.45
Mängele	-1.9	3.0625
Meütte	-1.25	3.444444444
Cauberth	1.4	2.607142857
Tiegern	0.85	3.428571429
wiederstandt	0.205882353	3.210526316
Mai	1.7	2.368421053
effects	0.4	3.315789474
sova	1.4	1.611111111
reichtuhm	1.5	3.352941176
Erhelt	0.852941176	2.052631579
Mechanics	0.3	2.294117647
Heuraten	1.05	3.277777778
klingen	-1.3	3.684210526
Verletzen	-1.8	3.944444444
Cultur ;	1.5	2.421052632
aufforder	-0.117647059	3.0
Rumore	-0.9	2.684210526
weisen '	1.8	2.1
frewen	2.205882353	3.107142857
MJlt	1.1	1.578947368
Verletzet	-1.8	3.944444444
köntestu	1.676470588	2.736842105
frewet	2.205882353	3.107142857
Halunck	-1.4	3.5
verstandist	1.735294118	2.842105263
Maüer	-0.5	2.777777778
berichtette	0.558823529	2.047619048
brechind	-1.323529412	3.142857143
ersoffene	-2.4	3.421052632
klösteren	0.058823529	1.833333333
matratzen	1.2	2.388888889
nehm '	0.088235294	2.0
wohllust	1.1	3.722222222
zerplagtet	-1.8	3.3
Staäten	-0.529411765	2.894736842
enthilte	-0.352941176	2.19047619
Geküsset	2.617647059	3.178571429
Ergibet	-0.529411765	2.45
getrieft	-0.911764706	2.315789474
flist	0.911764706	2.047619048
LJebste	2.2	2.166666667
Lootsen	0.65	2.238095238
saaß	0.352941176	2.0
erkenn'st	1.235294118	2.80952381
Einhei [ t ]	1.176470588	2.235294118
Ubler	-1.823529412	3.611111111
brysten	1.264705882	2.833333333
sibend	0.205882353	2.210526316
Concurrenzen	-1.058823529	3.263157895
stamlen	-1.4	3.166666667
Maccabaeer	-1.1	2.947368421
geliebt	1.5	3.777777778
stamlet	-1.4	3.166666667
Vbersehe	-0.823529412	1.842105263
Ochse ;	0.1	2.5
lippern	1.55	2.333333333
stirpt	-1.823529412	4.055555556
Auswürffe	-0.9	2.368421053
Vabel	1.45	2.052631579
Mal	1.1	2.055555556
leines	0.0	2.5
pfaff	-1.6	2.333333333
Sejffen	0.7	1.473684211
Prinzessinenn	0.970588235	3.473684211
Accente	0.0	3.210526316
kömmst	1.117647059	2.631578947
leinen	0.0	2.5
behutsamb	1.2	1.684210526
Nimmet	0.088235294	2.0
wahnen	-2.3	3.833333333
Starcke	1.7	3.578947368
Chante	-0.5	2.611111111
Geberten	0.75	2.714285714
Befügniß	0.7	2.761904762
Sannct	-1.264705882	3.263157895
leuchtend	1.8	2.5
LJebstu	2.2	2.166666667
Pfarherrs	0.4	2.4375
Entlaß '	-1.617647059	3.333333333
vermög	1.323529412	2.888888889
wahnes	-2.3	3.833333333
wahner	-2.3	3.833333333
Bischoffen	-0.823529412	2.052631579
Bürste	0.23	2.05
straich	-0.352941176	2.321428571
Speesen	0.25	2.684210526
unheyl	-2.15	4.529411765
Caze	1.45	2.111111111
Bedeut	1.029411765	2.631578947
spieglen	0.86	2.36
verdrang	-0.823529412	2.789473684
Beit'sche	-1.0	3.666666667
Woord '	0.764705882	2.0
teüerst	-1.1	3.4
Erde '	1.9	2.444444444
steilstem	-0.7	3.368421053
Reyßen	-1.147058824	2.052631579
gewanest	1.676470588	3.210526316
Gelenkes	0.05	2.315789474
WOLDERO	0.764705882	2.523809524
stießet	-0.764705882	1.947368421
zerküssen	2.617647059	3.178571429
einstehlen	0.352941176	2.238095238
versags	-1.647058824	3.523809524
wähnen	-2.3	3.833333333
Bencke	-0.235294118	2.277777778
botest	0.382352941	2.619047619
Vatter ;	2.1	2.666666667
pralet	-1.3	3.315789474
CLASSE	0.470588235	2.722222222
Zerseilen	0.18	2.18
zareth	1.7	2.222222222
verdräeten	-0.088235294	2.105263158
Vornembste	0.9	2.263157895
Djamants	1.7	2.833333333
ahmen	-0.7	2.526315789
erfäret	1.235294118	2.714285714
Complottes	-1.9	3.705882353
credita ;	-1.235294118	3.277777778
entlaß	-1.617647059	3.333333333
sprengtest	-0.9	3.684210526
Eerlich	2.2	2.111111111
sieckten	1.117647059	3.473684211
stellet	-2.2	3.611111111
Collegen	0.705882353	2.619047619
wandren	0.2	2.3
Komm'o	-0.35	1.941176471
Thorheit	-1.3	3.111111111
wes't	-0.09	1.91
Irrsinnes	-2.1	4.125
Verbundenen	1.205882353	2.526315789
verhunden	1.205882353	2.526315789
erzählen ;	1.352941176	2.842105263
unkrauts	-1.0	1.857142857
Komm't	1.117647059	2.631578947
Frühjähre	2.029411765	2.444444444
Jungfrawn	0.3	2.294117647
hymel	2.25	1.65
waigern	-1.2	3.578947368
Worteen	0.764705882	2.0
Schriit	0.911764706	2.315789474
eyferigste	0.8	2.947368421
Plauder-Thee	0.5	2.178571429
Kätzer	-1.45	3.777777778
waigert	-1.2	3.578947368
segeln	1.4	1.833333333
Mahlen	1.1	2.055555556
bil-lig	-0.4	2.222222222
Köhle	0.15	2.555555556
weins	1.8	2.333333333
Raachen	-0.9	2.210526316
gelibt	2.2	2.166666667
Lauwene	0.6	3.157894737
briffen	1.5	2.222222222
Kir-che	0.05	2.333333333
Vertretten	-0.088235294	2.105263158
weinn	1.8	2.333333333
föllt	0.529411765	2.107142857
unkraute	-1.0	1.857142857
Seik	2.2	3.722222222
neidloser	0.9	1.526315789
Zerlegen	-0.2	2.736842105
weing	1.2	1.368421053
nahmenlose	-1.0	1.789473684
Seil	0.18	2.18
fragtens	0.676470588	2.380952381
Pastern	-0.15	1.944444444
Dugge	-0.95	2.571428571
gewählet	0.058823529	2.631578947
Verbiethet	-1.558823529	3.238095238
verzitteret	-1.5	3.555555556
Ortnung	0.9	2.894736842
thaat	-0.5	3.0
mänge	-0.2	2.722222222
Citronin	0.8	2.789473684
Eigenthümbers	1.2	2.444444444
Motifen	0.25	2.555555556
singen	1.575757576	3.526315789
Marke	0.05	2.222222222
Fräuen	2.205882353	3.107142857
Nachbaarn	-0.1	2.375
Studiret	1.382352941	2.766666667
Liebreitzes	1.7	3.058823529
bedütung	0.941176471	2.857142857
Schrye	-1.235294118	3.714285714
heurrathen	1.382352941	3.789473684
Markt	0.8	2.380952381
roseae	1.5	1.833333333
dauch	0.941176471	2.684210526
sannfft	1.3	1.8
Sectae	-2.2	4.315789474
treip	-0.088235294	2.785714286
guhtahrtigste	2.0	1.944444444
Schwiegstu	-0.264705882	1.733333333
gelingen	1.676470588	2.578947368
logischsten	1.2	1.789473684
würckend	0.941176471	2.473684211
Syrupen	0.85	2.333333333
Reised	2.235294118	3.05
beweiseft	0.205882353	2.761904762
gepildet	1.323529412	2.842105263
beseuchten	1.441176471	2.761904762
Geste	1.05	2.111111111
dreue	2.2	2.333333333
Honich	1.8	1.5625
plate	0.45	2.368421053
sinnlichern	1.8	3.222222222
liegeten	0.823529412	2.238095238
zuzunemmen	-1.235294118	3.19047619
Reitzt '	-0.4	3.8
gehn	0.411764706	2.315789474
Borer	-0.15	3.15
Nechern	-0.6	3.523809524
entsitzt	-1.8	3.555555556
Kentnüsse	1.147058824	2.222222222
plats	0.382352941	2.117647059
gelößt	1.058823529	2.631578947
Measchen	-0.85	2.095238095
Sähst	2.0	2.263157895
Censuren	-1.0	3.7
Erdbeer	2.5	2.82
verlöhren	-1.558823529	3.0
strossen	0.176470588	2.210526316
Riv	0.088235294	2.684210526
leren	-1.05	2.421052632
höse	0.77	2.0
Schwören	0.0	3.35
verpflicht '	-0.3	2.833333333
lerer	0.05	2.444444444
Dölche	-1.3	4.052631579
Rif	0.088235294	2.684210526
Meschen	-0.85	2.095238095
erzellen	1.352941176	2.842105263
allervornemste	0.9	2.263157895
Parlementern	-0.558823529	2.789473684
zahlen	-0.558823529	2.35
versteheste	1.735294118	2.842105263
Heren	-0.294117647	2.555555556
fürnahmen	0.647058824	2.523809524
Carakter	1.264705882	3.421052632
Geheul	-1.6	3.7
Hered	0.91	2.64
Wittme	1.147058824	2.105263158
Thaller	1.05	2.0
Schweb't	0.8	2.210526316
Sabotage	-2.0	3.722222222
Fähigkeitten	1.617647059	3.0
verstämmen	0.41	1.68
Verscheeren	0.0	2.5
Nimms	0.088235294	2.0
Bengeln	-0.15	3.263157895
krigtestu	-0.5	3.19047619
vrtheilestu	1.029411765	1.947368421
Schlüchten	-1.911764706	3.944444444
Tasse	0.73	1.82
Ausflug	1.5	2.6875
uebe	0.382352941	2.476190476
nature	2.35	1.888888889
untergang es	-1.852941176	3.866666667
naturh	2.35	1.888888889
nascheten	1.2	2.684210526
Bronn	0.55	1.86
Palm'n	1.6	1.764705882
gefelth	-1.529411765	2.866666667
schlöss	-0.617647059	2.333333333
βαλὸν	1.35	2.277777778
Verwirrnisse	-1.6	3.444444444
treibind	-0.088235294	2.785714286
Seiffe	0.7	1.473684211
Beihilf '	0.5	3.19047619
Nakte	0.8	3.842105263
müfste	-1.382352941	2.80952381
Bersuchen	1.0	2.722222222
erfüllet	1.411764706	2.947368421
zauderst	-1.0	2.473684211
schadit	-1.794117647	3.444444444
auffgebawt	1.0	2.421052632
elendem	-2.1	4.1
Busin	1.85	3.25
GEFEYERT	2.088235294	3.277777778
Führungs	-0.470588235	2.444444444
Heldn	2.1	3.5
Orken	-1.0	4.2
Ferdacht	-0.7	3.476190476
Würffel	0.45	2.82
veen	2.3	2.444444444
Errichtunge	0.411764706	2.0
erfüllen	1.411764706	2.947368421
Helde	2.1	3.5
strängsten	-1.2	3.473684211
Verflixte	-0.9	3.526315789
gsundem	2.7	1.631578947
g'seh'n	2.0	2.263157895
gsunden	2.7	1.631578947
Verbotene	-1.558823529	3.238095238
sparth	-0.264705882	2.263157895
jüng	0.8	2.80952381
vergeß	-0.970588235	2.904761905
Lüche	-2.117647059	4.055555556
eingetretten	0.147058824	2.142857143
Gedicht	0.7	2.947368421
forgenommen	0.647058824	2.523809524
anrüffet	1.205882353	2.842105263
fro	1.8	2.277777778
besehn	-0.25	2.05
verwegens	0.6	3.842105263
verbündniß	0.294117647	2.444444444
fry	-1.1	3.444444444
düll	-0.5	3.666666667
Vergeß	-0.970588235	2.904761905
vornöhmen	0.9	2.263157895
beispile	0.303030303	1.944444444
hept	0.0	2.142857143
phlog	1.676470588	3.523809524
Verstandet	1.735294118	2.842105263
Schweftern	1.323529412	1.857142857
Pahres	1.764705882	1.944444444
befällst	-1.4	3.333333333
Bedürfnis	0.382352941	3.476190476
Kloster	0.058823529	1.833333333
wachsest	1.264705882	2.333333333
traurges	-2.1	2.833333333
spil	1.4	2.388888889
Diestel	-0.55	2.157894737
Taller	1.05	2.0
köntt '	1.676470588	2.736842105
aufftraten	0.029411765	2.714285714
verlihene	-0.176470588	2.142857143
lößen	1.058823529	2.631578947
Beware	0.882352941	2.421052632
verlahss '	-1.5	3.19047619
Vorwürffen	-1.8	3.380952381
Ginget	0.411764706	2.315789474
leucht '	1.8	2.5
dereben	-1.1	2.631578947
Leitthiere	-0.1	2.352941176
Verleg '	-0.411764706	2.238095238
Bewart	0.882352941	2.421052632
beuttel	0.6	1.421052632
Abweeg	-0.95	2.523809524
chommet	1.117647059	2.631578947
dinend	-1.088235294	2.476190476
beruerdt	1.794117647	2.892857143
Wäten	0.6	3.052631579
gefrag't	0.676470588	2.380952381
verkauffst	-0.617647059	2.428571429
füellen	0.529411765	2.107142857
dests	-0.3	3.0
Trinken	1.424242424	2.523809524
verbündnis	0.294117647	2.444444444
vergeh	-1.382352941	3.142857143
rutschen	1.18	3.32
Gehäul	-1.6	3.7
vertrawetest	-0.088235294	2.105263158
verwelten	1.9	2.888888889
vergeb	0.2	2.368421053
Vorrates	1.25	2.055555556
gewin	2.1	3.882352941
hohleten	0.176470588	2.0
strengerm	-1.2	3.473684211
Setzestu	0.235294118	1.952380952
sambstag	1.2	2.333333333
allerthewerste	-1.1	3.4
Murr '	-1.0	2.105263158
jungk	0.8	2.80952381
Versteck	-0.2	3.125
jungn	0.8	2.80952381
Allertheurste	-1.1	3.45
junga	0.8	2.80952381
strengers	-1.2	3.473684211
brillantern	2.2	3.166666667
verlaße	-1.5	3.19047619
oberzeugen	0.941176471	2.571428571
liebesten	2.2	2.166666667
spönnen	-0.7	2.894736842
refir	-0.2	2.588235294
gedrohet	-2.176470588	3.928571429
stärcketen	1.441176471	2.214285714
Princessinnen	0.970588235	3.473684211
Hembde	0.68	1.95
holeen	0.176470588	2.0
supper	2.5	3.35
liebester	2.2	2.166666667
liebestes	2.2	2.166666667
arbeytend	-0.058823529	2.684210526
altar	0.3	2.35
gwunnen	1.676470588	3.210526316
stachlichen	-1.1	2.894736842
stachlichem	-1.1	2.894736842
stößest	-0.764705882	1.947368421
Stühler	0.5	1.82
Gefül '	2.205882353	3.111111111
kamina	1.65	1.5
schmärtz	-1.735294118	4.166666667
wollinne	0.764705882	2.523809524
schließet	-0.617647059	2.333333333
Geschichet	0.764705882	2.714285714
mutigst	2.2	3.315789474
bündnissen	0.294117647	2.444444444
Bedürfniß	0.382352941	3.476190476
Vergeh	-1.382352941	3.142857143
trünck	1.424242424	2.523809524
officirs	-1.352941176	2.944444444
Stahren	-1.3	3.210526316
brenntes	-1.529411765	3.464285714
stachliches	-1.1	2.894736842
stachlicher	-1.1	2.894736842
seltsahme	-0.3	2.421052632
ΦΗΤΤ	-1.5	3.5
Awel	-0.5	2.380952381
gebethn	0.382352941	2.619047619
Wurm es	-1.36	2.73
Fgur	0.35	2.526315789
darftellen	0.882352941	2.526315789
Nuzze	0.823529412	2.263157895
gebethe	0.75	2.714285714
Hirse	0.4	1.611111111
Ubermut	-0.1	3.722222222
grausahmers	-2.2	3.888888889
Hirsa	0.4	1.611111111
gebeths	0.75	2.714285714
Theyls	0.382352941	1.888888889
erjnnerungen	1.411764706	2.947368421
vermüsset	-1.382352941	2.80952381
hai	-0.5	3.333333333
haj	-0.5	3.333333333
Ruhes	1.7	1.666666667
han	0.41	2.23
Schützit	1.7	1.894736842
fielet	-1.058823529	2.578947368
gehersch't	-1.911764706	3.285714286
sitzen ;	0.352941176	2.0
billgen	-0.4	2.222222222
faffete	0.058823529	2.052631579
has	1.64	2.82
Verfal	-1.8	3.5
behaubtet	-0.323529412	2.380952381
schwäch 're	-1.6	2.611111111
Stuarts	-1.6	3.761904762
Enderst	-0.941176471	2.761904762
Drauungen	1.0	2.944444444
Himbeer	1.95	2.5
behaubten	-0.323529412	2.380952381
würsten	0.5	2.45
suchstu	-0.058823529	2.761904762
erkennend	1.235294118	2.80952381
Fabul	1.45	2.052631579
Sclavin	-1.7	3.944444444
Drencke	-1.5	3.526315789
Regenen	0.323529412	2.055555556
erkennent	1.235294118	2.80952381
Obschutz	1.7	1.894736842
mühssen	-1.382352941	2.80952381
Biweg '	1.352941176	2.631578947
anteilen	0.3	2.3125
aufträtten	0.029411765	2.714285714
froide	2.7	3.411764706
Gebaine	-1.15	2.722222222
Bellonen	1.9	2.5
empsand	1.5	2.333333333
die [ o ] kraten	0.235294118	2.555555556
paar '	1.764705882	1.944444444
Thräuen	2.2	2.333333333
unbeqvemen	-1.6	3.111111111
stern	1.0	2.444444444
Lobden	1.8	2.25
Wollne	0.764705882	2.523809524
unbeqvemer	-1.6	3.111111111
unbeqvemes	-1.6	3.111111111
Libeleien	0.9	3.904761905
Einfallt	-1.2	2.555555556
μελων	1.82	2.27
beneiden	-1.2	3.263157895
verdenken	-0.7	3.476190476
sterb	-1.823529412	4.055555556
clöster	0.058823529	1.833333333
ertzfeind	-2.5	3.666666667
spicktest	-0.4	3.0
sterbn	-1.823529412	4.055555556
öfnetest	0.941176471	2.238095238
Fantaseyen	2.4	2.888888889
frum	0.4	2.3
Haies	-0.5	3.333333333
frug	0.676470588	2.380952381
sterba	-1.823529412	4.055555556
auffbauwen	1.0	2.421052632
verirt	-1.7	3.5
Carrafae	0.41	1.95
TROST	1.4	2.157894737
verirr	-1.7	3.5
strahl't	2.2	2.555555556
enthaltnem	-0.352941176	2.19047619
sitsahmen	0.5	1.947368421
binden	-0.558823529	2.666666667
ehrgeiz	1.5	3.555555556
hochczeyt	1.0	3.5
Siehet	2.0	2.263157895
Neid '	-1.9	3.555555556
Watte	1.0	1.7
fundn '	1.0	2.666666667
Autoritaet	-0.970588235	3.631578947
mieth '	-0.4	2.5
empfah'nd	1.5	2.333333333
Jaken	0.68	2.18
Hirtern	0.85	2.210526316
Achta	1.2	2.368421053
nutzest	0.823529412	2.263157895
Schut	-1.2	2.789473684
steilern	-0.7	3.368421053
Insekte	-0.45	3.0
bezahlen es	-0.529411765	2.535714286
Achth	1.2	2.368421053
Schuz	1.7	1.894736842
eygenthums	1.2	2.444444444
Papagais	1.55	3.18
entlasen	-1.617647059	3.333333333
Schua	1.0	2.05
Protista	0.088235294	3.666666667
Bluttat	-2.8	4.277777778
Schürze	-0.64	2.14
Schue	1.0	2.05
Schuh	1.0	2.05
eygenthumb	1.2	2.444444444
Schuk	-1.8	4.263157895
Schaukel	1.45	2.86
Beispeil	0.303030303	1.944444444
pferdt	1.18	3.09
vornember	0.9	2.263157895
anbieten	0.970588235	2.904761905
Einsällen	1.5	3.058823529
jüngeste	0.8	2.80952381
Zeechen	-0.9	2.421052632
ergrif	0.147058824	2.428571429
Sigett	1.117647059	3.473684211
gewitter	0.6	3.631578947
Sigeth	1.117647059	3.473684211
Klasse	0.470588235	2.722222222
Seelin	1.8	2.352941176
Klassa	0.470588235	2.722222222
erführ	1.235294118	2.714285714
liebea	2.2	2.166666667
vornemben	0.647058824	2.523809524
Verruf	-1.65	3.578947368
Ends	-0.6	2.80952381
Drohd	-2.176470588	3.928571429
magerern	-1.2	3.25
Lüfftgen	2.2	2.222222222
kümmernd	1.323529412	1.857142857
Drohn	-2.176470588	3.928571429
Obferte	-1.4	3.266666667
trrit	-1.117647059	2.631578947
Erwerb	1.05	2.684210526
Ende	-0.6	2.80952381
Endi	-0.6	2.80952381
Buntestes	1.6	2.210526316
fördertest	1.441176471	2.142857143
Schlaim	-1.4	3.5
Fee '	2.3	2.444444444
Tathsachen	0.0	2.5
Geneusset	2.323529412	2.133333333
Gsindl	-1.4	3.111111111
singen es	1.575757576	3.526315789
Flam-me	0.6	3.315789474
Betruug	-2.05	3.8
Einfählen	1.5	3.058823529
stürtzte	-1.617647059	3.357142857
äpten	0.2	1.526315789
mietehte	-0.4	2.5
duel	-0.5	3.666666667
Kohl-Rabi	0.09	2.09
kindgen	1.8	2.444444444
verdrehn	-1.0	2.315789474
Traumers	1.5	2.0
fehst	1.852941176	2.888888889
Ruppe	1.7	1.666666667
verdreht	-0.735294118	2.095238095
Burkh	1.23	3.0
zuogegäben	0.6	2.333333333
βατήϱια	-0.14	1.91
endets	-0.941176471	2.761904762
Honig	1.8	1.5625
Plaudern	0.5	2.178571429
stachst	-1.4	3.566666667
BJllig	-0.4	2.222222222
sicherheits	1.323529412	2.894736842
modernd	0.0	2.789473684
getrannt	-1.5	3.571428571
minae	0.55	2.904761905
lihbste	2.2	2.166666667
Taler	1.05	2.0
geburdt	1.9	4.176470588
wurcken	0.941176471	2.473684211
abweegs	-0.95	2.523809524
ZAuberey	1.4	3.388888889
Deisteln	-0.55	2.157894737
beriecht	-0.029411765	2.277777778
Reychen	1.6	2.95
Fütters	0.85	2.368421053
weigren	-1.2	3.578947368
Kampffe	-1.6	4.047619048
Schaeben	-1.4	3.263157895
role	0.25	2.111111111
brent	-1.529411765	3.464285714
KRJEG	-2.9	4.571428571
Psychose	-2.1	4.6875
Kampffs	-1.6	4.047619048
laache	2.647058824	2.833333333
Kempfen	-0.647058824	3.761904762
anruffen	1.35	2.833333333
aufhällt	-0.411764706	2.157894737
Knebel	-1.55	3.95
ubersehe	-0.823529412	1.842105263
verstudierte	1.382352941	2.766666667
eingesezet	0.411764706	2.736842105
behuhtsamer	1.2	1.684210526
stinckst	-1.9	3.388888889
erkentnis	1.764705882	3.428571429
lächeltest	2.294117647	2.357142857
Irtums	-1.058823529	3.222222222
