Title: Nathan der Weise
Number of all lemmas: 11120
Nummber of different lemmas: 4133

Lemma	POS	Frequency	Tokens
wohl	RB, RP, IN, JJ	121	wohl
Nathan	NN, NNP	92	Nathan
Gott	NN, NNP	89	Gott
Vater	NN, NNP	88	Vater
Al-Hafi	NN, NNP	80	Al-Hafi, AL-HAFI
gut	RB, JJ, VB	78	gut, guter, gute, guten
Bruder	NN, JJ	67	Bruder
sagen	VB, VBN, RB, RP, PRP$	63	sagen, sagt, sage, gesagt, sagte
Jude	NN, NNS	59	Jude, Juden
Saladin	NN, JJ	59	Saladin, SALADIN
gar	RP, RB, IN	55	gar
lieb	VB, JJ	52	lieber, liebes, lieb, lieben, liebe
Patriarch	JJ, NN, VB	48	Patriarchen, Patriarch
gern	RP, RB, IN, VB, WRB	48	gern
weeissen	VB	46	weiß
wär	NN, VB	46	wär, wäre
Mann	NN, NNP	44	Mann
Christ	NN, NNS	44	Christ, Christen
erst	VB, JJ, RP, RB, IN	43	erste, ersten, erst, erster
sehn	NN, NNP	39	sehn
Sultan	NN, JJ	38	Sultan
Recha	NN, NNP	36	Recha
sonst	IN, RB, RP	36	sonst
hören	VB	34	hören, hört, hörte, hörst, höre
bald	RB, IN, WRB, RP	34	bald
wahr	RP, RB, JJ	33	wahr, wahre
hab	NN	33	hab
Ah	NN	33	Ah
Herr	NN, NNP, JJ	32	Herr
nie	IN, RB, RP	31	nie
allein	RB, RP, IN, WRB	31	allein
kömmen	MD	30	kömmt, kömmst
Sittah	NN, NNP	30	Sittah
rechen	VB, VBN, JJ	30	rechte, recht
Daja	RB	29	Daja
Geld	NN, NNP	28	Geld
eben	RB, IN, RP, VB	27	eben
Mädchen	NN, NNP	27	Mädchen
denken	VB, PRP$	26	denken, dachte, denkt, denke
geh	NN	26	geh
Menschen	NN	26	Menschen
Wohl	RB, IN, WRB	26	Wohl
seid	NN	26	seid
sprechen	VB, VBN	25	sprechen, sprach, gesprochen, spricht
Tempelherr	NN, JJ	25	Tempelherr, Tempelherren
Ritter	NN, NNP	25	Ritter
selb	DT	25	selber
freilich	RB, RP, IN, WRB	25	freilich
sehen	VB, VBN	24	sahen, sehen, seht, sieht, sah, gesehen
wenig	IN, RB, NNP, RP	24	wenig
kennen	VB	24	kennen, kenne, kennt
Allein	NN	24	Allein
glauben	VB, VBN	24	glaubte, glaubt, glauben, glaube, glaubst, geglaubt
ichs	NN, NNP, FW	24	ichs
Herz	NN, NNS, JJ	23	Herz, Herzen
Liebe	NN	23	Liebe
Freund	NN, JJ, NNP, NNS	23	Freund, Freunde
Schwester	NN	22	Schwester
Zeit	NN, JJ	22	Zeit
wissen	VB, RB	22	wissen
itzt	DT, RP	22	itzt
Dank	RP, IN	22	Dank
seiner	PRP$	22	seiner
Geh	NN, NNP	22	Geh
Eure	NN, JJ, RB	21	Eure
soen	RB, VB, VBN	21	so
habt	NN	21	habt
Derwisch	NN	21	Derwisch
Ring	NN, NNS	21	Ring, Ringe
Euer	NN, JJ	21	Euer
dochen	VB, RB, VBN, RP	21	doch
ists	NN	21	ists
retten	VB, VBN, RP	21	rettete, retten, gerettet
Sei	NN	20	Sei
Tochter	NN	20	Tochter
hätt	NN	20	hätt
Engel	NN	20	Engel
Recht	NN	19	Recht
Komm	NN	19	Komm
Ei	NN	19	Ei
Kind	NN, NNP	19	Kind
Mensch	NN, JJ	19	Mensch
Lass	NN, JJ	18	Laß
Wunder	NN	18	Wunder
Leben	NN, NNP	18	Leben
Welt	NN	18	Welt
gewiss	NN, JJ, NNP	17	gewiß, gewissen
finden	VB, RB, VBN, RP	17	finden, fand, gefunden
lange	RB, IN	17	lange
bloss	RB, IN, RP, JJ	17	bloß, bloße
nennen	VB, PRP$	17	nennen, nennt, nannte, nennst, nennte
nuren	RB, RP, VB, VBN	17	nur
wahrlich	JJ	16	wahrlich
willst	WRB, RP, RB, NNP	16	willst
deiner	PRP$	16	deiner
klein	JJ, RB	16	kleines, klein, kleinen, kleiner
Ha	NN	16	Ha
Volk	NN, NNP	16	Volk
nehmen	VB, VBN	16	nehmen, genommen, nehme, nahm
Sache	NN	16	Sache
weit	JJ, RB	16	weit, weitem
Gut	NN, JJ	16	Gut, Gute, Guter
stehen	VB, RB	16	stand, steht, stehe, stehen
jung	JJ, VB	16	junger, jung, junge, jungen
Hand	NN, JJ	15	Hand
Herrn	JJ, NN	15	Herrn
Schach	NN, JJ	15	Schach
Dajaten	RB, VB	15	Daja
fragen	VB, RP, RB	15	fragen, fragt, gefragt
Feuer	NN, JJ	14	Feuer
wisst	NN	14	wißt
heuen	RB, VB, VBN	14	heut, heute
hast	NN	14	hast
heeissen	VB	14	heißen, heißt, heiße, heißet
Sieh	NN	13	Sieh
Wort	NN, NNS	13	Wort, Worte
brauchen	VB, VBN, RB	13	braucht, brauchen
weniger	RB, VB, RP, IN	13	weniger
kurz	JJ	13	kurz, kurzem, kurze
leben	VB, VBN	13	lebt, leben, lebte
nimm	NN	13	nimm
besser	RP, RB, IN	13	besser
meines	NN	13	meines
Stauffen	NN	13	Stauffen
fromm	JJ, VB, NN	13	fromme, fromm, frommer, frommen
oft	IN, RB, WRB	13	oft
auchen	VB, RB	13	auch
Euern	NN, JJ	13	Euern
Hafi	NN	13	Hafi
kaum	RB, RP, IN, WRB	13	kaum
seines	PRP$	13	seines
wem	WP	13	wem
deinen	NN, NNP	12	deinen
lass	JJ, VB	12	laß, lasse
best	JJ, NN	12	besten, beste, best
genug	RP, RB	12	genug
weisen	VB, PRP$	12	wies, weisen
ewig	JJ	12	ewig, ewige, ewigen, ewiger
komm	NN	12	komm
Tag	NN	12	Tag, Tage
andern	DT, JJ	12	andern
Seele	NN	12	Seele
verlangen	VBN, VB	12	verlangt, verlangen
Hört	NN	12	Hört
eins	CD	12	eins
Gewiss	UH, JJ	12	Gewiß, Gewisse
Christin	NN	11	Christin
niemand	DT, RB	11	niemand
Sohn	NN, NNS	11	Sohn, Söhne
bitten	VB, PRP$	11	bittet, bitten, bitte
läng	JJ	11	länger
Sagen	VB, VBN	11	Sagt, Gesagt
fort	RP, IN, RB	11	fort
gehören	RP, VBN, VB	11	gehört
schwerlich	JJ	11	schwerlich
fehlen	VB, VBN	11	fehlt, fehlen, fehlet, fehlte, gefehlt
Palmen	NN	11	Palmen
bitt	NN, JJ	11	bitt, bitter, bitte
ins	IN	11	ins
gross	JJ, VB	11	große, groß, großen
Assad	NN, VB, NNP	11	Assad
Rat	NN	11	Rat
lässen	VB	11	läßt
jen	VB, DT, JJ, WDT	11	je, jene, jenem, jenen, jener
ruhig	JJ	11	ruhig, ruhige
fühlen	VB	11	fühlen, fühlte, fühle, fühlest, fühlt
holen	VB, VBN	11	holen, holte, geholt, holt
reich	JJ	11	reich, reicher
sollt	NN	11	sollt
Wahrheit	NN	11	Wahrheit
andre	NN, NNP	10	andre
Augenblick	NN, NNP	10	Augenblick
Weiss	NN, JJ	10	Weiß
deinem	NN	10	deinem
drei	CD	10	drei
wohlen	VB, RB, JJ	10	wohl
weiss	VB, RB, JJ	10	weiß
lasst	RB, IN, RP, WRB	10	laßt
kalt	JJ	10	kalter, kalt, kalte
