Title: Philotas
Number of all lemmas: 6867
Nummber of different lemmas: 1276

Lemma	POS	Frequency	Tokens
ich	PPER, PRF	454	ich, mich, mir, Ich, Mich
die	ART, PRELS, PDS, PRELAT	426	der, die, das, des, dessen, den, Der, dem, deren, Das, Die, Den
du	PRF, PPER	234	dir, dich, du, Du, Dir, Dich
sein	VAFIN, VAINF, PPOSAT, VAPP	214	bin, sei, ist, sein, seinen, bist, seiner, sind, Wärest, seine, war, seinem, waren, seines, wäre, seist, Ist, Sei, gewesen, Sind, Sein, seid, wäret, Bin
er	PPER	155	Er, er, ihm, ihn
und	KON	143	und, Und
eine	ART, PIS	137	Ein, ein, eines, eine, einer, einen, einem, Eine, Eines
nicht	PTKNEG	136	nicht, Nicht
zu	PTKZU, APPR, APPRART, PTKA, PTKVZ	120	zu, zur, zum, Zur
mein	PPOSAT	119	meiner, mein, Meine, meine, meinen, meines, meinem, Mein
haben	VAFIN, VAINF, VAPP	100	hat, hättest, haben, habe, hatte, hätte, Hast, hast, gehabt, Haben, Habe, Habet, hattest
es	PPER	78	es, Es
Vater	NN	78	Vater, Vaters, Väter, Vätern
werden	VAINF, VAFIN, VAPP	75	werden, werde, wird, wirst, wurden, würde, Würde, Werde, Wirst, geworden, Wird, würden
wollen	VMFIN, VVFIN	72	will, willst, wollt, wollen, wollte, wolle, Will, Willst, wolltet
dein	PPOSAT	70	deines, deine, Dein, deinen, dein, deiner, deinem, Deiner, Deine
so	ADV	67	So, so
in	APPR, APPRART	62	In, in, im, ins
Prinz	NE, NN	56	Prinz, Prinzen
können	VMFIN, VMINF	53	Könnte, kannst, könnte, kann, konntest, können, konnte, konnten, Kann, könntet, könntest
was	PWS, PIS, PRELS	49	was, Was
als	KOKOM, KOUS, KON	48	als, Als
König	NN, NE	48	König, Königs, Könige
müssen	VMFIN, VMINF	47	muß, müssen, mußten, müßte, mußt, mußte, müßtest, Muß, müsse
wenn	KOUS	47	Wenn, wenn
mit	APPR, PTKVZ	45	mit, Mit
aber	KON, ADV	43	Aber, aber
wie	KOKOM, KOUS, PWAV	42	Wie, wie
wir	PPER, PRF	42	Wir, uns, wir, Unser
dass	KOUS	42	daß, Daß
alle	PIS, PIAT	37	alles, allen, alle, Alles, Alle, allem, aller
auch	ADV	36	Auch, auch
nur	ADV	36	nur, Nur
nun	ADV, KOUS	34	Nun, nun
auf	APPR, PTKVZ	33	auf, Auf
lassen	VVFIN, VVINF, VVIMP, VVPP	33	ließ, lassen, lasse, Laß, laß, ließen, laßt, läßt, gelassen
sich	PRF	33	sich
Sohn	NN	32	Sohn, Söhne, Sohnes, Sohne
von	APPR, APPRART	32	von, vom
wieder	ADV	31	wieder, Wieder
sie	PPER	31	sie, ihnen, Ihr
hören	VVFIN, VVINF, VVIMP	29	höre, hören, hörtest, Höre, Hörst, Hör, hör, Höret
sagen	VVFIN, VVINF, VVPP, VVIMP	28	sagte, sagst, sagen, gesagt, Sage, sage, sag
sollen	VMFIN	28	sollte, sollen, soll, Soll, sollst, Sollte
gut	ADJA, ADJD	27	besten, beste, Gut, gute, gut, besser, Gute, guten, bester, guter, gutes
Gott	NN	27	Götter, Göttern, Gott
noch	ADV	26	noch, Noch
doch	ADV, KON	26	doch, Doch
für	APPR	26	für
bei	APPR, PTKVZ	26	bei, Bei
Schwerd	NE, NN	25	Schwerd
dies	PDAT, PDS	25	dieses, dieser, diesen, Dies, dies, diese, diesem, Dieser
ihr	PPOSAT, PPER	24	ihr, Euch, euch, ihrem, ihres
an	PTKVZ, APPRART, APPR	24	an, am, An
wissen	VVFIN, VVINF	22	Wüßte, wissen, weiß, wüßte
O	NN	22	O
keine	PIAT, PIS	22	kein, keine, keinen, Kein
Strato	NE, NN	21	Strato
durch	APPR, PTKVZ	20	durch, Durch
sehen	VVFIN, VVIMP, VVINF	19	sähe, sieh, sahen, sehen, sehe, siehst, Sieh, siehest
sterben	VVFIN, VVPP, VVINF, VVIMP	18	sterbe, gestorben, sterben, Stirb, stirb, stirbt
mögen	VMFIN	18	Möchtest, möchte, mögen, mag, Möchte, möge
man	PIS	17	Man, man
nichts	PIS, PIAT	17	nichts
denn	KON, ADV	16	denn, Denn
mehr	ADV, PIAT	15	mehr
welche	PIS, PRELS, PWS, PIAT, PWAT	15	welcher, welchem, Welch, Welche, welchen, welch, welche
ja	PTKANT, ADV	15	Ja, ja
wohl	ADV	15	wohl, Wohl
ganz	ADV, ADJA, ADJD	14	ganz, ganzes, ganze, ganzen
schon	ADV	14	Schon, schon
Feind	NN	14	Feindes, Feind, Feinde
kommen	VVFIN, VVIMP, VVPP, VVINF	14	komme, Komm, kamen, gekommen, kommen, komm, kam
machen	VVFIN, VVPP, VVINF	14	machte, gemacht, machen, machst, mache, Mache
glauben	VVFIN, VVINF, VVIMP, VVPP	13	glaubte, glaubst, glaubt, glauben, glaube, glaub, Glaube, geglaubt, Glaubt
gefangen	PTKVZ, ADJD, ADJA	13	gefangen, Gefangen, Gefangener, gefangene, gefangenen
sprechen	VVFIN, VVPP, VVIMP, VVINF	13	sprach, gesprochen, sprich, sprechen
Parmenio	NE, NN	13	Parmenio
halten	VVINF, VVFIN	13	halten, hieltest, hielt, hält, halte, hältst
lieb	ADJD, ADJA	13	lieber, liebes, lieb, liebster, Liebes
da	ADV, KOUS	12	Da, da
also	ADV	12	Also, also
schwören	VVFIN, VVPP	12	schwöre, Schwöre, schwören, geschworen
um	KOUI, APPR	12	um, Um
gern	ADV	11	gern
Mann	NN	11	Mann, Männer
nehmen	VVIMP, VVFIN, VVINF, VVPP	11	nimm, nahm, nehmen, genommen, Nimm
Soldat	NN	11	Soldaten, Soldat
erst	ADV, ADJA	11	erst, ersten
vor	APPR	11	vor, Vor
genug	ADV	11	genug, Genug
wer	PWS	11	wen, Wer, Wessen, wer, Wem
vielleicht	ADV	11	vielleicht, Vielleicht
Jüngling	NN	11	Jüngling, Jünglings
selbst	ADV	10	selbst
alt	ADJA, ADJD	10	alte, alter, alten, alt, älter
denken	VVINF, VVFIN	10	denken, dachte, denke, denkst
Kind	NN	10	Kind, Kinde, Kinder
tun	VVFIN, VVINF	10	tat, tun, tu, tut, Tut
Freund	NN, NE	10	Freunde, Freund
gleich	ADJD, ADJA	10	gleich, gleichen, gleiche, gleicher
unter	APPR	10	unter, Unter
unser	PPOSAT	10	unsere, unserm, unser, Unsere, unserer
glücklich	ADJA, ADJD	9	glückliche, glücklicher, glücklichen, glücklich, Glücklicher
geben	VVIMP, VVFIN, VVPP, VVINF	9	Gib, gibst, gegeben, gib, geben, gebe
einmal	ADV	9	einmal
itzt	ADJD, VVFIN	9	itzt
Wort	NN	9	Wort, Worte
nie	ADV	9	nie
