Title: Damon, oder die wahre Freundschaft
Number of all lemmas: 7385
Nummber of different lemmas: 1089

Lemma	POS	Frequency	Tokens
ich	PPER, PRF	505	ich, mir, mich, Ich
die	PDS, ART, PRELS, PRELAT, PDAT	330	das, die, Die, Das, des, dem, der, den, Der, Den, dessen, Dessen, deren, Dem
sein	VAFIN, PPOSAT, VAINF, VAPP	283	ist, war, sei, sind, seinem, wäre, wären, sein, bin, waren, seine, seinen, gewesen, Wäre, Ist, Sind, Seinen, Seinem, Sein, Sei, Seines, Seiner
Sie	PPER	281	Ihnen, Sie
er	PPER	215	ihn, ihm, er, Er, Ihn
haben	VAFIN, VAINF, VAPP, VAIMP	161	hat, haben, habe, hättest, hätte, hätten, gehabt, Habt, Hätte, habt, hatten, Haben, hatte, hab, Habe
werden	VAFIN, VAINF, VAPP	131	wird, wurden, Werden, werde, werden, würde, Wird, würden, Würde, wirst, worden, geworden
es	PPER	125	es, Es
eine	ART, PIS	124	ein, einen, einem, eine, einer, Einer, eines, Ein, Eine
zu	APPRART, PTKVZ, PTKZU, PTKA, APPR	114	zur, zu, Zum, zum, Zu
und	KON	112	und, Und
so	ADV	108	so, So
nicht	PTKNEG	100	nicht, Nicht
ihr	PPOSAT, PPER, PRF	96	ihrer, Ihre, ihr, ihrem, ihren, Ihr, ihre, Ihrem, Ihrer, Euch, euch, Ihren, Ihres
mein	PPOSAT	94	meine, meiner, mein, meinem, meines, Mein, Meiner, meinen
verstehen	VVINF, VVFIN, VVIMP	87	verstehen, verstehe, verstehst, versteht, Versteh, versteh
sie	PPER	84	sie, ihnen, Ihr
was	PWS, PRELS, PIS, PIAT	84	was, Was
wenn	KOUS	77	Wenn, wenn
dass	KOUS	74	daß
wollen	VMFIN, VMINF	68	will, Wollte, wollten, wollen, wollte, wollt
können	VMFIN, VVFIN, VMINF, VVINF	54	kann, Kann, können, könnten, Kannst, könnte, könnt, Könntet, Könnten, Könnte
Freund	NN, NE	52	Freunde, Freundes, Freund, Freunden
auch	ADV	50	auch
doch	ADV, KON	48	doch, Doch
Leander	NE	47	Leander
von	APPR, APPRART	46	von, vom
als	KOKOM, KOUS, KON	42	als, Als
Damon	NE	42	Damon
mit	APPR, PTKVZ	42	mit, Mit
ja	PTKANT, ADV	42	Ja, ja
aber	ADV, KON	41	aber, Aber
sich	PRF	41	sich
in	APPR, APPRART	40	in, In, im, ins
wir	PPER, PRF	39	wir, uns, Wir
nun	ADV	38	Nun, nun
wohl	ADV	38	wohl, Wohl
auf	APPR	36	auf, Auf
alle	PIAT, PIS	36	Alle, alles, allen, alle, allem, Alles, aller
nur	ADV	35	Nur, nur
sollen	VMFIN	34	sollten, sollte, soll, Sollte, Soll, sollen, Sollten, solle
für	APPR	33	für
dies	PDAT, PDS	33	diesen, dieses, Dieses, diesem, Diese, dieser, diese, dies
wie	KOUS, KOKOM	32	wie, Wie
noch	ADV, KON	31	Noch, noch
bei	APPR	29	bei, Bei
wissen	VVFIN	29	weiß, wußten, wüßte, wissen, Wissen, Wisset
müssen	VMFIN, VMINF	28	muß, müssen, mußtest, Müssen, müßte, Muß
Freundschaft	NN	27	Freundschaft
sagen	VVINF, VVFIN, VVPP, VVIMP	27	sagen, sage, sagten, sagt, gesagt, sag
man	PIS	25	man, Man
Herr	NN	25	Herren, Herr, Herrn
an	APPRART, APPR, PTKVZ	25	am, an
beide	PIS, PIAT	24	beide, Beide, beiden, beider
gut	ADJD, ADJA	23	gut, besser, besten, guter, guten, beste, gute
machen	VVINF, VVFIN, VVPP	23	machen, machten, macht, Machen, Mache, mache, gemacht
tun	VVPP, VVFIN, VVINF	22	getan, tun, täten, Tun, täte, tut, tue, tat
selbst	ADV	21	selbst
geben	VVFIN, VVINF, VVPP	20	gäbe, geben, gegeben, gäben, gibt, gebe
Frau	NN	20	Frau
Vetter	NE, NN	19	Vetter
schon	ADV	19	schon, Schon
andere	PIS, PIAT	19	andre, andern, andres, anderer
lassen	VVFIN, VVINF	19	Lassen, ließe, lasse, lassen, ließ, Laßt, läßt, laßt
lieb	ADJD, ADJA	19	lieber, Lieben, liebsten, liebster, Liebster, liebe
da	ADV, KOUS, PTKVZ	18	da, Da
Liebe	NN	18	Liebe
nichts	PIS	17	nichts, Nichts
oder	KON	17	oder, Oder
Himmel	NN	17	Himmel, Himmels
gehen	VVFIN, VVINF, VVIMP, VVPP	17	geht, gehen, Geh, geh, gegangen, gehe, Gehen
gewiss	ADJD, ADJA	16	gewiß, gewissen
einmal	ADV	16	einmal
glücklich	ADJA, ADJD	16	glücklichste, glücklichsten, glücklich
denn	ADV, KON	16	denn
du	PPER, PRF	16	Du, dich, dir, du
mögen	VMFIN	16	möchte, mögen, mag, möge
ach	ITJ	16	Ach, ach
verlieren	VVPP, VVFIN, VVINF	15	verloren, verliert, verlieren, verlöre, verlören, verliere
wieder	ADV	15	wieder
mehr	ADV	15	mehr
Unglück	NN	15	Unglück, Unglücke
sehen	VVFIN, VVINF, VVPP	15	sehe, sehen, gesehen, sähe, sieht
gleich	ADJD, ADJA	15	gleich, gleicher, gleichem, gleichen
O	NN	15	O
ob	KOUS, ADV	15	Ob, ob
ganz	ADV, ADJA	14	ganz, ganzes, ganze, ganzen
Vermögen	NN	14	Vermögen, Vermögens
nein	PTKANT	14	Nein, nein
wer	PWS	14	wer, wen, Wer, Wen
ha	NE	14	ha
dazu	PAV	13	dazu, Dazu
reden	VVFIN, VVINF	13	redete, Reden, redet, reden
Schiff	NN	13	Schiff, Schiffe
keine	PIAT, PIS	13	keine, keiner, keinen, keins, kein, Keines
Ehre	NN	13	Ehre
aus	APPR, PTKVZ	12	aus, Aus
hören	VVINF, VVFIN	12	hören, höre, Hören, höret, Höre
Herz	NN	12	Herz, Herzen, Herzens
glauben	VVFIN, VVINF, VVPP	12	glauben, glaube, Glauben, geglaubt
erst	ADV, ADJA	12	erst, erste, ersten
durch	APPR	11	durch
denken	VVFIN, VVINF	11	dächte, denkt, denken, Denkt
also	ADV	11	also
setzen	VVPP, VVINF, VVFIN	11	gesetzt, setzen, Setzen, Gesetzt, setzten
wahr	ADJD, ADJA	11	wahr, wahre
Gott	NN	11	Gott
lieben	VVINF, VVFIN, VVPP	11	lieben, geliebt, liebe, liebt, liebte
um	APPR, KOUI	11	um, Um
Lisette	NE	11	Lisette
über	APPR	10	über
bleiben	VVFIN, VVPP, VVINF	10	blieben, geblieben, bleibe, bleiben, bleibt, blieb, Bleiben
Recht	NN	10	Recht, Rechts
eben	ADV	10	eben
viel	ADV	10	viel
genug	ADV	10	genug
welche	PWS, PWAT, PRELS	10	Welchen, welche, welches, welcher, welchem
viele	PIAT, PIS	10	viel
