Title: Der Misogyn
Number of all lemmas: 12369
Nummber of different lemmas: 1788

Lemma	POS	Frequency	Tokens
ich	PPER, PRF	700	ich, mich, mir, Ich, meiner
die	ART, PDS, PRELS, PRELAT, PDAT	592	den, Die, der, das, Das, die, dem, des, deren, Der, dessen
sein	VAFIN, VAINF, VAPP, PPOSAT	459	ist, sein, Ist, gewesen, seines, bist, bin, seiner, war, wäre, wärst, sind, seinen, Sind, seinem, seine, wären, Bist, Bin, sei, War, waren, Sei, seid
Sie	PPER	403	Sie, Ihnen
nicht	PTKNEG	264	nicht, Nicht
haben	VAFIN, VAINF, VAPP	260	haben, Hätte, habe, hat, hätten, hast, hatten, hätte, hatte, Habe, gehabt, Haben, Hat, hättest, habt, hattet, Hätten, Hast, Hatte
eine	ART, PIS	259	eine, einem, einen, Ein, ein, einer, Eine, Einem, Einen, eines
zu	APPRART, APPR, PTKZU, PTKA, PTKVZ, ADV	209	zum, zu, Zu, zur, Zum
und	KON	197	und, Und
es	PPER	191	es, Es
mein	PPOSAT	190	mein, meine, meinem, meinen, meiner, Meine, meines, Mein
er	PPER	187	er, ihn, Er, ihm
dass	KOUS	184	daß, Daß
so	ADV	162	so, So
du	PPER, PRF	159	du, dich, dir, Du
werden	VAFIN, VAINF, VAPP	150	wird, werde, werden, würde, würden, geworden, wirst, Werde, Wird, würdest, worden, wurde
ihr	PPOSAT, PPER	144	Ihr, Ihren, Ihrer, ihrem, ihre, Ihre, ihr, Ihrem, ihrer, Ihres, ihres, euch, ihren
wollen	VMFIN, VMINF	128	will, willst, wollen, wolltest, wollte, wolle, wollten, Willst, Will, Wollt
können	VMFIN, VMINF	121	kann, können, kannst, könntest, könne, könnte, Können, konnten, Könnte, könnten, Konnte, Kann
in	APPRART, APPR	120	ins, in, In, im, Im
sie	PPER	115	sie, ihnen, Ihr
mit	APPR, PTKVZ	101	mit, Mit
wenn	KOUS	97	wenn, Wenn
Herr	NN	90	Herr, Herrn, Herren
sollen	VMFIN	86	soll, sollst, sollte, sollten, Soll, sollen, Sollen, sollt
doch	ADV, KON	84	doch, Doch
als	KOUS, KOKOM, KON	83	als, Als
nur	ADV	79	nur, Nur
wie	KOKOM, KOUS	79	Wie, wie
was	PWS, PRELS, PIS	76	Was, was
von	APPR, APPRART	75	von, Von, vom
müssen	VMFIN, VMINF	75	müssen, muß, müßten, mußte, Muß, müßte, müsse, mußt, müßt
aber	KON, ADV	73	aber, Aber
sagen	VVPP, VVINF, VVIMP, VVFIN	71	gesagt, sagen, sag, sagst, Sagen, sage, sagt, Sage
sich	PRF	68	sich
auf	APPR, PTKVZ	62	auf, Auf
auch	ADV	61	auch, Auch
Lelio	NE	58	Lelio
machen	VVPP, VVINF, VVFIN	57	gemacht, machen, machte, macht, Machen, Mache, Macht, mache
noch	ADV, KON	55	noch, Noch
nun	ADV	52	nun, Nun
ja	ADV, PTKANT	51	ja, Ja
alle	PIAT, PIS	50	alles, Alles, allen, alle, allem, Aller, aller, all
wissen	VVFIN, VVINF	49	weiß, wissen, Wissen, wußte, wisse, wüßte, Wüßte, wüßten
wir	PPER, PRF	49	wir, uns, Wir
dies	PDAT	48	dieses, diese, diesem, dieser, diesen, Diese, Dieser, Dieses
Vater	NN	47	Vater, Vaters
dein	PPOSAT	46	deines, dein, deinen, deinem, deiner, deine, Dein, Deine
sehen	VVINF, VVFIN, VVIMP, VVPP	44	sehen, sehe, sah, sähe, siehst, Sieh, sieht, gesehen, sieh, Sehen, Sähe
wohl	ADV	44	wohl
für	APPR	43	für, Für
denn	ADV, KON	43	denn, Denn
man	PIS	42	man, Man
an	PTKVZ, APPR, APPRART	42	an, An, am
gut	ADJD, ADJA	39	gut, guten, gute, gutem, besten, guter, besser, Gut, gutes
gehen	VVIMP, VVFIN, VVINF, VVPP	36	Geh, Geht, gehen, geht, gegangen, gehe, Gehet, Gehen, gehet, geh
aus	PTKVZ, APPR	33	aus, Aus
Schwester	NN	32	Schwester
lieb	ADJD, ADJA	32	lieber, liebster, lieb, liebsten, Liebste, liebste, Liebe, liebst, liebe, lieben
Sohn	NN	32	Sohn, Söhne, Sohne, Sohnes
schon	ADV	32	schon, Schon
