Title: Die alte Jungfer
Number of all lemmas: 9266
Nummber of different lemmas: 1455

Lemma	POS	Frequency	Tokens
die	ART, PDS, PRELS, PRELAT	522	dem, die, Das, das, der, des, Die, den, Des, Der, denen, dessen, Den
ich	PPER, PRF	467	ich, mich, mir, Ich, Mir, Mich
sein	VAFIN, VAINF, PPOSAT, VAPP	357	sind, ist, sein, Bin, bin, war, seine, seinen, sei, wäre, gewesen, bist, waren, seiner, Sein, wärst, Wärst, wären, Sei, seinem, Ist, Bist, Sind, wärest, Seine, War, Wäre, Seid, Waren, Seiner
Sie	PPER	307	Sie, Ihnen
eine	ART, PIS	203	eine, ein, einer, einen, einem, Einer, eines, Ein, Einen
nicht	PTKNEG	187	nicht, Nicht
haben	VAFIN, VAINF, VAPP	154	habe, haben, hätte, hat, hatte, hättest, hast, Hast, Hatte, hätten, Hat, Haben, habt, gehabt
er	PPER	144	er, Er, ihm, ihn, Ihn
und	KON	137	und, Und
es	PPER	137	es, Es
mein	PPOSAT	136	mein, meinem, meine, Mein, meinen, Meines, Meine, meiner, Meinen, meines
zu	PTKA, ADV, APPR, PTKZU, APPRART, PTKVZ	135	zu, zum, Zu, zur, Zum
du	PPER, PRF	134	Du, dich, du, dir
so	ADV	127	so, So
was	PWS, PIS, PRELS, PIAT	111	was, Was
wollen	VMFIN, VMINF	104	wollen, Wollen, willst, will, wollte, Will, Willst, wolltest, wollten
werden	VAFIN, VAINF, VAPP	102	wird, werden, Würde, wirst, wurde, geworden, würde, werde, Wirst, würdest, würden
in	APPR, APPRART	100	in, im, In, ins
von	APPRART, APPR, NE	87	vom, von, Vom, Von
Herr	NN	84	Herr, Herren, Herrn
dass	KOUS	82	daß, Daß
ihr	PPOSAT, PPER, PRF	81	Ihren, ihre, Ihrem, Ihr, ihren, ihr, Ihres, ihrem, Ihre, euch, ihrer, Ihrer, Euch
wenn	KOUS	70	Wenn, wenn
können	VMFIN, VMINF, VVFIN	70	Kannst, kannst, kann, können, Kann, könnte, könntest, Könntest, Können
sich	PRF	62	sich
doch	ADV, KON	56	doch, Doch
noch	ADV, KON	54	noch, Noch
ja	ADV, PTKANT	54	Ja, ja
machen	VVPP, VVFIN, VVINF	52	gemacht, macht, machen, Machen, Mache, machst, mache, machte
sie	PPER	52	sie, ihnen, Ihr
