Title: Damon, oder die wahre Freundschaft
Number of all tokens: 3055
Nummber of different tokens: 1368

Token	Frequency
versteh	49
Leander	47
Damon	42
Freund	37
wohl	35
Versteh	30
Freundschaft	27
Ja	24
hätte	23
ja	22
Herr	20
weiß	20
Frau	20
Vetter	19
schon	18
Liebe	18
wäre	17
gewiß	15
mehr	15
O	15
muß	14
Himmel	14
ha	14
Ehre	13
sagen	13
Unglück	12
Nein	12
beide	12
gleich	12
Ach	12
wenig	11
Lisette	11
gut	11
Vermögen	11
Gott	11
Schiff	11
wahr	10
Freunde	10
tun	10
müssen	10
sei	10
eben	10
möchte	10
genug	10
Herz	9
itzo	9
Recht	9
bekommen	9
kömmt	9
gehen	9
hätten	9
gegeben	9
bald	9
Zeit	8
glücklich	8
liebster	8
Leandern	8
alsdenn	8
gar	8
ganz	8
Nachricht	8
erst	7
geben	7
beiden	7
Vergnügen	7
sehen	7
unglücklich	7
Ha	7
lieber	7
Wer	7
verzeihen	7
Reden	7
Witwe	7
gern	7
eher	7
glauben	7
zwei	7
Art	6
vielleicht	6
lieben	6
fein	6
Neigung	6
gesagt	6
Freundes	6
kommen	6
Handel	6
reden	6
Gedanken	6
Absichten	6
Madam	6
neue	5
beleidiget	5
recht	5
glücklichsten	5
Wort	5
gehabt	5
Lassen	5
hören	5
wegen	5
verstehe	5
sollen	5
empfindlich	5
heiraten	5
selber	5
Ursache	5
verloren	5
lassen	5
darauf	5
Leben	5
Glück	5
getan	5
wer	5
Welt	5
niederträchtig	4
Person	4
niemand	4
sage	4
schwach	4
verdrießlich	4
desto	4
Schande	4
Reichtum	4
nie	4
dächte	4
Hand	4
Goldes	4
untergegangen	4
Beleidigungen	4
mag	4
nehmen	4
antworten	4
bringen	4
wollten	4
Je	4
darf	4
Nebenbuhler	4
besser	4
ach	4
helfen	4
bitte	4
einander	4
Herrn	4
gesetzt	4
macht	4
aufs	4
mirs	4
Leanders	4
Pflicht	4
redet	4
jungen	4
verlassen	4
andermal	4
finden	4
sorgen	4
allerdings	4
leicht	4
bleiben	4
Freier	4
erklären	4
kenne	4
danken	4
halten	4
warten	4
Vielleicht	4
zeigen	4
setzen	4
sehe	4
sehn	4
suchen	4
verziehen	4
Geld	4
davon	4
wären	3
andre	3
vorher	3
Unglücke	3
zuwider	3
Himmels	3
Scham	3
Augenblick	3
Frage	3
entreißen	3
beider	3
angenehm	3
dasjenige	3
klein	3
anfangen	3
erhalten	3
wider	3
Hälfte	3
auszuüben	3
wissen	3
verbunden	3
vorkommen	3
munter	3
deswegen	3
folgen	3
zärtlichen	3
Probe	3
Sachen	3
behalten	3
süße	3
geht	3
verliere	3
großmütig	3
Glücke	3
Hätte	3
gleichviel	3
Madame	3
glaube	3
Untreue	3
Erben	3
bereden	3
verstehn	3
beleidigt	3
Vermögens	3
etwan	3
notwendig	3
glücklichste	3
übel	3
Liebhaber	3
Verzeihung	3
Verdruß	3
St	3
Vorschlag	3
endlich	3
läßt	3
Aufführung	3
vollkommen	3
Dank	3
dadurch	3
heute	3
Verstehn	3
scheinen	3
Gelegenheit	3
allzu	3
Augen	3
gestehen	3
denkt	3
Seele	3
ersten	3
Wohl	3
Hui	3
großmütigen	3
einerlei	3
Paar	3
umsonst	3
Rede	3
aufrichtig	3
ichs	3
Überlegen	3
ganzes	3
Gesetzt	3
allezeit	3
Entschluß	3
Zweifeln	3
daran	3
guten	3
zweifeln	3
einzige	3
gesteh	2
Sprache	2
voraus	2
vergessen	2
vertraue	2
geworden	2
annehmen	2
gewissenhaft	2
wertester	2
Ausschlag	2
Gegenstand	2
höre	2
weniger	2
raten	2
Närrin	2
ganze	2
leugnen	2
Einfall	2
Liebsten	2
Eidschwur	2
Mache	2
sagt	2
Sanftmut	2
Wasser	2
gefällt	2
Reichtümer	2
bewußten	2
edle	2
könnt	2
Handlung	2
Zweifel	2
angekommen	2
just	2
niemals	2
verlangt	2
Klugheit	2
Mannspersonen	2
o	2
hübsch	2
Tonne	2
bestürzt	2
Schade	2
trennen	2
sieht	2
reizender	2
verliert	2
Wahl	2
trotz	2
versuchen	2
Gütigkeit	2
unterschieden	2
liebte	2
zweifle	2
unmöglich	2
groß	2
größte	2
Verdacht	2
mal	2
betrügen	2
denken	2
böse	2
Schiffe	2
halb	2
itzt	2
desgleichen	2
scheint	2
Ihrige	2
Erklären	2
Tausch	2
ungegründeten	2
bekümmert	2
sollten	2
unsre	2
je	2
tue	2
besorge	2
verlöre	2
denjenigen	2
hoffe	2
Testamente	2
zugleich	2
dabei	2
zittere	2
entschlossen	2
meinigen	2
anwenden	2
geschickt	2
hieher	2
Träume	2
besondre	2
fragen	2
wurden	2
Ostindien	2
empfinden	2
zürnen	2
ehe	2
begangen	2
ab	2
Wissen	2
Lebens	2
Exempel	2
unsrer	2
erfahren	2
wohin	2
billig	2
Kommen	2
worden	2
Gesichte	2
besorgte	2
lustig	2
besitzen	2
Grillenfänger	2
verlieren	2
edel	2
deutlich	2
teils	2
verunglückt	2
Sturme	2
